"Content","ReactionsCount","SubCommentsCount","CommentAt","stance","confidence","validation"
"I think as you are trying to recreate the walking of the statues to show how they got moved, I think the (recently discovered finds that confirms) it is being overlooked that the beings during that day were 30 - 40 feet tall and most likely very heavy people, were unlike 5'-10"" - 6'-8"" being to 180 lbs being of today.  It's possible, they just carried the statues to the place they needed to go.",14,11,03/10/23 01:07,"criticizes the fake news",0.512410283088684,"criticizes the fake news"
"Amazing how much dust falls on the earth to bury these statutes so deeply  . . . Truly amazing to me.",36,15,03/10/23 00:25,"neutral",0.633216321468353,"believes the fake news"
"Thank-you so much.  Incredible.",4,2,03/09/23 23:42,"neutral",0.546765267848969,"criticizes the fake news"
"amazing that there are no other big stones around near by how where the stones brought there",4,6,03/09/23 23:04,"neutral",0.520224869251251,"neutral"
"That’s awesome I’ve always been intrigued with Easter Island",46,5,03/09/23 22:42,"neutral",0.717119872570038,"criticizes the fake news"
"Isso é incrível eu espero que descubra todas as estatuas é mostre essa maravilha para todos do mundo inteiro estamos ansiosos é que seja muito breve ❤️🇧🇷",6,1,03/09/23 22:20,"criticizes the fake news",0.5684574842453,"neutral"
"Very interesting.good job",22,1,03/09/23 21:21,"criticizes the fake news",0.577557384967804,"believes the fake news"
"Bravo à vous tous pour votre Courage. C'est vraiment super cette découverte. Merci pour le partage",17,1,03/09/23 19:48,"neutral",0.601447403430939,"neutral"
"Truly amazing. Our true world mega history slowly is being reveled. Can you imagine what they will show us when the true secrets of the Pyramids and the Spinx are finally relieved. We will someday break the 11k BC wall.",28,10,03/09/23 18:18,"neutral",0.432639092206955,"neutral"
"The original garden gnome.",97,4,03/09/23 17:37,"neutral",0.759737849235535,"neutral"
"Would love to know what the carvings in the stone represent !!",15,2,03/09/23 17:35,"criticizes the fake news",0.512823224067688,"criticizes the fake news"
"Wow what a find !!I watched Good morning America when Micheal Strahan was there what a beautiful place and amazing people!",8,1,03/09/23 17:29,"criticizes the fake news",0.546667098999023,"criticizes the fake news"
"And if I am not mistaken.that looks like a boombox on its back",3,1,03/09/23 17:02,"criticizes the fake news",0.456916064023972,"criticizes the fake news"
"outstanding and total amazing. would love to go to Easter island",39,0,03/09/23 16:38,"neutral",0.55509227514267,"neutral"
"THINK OF HOW DEEP YOU WOULD REALLY HAVE TO GO ANYWHERE ELSE ON THE ISLAND TO FIND ANYYHING FROM THAT PERIOD",10,0,03/09/23 15:54,"criticizes the fake news",0.528579115867615,"criticizes the fake news"
"Bonjour à tous je vois une grave erreur la personne qui est assise au fond au pied de la taille ne devrait pas être là normalement il devrait y avoir un talus pour la sécurité si le terrain s'éboule elle n'aura pas le temps de bouger. C'est arrivé malheureusement à Beugnatre à côté de Bapaume dans le Pas-de-Calais en France. Un garçon une fille âgée de 17 ans à peu près et bénévole enseveli vivant",6,1,03/09/23 15:19,"criticizes the fake news",0.50123929977417,"criticizes the fake news"
"We were there.  Never thought they had bodies.  What a magnificent find.  How did create them? We will never really know and why there?",36,10,03/09/23 14:54,"criticizes the fake news",0.390741527080536,"criticizes the fake news"
"I didn't know they played racketball!",3,0,03/09/23 14:23,"criticizes the fake news",0.610963046550751,"criticizes the fake news"
"Just amazing",23,0,03/09/23 14:16,"criticizes the fake news",0.64085465669632,"criticizes the fake news"
"I wrote about it years ago and I still don't see a forest being planted on Easter Island",14,4,03/09/23 13:30,"criticizes the fake news",0.455275684595108,"criticizes the fake news"
"Great Job, but if I was working at that (or any construction company) I would have ditch boxes, or wall supports at least. That is very dangerous and deadly.",12,1,03/09/23 13:28,"criticizes the fake news",0.429941833019257,"criticizes the fake news"
"I currently have a Easter Island head replica in my front yard .",41,25,03/09/23 12:16,"criticizes the fake news",0.422074407339096,"criticizes the fake news"
"I always suspected that I remember asking a teacher and being told not to ask stupid questions. Well that's one up yours Sir

https://scontent.fnap3-1.fna.fbcdn.net/v/t39.1997-6/106213587_953859015076456_6116743013412303382_n.png?stp=dst-png_s160x160&_nc_cat=1&ccb=1-7&_nc_sid=23dd7b&_nc_ohc=3eNNgwzQakAQ7kNvgGVcN9C&_nc_zt=26&_nc_ht=scontent.fnap3-1.fna&_nc_gid=A33cyC0Hcfljvjv6fRxbVh6&oh=00_AYAAmIrAYR6FcEMrmnqKyZpb_NzCb4TjPFsruWQgIdbxxg&oe=67A0046B",17,1,03/09/23 12:01,"believes the fake news",0.43972435593605,
"Really great to see the pics of these amazing stutues. Be safe guys, no side support and very deep vertical cut.",9,0,03/09/23 11:46,"neutral",0.578171253204346,
"Thor Heyerdahl excavated a statue in the 1950s and published his findings in his book 'Aku Aku' in 1958 so this isn't a recent discovery.",11,0,03/09/23 11:30,"neutral",0.426315873861313,
"Joseph Lappin I neeeed the whole thing in my garden xx",5,1,03/09/23 11:18,"criticizes the fake news",0.369791865348816,
"And no support for the excavation, no edge protection. I guess safety isn’t an issue on Easter Island.",46,10,03/09/23 10:53,"criticizes the fake news",0.48289155960083,
"Very impressive, so mystical.  Full marks to the intrepid diggers.  🌟🌟🌟",25,1,03/09/23 10:51,"neutral",0.661841034889221,
"Awesome thanks!! How were they made ? Could they have been pushed into the ground? Don’t think so!",10,4,03/09/23 06:13,"criticizes the fake news",0.395637810230255,
"Wow!!  That's incredible!!",16,0,03/09/23 02:30,"criticizes the fake news",0.684961557388306,
"Wonder why it took so long before someone decided to check it out?",59,7,03/08/23 18:05,"criticizes the fake news",0.727190911769867,
"Just tip it back a bit and I'll jimmy this bungee band underneath.",11,0,03/08/23 17:46,"neutral",0.489901036024094,
"Oh! Wow! Great you found that out in my life time.🌞",2,0,03/09/23 23:21,"criticizes the fake news",0.585545539855957,
"Amazing, I would love to see them!",0,0,03/11/23 09:26,"neutral",0.504245579242706,
"What happened to Erich von Däniken's Chariots of the gods? Years ago I watched a debate between him and a professor from Harvard university. He lost because myths don't count in today's reality",2,0,03/10/23 10:03,"criticizes the fake news",0.598132431507111,
"Sa fait des années que je croyais qu'il s'agit de têtes seulement",0,0,03/10/23 12:41,"neutral",0.579839527606964,
"C’est pour nous faire comprendre qu’ils en avaient plein le dos de la bêtise humaine ! 😏🤨😉",1,0,03/10/23 06:16,"criticizes the fake news",0.721288740634918,
"This is exactly the same in my house when I look in the mirror. My head is old and haggered and the body is covered up not to expose the white floppy bits",1,0,03/10/23 17:25,"neutral",0.637085378170013,
"I wwuld have to see it with mown eyes before I believe this  Photoshop is excellent",1,1,03/09/23 22:27,"criticizes the fake news",0.431492269039154,
"Incroyable la partie enterrée",0,0,03/10/23 10:11,"criticizes the fake news",0.679812550544739,
"A very beautiful TRICK photography. It's fake.",0,0,03/10/23 10:09,"criticizes the fake news",0.709807693958283,
"Such old crafts will help us to proof that bible is translated correctly or not by traslators.",1,1,03/10/23 09:31,"neutral",0.538289189338684,
"Para Mi que la tierra tenía menos tierra años atrás, todas las estatuas o casi todas las estatuas y/u  piedras, tumbas, ruinas, pirámides, ciudades casi enteras bajo tierra,  siempre lo he pensado desde que era un niño, pero Mis maestres Me tentaron por un niño de mucha imaginación...",1,0,03/10/23 19:21,"criticizes the fake news",0.46157431602478,
"Incredible.  Would love to see this place and many other unexplained wonders, some day.",0,0,03/10/23 18:30,"neutral",0.467706173658371,
"To everyone that’s interested in Easter island, read books written by Dr John Loret. He was a friend of mine who passed away maybe 10 years ago. I think he was one of the worlds experts on Easter island. ￼",0,0,"03/13/2023 12:54:59 AM","neutral",0.495241284370422,
"Good lord.....!!!",0,0,03/09/23 22:28,"criticizes the fake news",0.523462176322937,
"Eu sempre pesei isso
Demoraram muito pra escavarem e descobrirem

https://scontent.fnap3-2.fna.fbcdn.net/v/t39.1997-6/330811743_1398609210978148_6488027312609750130_n.webp?stp=dst-webp_tf0-1&_nc_cat=110&ccb=1-7&_nc_sid=72b077&_nc_ohc=4EDkpsqxT8wQ7kNvgE6ZUgu&_nc_zt=26&_nc_ht=scontent.fnap3-2.fna&_nc_gid=A2TeKuugcqZMi4t5Bi6nLqr&oh=00_AYB5Tdw0Ng6halUdqzycHy4QiFgDI7xKAn-ofKhaW9G62w&oe=67A00EAA",0,0,03/10/23 01:55,"believes the fake news",0.487316817045212,
"Gente isso não é uma descoberta rescente, a arqueologia descobriu isso a Anos, não seria um trabalho muito inteligente ver as estatuas e não ter escavado em volta.",0,0,03/10/23 13:34,"criticizes the fake news",0.529306054115295,
"I can’t understand why this type of article keeps circulating. Most of the statues aren’t buried and never have been buried. People have always known they were full bodies. This is incorrect information.",0,0,03/11/23 00:05,"criticizes the fake news",0.64736145734787,
"Very interesting!!!!",0,1,03/10/23 18:58,"criticizes the fake news",0.679911911487579,
"I didn't know that!",0,0,03/10/23 09:25,"criticizes the fake news",0.493655323982239,
"and it was discovered just now... How come it was not known until now.... how strange",0,0,03/10/23 03:52,"criticizes the fake news",0.55595999956131,
"Absolutely beautiful !    Gotta love the history of our planet. !
Please don’t let the IDIOTS near it that have destroyed the American history in the form of removal or total destruction.  ——-All without ACCOUNTABILITY.",0,0,03/10/23 14:46,"believes the fake news",0.495672881603241,
"I just want to know how they were able to make these an so many that size . Amazing",0,0,03/10/23 16:18,"criticizes the fake news",0.445996522903442,
"If you see these, go see the Tera Cotta Warriors.  Literally thousands of them, and not one is a duplicate.  All different down to finger nails and shoes.  Circa 210 BC.  Horses, chariots, warriors, cooks archers etc.",1,1,03/10/23 02:14,"criticizes the fake news",0.394268751144409,
"Was that depth of soil deposited by weather to a height of roughly 15 to 20 feet since they were originally erected? Or did the dig soil extraction follow an old rectangular hole that they dug to part-bury the statues?",0,2,03/10/23 00:10,"criticizes the fake news",0.648255109786987,
"Were once above ground, tectonic movement/ volcanic activity buried them???",0,0,03/10/23 00:29,"criticizes the fake news",0.501149654388428,
"É, somos muito mais antigos por esta Terra!!!",0,0,03/10/23 21:33,"criticizes the fake news",0.420175790786743,
"I love the carvings!",0,0,03/10/23 18:04,"neutral",0.803411245346069,
"All those ladies still smiling and know how cold they just made him and gents are loving how quickly they dug him out and how work hard the women worked🤣🤣",0,0,03/10/23 15:01,"criticizes the fake news",0.590329229831696,
"A lifelong fascination. Great shot. 🎶❤️🎶",0,0,03/10/23 20:45,"neutral",0.58103621006012,
"I like how we can how the statues would have looked like in their prime with their surface untarnished by time. Very very cool indeed!",0,0,03/10/23 08:33,"neutral",0.711921870708466,
"This is astounding -- but not really -- but it is.  HOW did that much earth get piled up?  Were the statues 'buried' partially?",1,1,03/10/23 02:57,"neutral",0.757544219493866,
"Amazing! Thank you for sharing, son. ❤️",0,0,03/10/23 01:25,"criticizes the fake news",0.568469285964966,
"I often wonder if they have always been buried and once used to sit on the surface, and were buried over time ???  ￼",0,0,03/11/23 08:30,"neutral",0.548688888549805,
"This is where they were carved and abandoned before use.  The finished ones are the set up on podiums in lines along the coast lines...and all have bodies and have been seen with bodies for centuries.  This is NOT news or a find in any way.",17,2,03/08/23 20:56,"neutral",0.781189858913422,
"In the past that sculpture was covered in soil but the erosion shift the dirt off the sculpture face",0,0,03/11/23 12:10,"neutral",0.682374000549316,
"Thor Heyerdal.Found that out in the 40s'",1,0,03/09/23 13:14,"neutral",0.502223789691925,
"Too bad they didnt bring their pet dinosaurs inside when the asteroids hit earth.",0,0,03/10/23 04:17,"criticizes the fake news",0.673832595348358,
"I think the all-time most famous stones were ￼Mick, Keith, Charlie, and Ronnie.",1,0,"03/13/2023 06:10:06 AM","neutral",0.410526514053345,
"Visited this place more than 20 year ago…This have been known all along… it is sad that they have disrupted them… the earth actually protected the additional carvings on the Moai body…",0,0,03/10/23 01:17,"criticizes the fake news",0.765982270240784,
"Gobekli Tepe was intentionally buried. The bodies of these Easter Island masterpieces were undoubtedly intentionally buried also. The burial certainly preserved their art work.",0,0,03/10/23 17:42,"criticizes the fake news",0.43685793876648,
"Great to know - more to learn all the time",0,0,03/10/23 02:31,"neutral",0.682474911212921,
"Are those bat-mitten rackets tucked into the back of his belt ??  ; - )",1,0,03/10/23 02:12,"criticizes the fake news",0.571892559528351,
"But it’s a special place.  Why couldn’t that have just left it alone",0,0,03/09/23 19:25,"criticizes the fake news",0.420253187417984,
"Looks like patterns on the back of the statue. I never realised that these statues had so much detail on them.",0,0,03/11/23 14:04,"neutral",0.604590594768524,
"Je Suis MCO LA TINTING OZONE ALLUMÉ LA LUMIÈRE LUXUEUSEMENT POUR MOI DRISSA MAINTENANT 13-SUIS-MOI 🤩🤩🤩🤩🤩🤩🤩",0,0,"03/13/2023 01:49:15 PM","neutral",0.488806664943695,
"AMAZING! Talk about judging a book by its cover!😮",3,1,03/09/23 22:01,"criticizes the fake news",0.793563544750214,
"And epigraphy! What are the carved symbols on its back? Do they have meaning?",2,1,03/08/23 19:45,"criticizes the fake news",0.682540655136108,
"Hard to believe it took so long to see the rest of the statues, esp with all the laser technology",0,0,03/10/23 02:54,"neutral",0.452573299407959,
"Wow! I love the Badminton rackets",0,0,03/10/23 03:13,"neutral",0.76279878616333,
"Hello, I'm from Chile.  The island is called RAPA NUI now.",0,0,"03/15/2023 03:15:44 AM","neutral",0.589170753955841,
"I think that all of them all over the island were buried to the same place on thier necks makes this story a bit suspicious if not an outright scam",0,0,03/10/23 18:25,"criticizes the fake news",0.878257870674133,
"Super pic. Amazing pic. Nice wee thong on him and two tennis rackets tucked in. 😂",1,0,03/09/23 22:35,"neutral",0.430195063352585,
"You mean no one else ever dug down to see f there was a body!?!
The hippo teeth are really in odd positions. I guess they are affective on plants!",0,0,03/10/23 21:14,"criticizes the fake news",0.619599521160126,
"That IS amazing!",0,0,03/09/23 15:02,"criticizes the fake news",0.562964558601379,
"What else could there be??maybe by digging a little deeper they could find something else like tombs or if they can get an actual age of the statue's and calculate how much dirt has covered them, because if you remove the dirt you would also need to remove some of the water,then project a line of view from the statue's to see what there looking at,could be a giant chess board ???",0,1,03/10/23 07:12,"criticizes the fake news",0.504777669906616,
"It suggests that the people of the area at time were large and intelligent.

https://external.fnap3-1.fna.fbcdn.net/emg1/v/t13/14745190789980440298?url=https%3A%2F%2Fmedia.tenor.co%2FOVXf5baMK3QAAAAC%2Fsupervivencia-al-desnudo-fernanda-perez.gif%3Ft%3DAAX2f2HHhFsKviJFsAnJ1Q%26c%3DVjFfZmFjZWJvb2s%26itemid%3D25758860&fb_obo=1&utld=tenor.co&stp=dst-jpg_flffffff_q75_s792x792_tt6&ccb=13-1&oh=06_Q399h3G-uoAQh0BOxqB8vCnjnDP4xhRMgujBs-i_0guNyMA&oe=679C1ED9&_nc_sid=867500",0,0,03/09/23 23:49,"believes the fake news",0.401450157165527,
"This guy was a barber he's got a pair of scissors   stuck in his belt",0,0,03/10/23 10:29,"neutral",0.505282402038574,
"So amazing the creative of mankind god bless 🙏🙏🙏",0,0,03/09/23 20:34,"neutral",0.592563450336456,
"Love the tennis rackets",0,0,03/09/23 19:09,"neutral",0.831181704998016,
"Extraordinary discovering can anybody decipher the raining on the back great work thank you",0,0,03/10/23 22:31,"criticizes the fake news",0.472618490457535,
"Eu sempre achei que tivesse não sei como más sabia.",0,0,03/10/23 19:35,"neutral",0.448038071393967,
"Les hieroglyphes gravés sur leur dos praaient enfin devoiler leurs secrets. Alors specialistes et savants de tous bords,qui assuraient que ces statues n'etaient que des tetes...Il en est de ces gens ce qu'ils sont encore aujourd'hui des commentateurs de teles ,des savants es-covid ,des conseillés politiques.",0,0,03/11/23 10:23,"believes the fake news",0.504034280776978,
"This is groundbreaking news as much as the Sphinx in Egypt being buried under sand. 🙄",2,1,03/09/23 05:15,"criticizes the fake news",0.70204222202301,
"I believe we already knew that.  Many pics of the bodies just saying.  However awesome what y'all are doing.",0,0,03/10/23 08:22,"believes the fake news",0.405728906393051,
"Little did we know. I am happy permeation was given to excavate these statues.",0,0,03/10/23 19:33,"criticizes the fake news",0.438799321651459,
"Bom não intendo nada de geologia mas observando as laterais da escavação vejo acúmulo dos sedimentos então podemos estimar quanto tempo foi erguido estes monumentos, o que co tradiz o tempo descrito por alguns especialistas!",0,0,03/10/23 10:37,"neutral",0.693276762962341,
"This knowledge is FAR from recent, it has been known for at least 70 years, I have photos of this dating back to the1950’s. Have we b come so dumbed down that nothing is taught any more!",0,0,03/10/23 03:34,"criticizes the fake news",0.461442053318024,
"Alors, on ne peut dater un minéral par contre avec les strates alluviales il est possible de déterminer à un ou deux siècles près leur mise place et zu passage, effectuer une analyse de champ électromagnétique pour comprendre que ceci a été déplacé par anti gravitation",0,0,03/09/23 21:22,"neutral",0.637640714645386,
"Thank you for showing us all these treasures ,would be great if we had more knowledge about these rocks ,,",0,1,03/10/23 00:44,"neutral",0.6589794754982,
"Wow! If a person mind never wondered who would have ever known. The mind is an an amazing place don’t waste it 😊",0,0,03/10/23 02:15,"criticizes the fake news",0.433353394269943,
"Judging by the line between above and beneath the soil, I would guess they were deliberately buried. Mystery !",0,0,03/10/23 09:45,"criticizes the fake news",0.466247260570526,
"These figures were actually standing closer to the grade, 1000's of years earlier the sea level increased carrying billions of tons of sand and sediment,  these statues were buried by time, not Man.
farmer jim",7,4,03/09/23 19:00,"criticizes the fake news",0.444506347179413,
"FRED AND I WENT TO EASTER ISLAND 4-5 YRS AGO. THERE'S ONLY ONE PLANE IN AND OUT EACH DAY!! IT WAS WONDERFUL! THEY HAD SIGNS AROUND TELLING YOU WHERE TO GO IN CASE OF A TSUNAMI. ( LIKE ANY PLACE ON THAT ISLAND WOULD BE SAFE)",1,2,03/09/23 20:13,"criticizes the fake news",0.441224247217178,
"These are amazing",0,0,03/10/23 03:50,"criticizes the fake news",0.538406908512116,
"holy smokes!!! I would love to see stuff like this in person!!!!!",1,1,03/10/23 23:51,"criticizes the fake news",0.733784437179565,
"I would imagine that these huge and heavy stone figures have been sinking into the soft ground on Easter island for thousands of years. I'm not sure how old these stone figures really are.",0,0,03/10/23 02:08,"neutral",0.469631761312485,
"It took long to figure out there was more to just a head. Yeah great job 👏 someone decided hey that’s dirt down some more",0,0,03/10/23 04:04,"criticizes the fake news",0.535594701766968,
"Wahou ! Encore plus impressionnant que ce qu'on connaissait. Magnifique travail de ceux qui ont creusé pour découvrir que les têtes avaient un corps. Magnifique travail aussi du peuple qui a dressé ces belles statues",2,0,03/09/23 12:19,"criticizes the fake news",0.535815238952637,
"Would love to see these..look at the carvings on the stones..",0,0,03/09/23 22:19,"neutral",0.685405194759369,
"Amazing that we’re just finding this out!",0,0,03/10/23 09:09,"criticizes the fake news",0.610698163509369,
"That’s amazing !!!",0,0,03/10/23 03:19,"criticizes the fake news",0.562312066555023,
"We have a summer place there...",1,0,03/09/23 18:41,"neutral",0.686578273773193,
"We visited Rapa Nui and had the pleasure of viewing hundreds of these Maoi. They are amazing and the local history is fantastic to hear about. A much different story than we have been told.",0,0,03/12/23 16:04,"criticizes the fake news",0.483509480953217,
"Have memories of this fantastic place, we spent a couple of weeks there. A stop over between Sydney and Chile.",0,0,"03/14/2023 08:51:09 AM","neutral",0.617565989494324,
"What amazes me is the amount of dirt that has accumulated around them.",0,0,03/12/23 14:11,"neutral",0.444587916135788,
"Any body thought maybe extretaresstial involvment  as with other items on Earth  No stones on that island    pyramids   mutcha ( cant spell it ) puchu     lines in deserts  temples carved into rockface ? Thousands of years ago mind    without pnumatic drils  lifting equitment etc   ( just my opinion )",0,0,03/10/23 04:39,"neutral",0.657276332378388,
"￼ Noah and the great flood. That’s h￼ow they were ￼ buried!",0,1,03/10/23 12:03,"criticizes the fake news",0.359117895364761,
"Still a mystery How this big structures were built and moved around.various examples of similar things in south Americas and other parts of the world...",0,0,03/10/23 07:45,"neutral",0.500599265098572,
"As a teenager read Thor Heyerdahl books.  I knew they had bodies. Also red top knots.  To make the statues the Islanders chopped down all the trees to move the huge blocks of stone. Plus they killed each other.  Read his book Aku Aku.",0,0,03/09/23 23:44,"criticizes the fake news",0.44468480348587,
"And backpacks w breathing apparatus from the looks of it too, as well as those curly wire earpieces…",0,0,03/10/23 02:43,"criticizes the fake news",0.64537250995636,
"I have been to Easter Island, a most amazing place.",0,0,03/10/23 17:32,"neutral",0.46785631775856,
"Layers of soil dug is heaped over centuries. There could be more fossil remainders at the level where whole body of image stands.",0,0,03/10/23 00:09,"neutral",0.544978618621826,
"Wow, it just took 336 years to figure out? Looks like someone alone could have dug this hole in a few days.",0,0,03/11/23 10:11,"criticizes the fake news",0.561202049255371,
"So why hadn’t the build up of soils continued to completely cover them? Seems they were covered to this point all at a single occurrence!",0,0,03/09/23 17:51,"criticizes the fake news",0.598418533802033,
"So much under our feet and we have no idea..Amazing find..",0,0,03/10/23 07:30,"neutral",0.469699889421463,
"Is this article a wind up ? Every statues body is on show , apart from the ones buried by the quarry !!!!",0,0,03/10/23 10:57,"criticizes the fake news",0.858589172363281,
"I always miss the Easter Inland and M.V.Regent Oat. I stayed there about 2 months in 1983.",0,0,03/09/23 23:32,"neutral",0.549549102783203,
"Incredible! Who knew they carried a couple of tennis rackets in their waistbands? Or is that a giant pair of scissors?",0,0,03/10/23 20:56,"criticizes the fake news",0.569738268852234,
"I thought this was obvious. Why would they do just a portion of the head when so many others were clearly full figures? I assumed they were buried over the years of island storms and moving sand.",0,0,03/10/23 12:28,"criticizes the fake news",0.532806992530823,
"Looks like they have their pickleball paddles handy.",1,0,03/09/23 23:39,"neutral",0.532693922519684,
"It just shows what a couple of thousand years of plant matter and dust deposits can build up the depth that hides the statues",4,0,03/09/23 11:49,"neutral",0.799427449703217,
"Were they buried up to their necks, or did the island get covered with dirt somehow? Either way, it is still a mystery.",0,0,03/10/23 03:05,"criticizes the fake news",0.453000277280808,
"Amazing it took anyone this long to figure this out.",0,0,"03/14/2023 04:33:06 PM","criticizes the fake news",0.567121505737305,
"I have visited this island in 2011 on my around the world trip. Very interesting island",0,0,"03/13/2023 09:18:34 PM","neutral",0.418219208717346,
"and nice stone work. Looks like they played badminton or something",1,0,03/09/23 15:43,"neutral",0.714143335819244,
"Absolutely amazing!",0,0,03/11/23 07:52,"criticizes the fake news",0.633299648761749,
"That’s awesome, they are so big it’s amazing to see them like that.",0,0,03/10/23 07:32,"neutral",0.749144434928894,
"Didn't see this story on Good Morning America with Michael Strahan doing a mini documentary about the Island! HUH!",0,0,03/12/23 01:30,"criticizes the fake news",0.728380382061005,
"Incredible and what an amazing find. Thank you!",0,0,03/10/23 02:00,"neutral",0.459928154945374,
"What sizes of shoes have they found?",2,0,03/10/23 09:01,"criticizes the fake news",0.418866753578186,
"Interesting engraving on the back.  Never seen that in any of the books or tv shows.",0,0,03/10/23 02:31,"criticizes the fake news",0.505694806575775,
"By the looks of the growth on it’s head… the statue appears to be lichen the situation.",2,0,03/09/23 12:13,"neutral",0.367484420537949,
"When the customer in front at the store insists on paying for groceries with coins.",0,0,03/10/23 19:02,"criticizes the fake news",0.392785429954529,
"Je ne comprends toujours pas comment elles sont arrivées là et comment elles ont été enterrées , a moins qu 'il y ait eu un tsunami qui a tout recouvert !😎",0,0,03/10/23 22:23,"believes the fake news",0.449553966522217,
"I don't want to sound funny, but maybe there are things that should be left undiscovered, we had corona, lots of other pandemics, what if something completely different awaited us there that we couldn't cope with....",0,1,03/10/23 11:14,"neutral",0.7926185131073,
"I believe the statues to be much older that we are led to believe as shown by the amount of soil build up that half buried them . Perhaps part of the more ancient Lemuria",0,0,03/12/23 10:55,"criticizes the fake news",0.531118214130402,
"Just proves there was a great flood. Possible explanation how they were covered when the waters settled.",7,2,03/09/23 16:58,"criticizes the fake news",0.446413397789001,
"MashaAllah everything is so so beautiful 😍 .Tahniah Niza and family.",0,0,03/10/23 10:01,"neutral",0.549675703048706,
"That rewrites the whole story then.",0,0,03/10/23 23:27,"criticizes the fake news",0.797213912010193,
"Seen some of these before. Amazing. c.",0,0,03/10/23 05:27,"neutral",0.423075795173645,
"Il y a du avoir un drôle de changement climatique à l époque",0,0,03/09/23 15:54,"criticizes the fake news",0.414518862962723,
"Muy Bacana esas obras de arte antiguas, me parece chévere esa profesión",0,0,03/11/23 12:21,"criticizes the fake news",0.499151170253754,
"And there's a good horse under him... name that quote.",0,0,03/10/23 04:00,"neutral",0.496407687664032,
"Maybe they didn’t want them to be dug up. Glad its you and not me.🥺😵ha ha just kidding….no I’m not….ya, I am 😉….no I’m not.😄😄😄😳",0,0,03/09/23 18:18,"criticizes the fake news",0.40268686413765,
"This is so interesting. I cant wait to find out your research.",0,0,03/09/23 11:04,"criticizes the fake news",0.614848732948303,
