"Content","ReactionsCount","SubCommentsCount","CommentAt","stance","confidence","validation"
"Dave Carrington",0,0,"03/24/2024 01:29:47 PM","neutral",0.708024144172669,"neutral"
"Ivan Vidaković",0,0,"03/24/2024 07:41:34 PM","neutral",0.647286713123322,
"David Pinney",0,0,"03/22/2024 11:28:37 PM","neutral",0.750321984291077,
"Pietro Maccioni",1,0,"03/23/2024 08:55:44 PM","neutral",0.721897065639496,
"Rick Marler",0,0,"03/24/2024 07:05:48 PM","neutral",0.66863077878952,
"Albert Król",1,0,"03/22/2024 11:12:24 PM","neutral",0.768687665462494,
"Tacee Jones",0,0,"03/23/2024 01:47:30 PM","neutral",0.701658725738525,
"Paweł Józak",0,4,"03/22/2024 11:30:44 PM","neutral",0.722067534923554,
"Jacob Wiewiorra Lysdal",1,0,"03/23/2024 04:25:24 PM","neutral",0.709908306598663,
"Johnny Van Fossen",1,0,"03/23/2024 05:04:28 PM","neutral",0.605472087860107,
"Karla Rodrigues",0,0,"03/23/2024 09:55:47 PM","neutral",0.78909182548523,
"Karolina Ryło",0,0,"03/25/2024 12:01:45 PM","neutral",0.808134138584137,
"Б. Энххүслэн",2,0,"03/22/2024 11:28:30 AM","neutral",0.704102337360382,
"💜💜💜",0,0,"03/23/2024 01:05:28 AM","neutral",0.695866644382477,
"Fugazy￼",0,0,"03/22/2024 05:09:38 PM","believes the fake news",0.452842712402344,
"Fascinant❣️",0,0,"03/25/2024 12:37:40 AM","neutral",0.41077333688736,
"Fantastique",0,0,"03/27/2024 02:08:46 PM","neutral",0.406280934810638,
"😂😂😂😂",0,0,"03/23/2024 03:20:47 PM","criticizes the fake news",0.410274088382721,
"Right........uh-hun",5,0,"03/22/2024 07:05:42 PM","neutral",0.765274345874786,
"Je ne pense pas que ce sont des extraterrestres mais des humains arrivés à un niveau extrêmement élevés, qui se sont peut-être détruits par des conflits et qui se sont adaptés à la vie sous terre, sous les pôles et sous océans. 😉",0,1,"03/25/2024 10:08:32 AM","neutral",0.634939253330231,
"Lol right",0,0,"03/22/2024 08:22:14 PM","neutral",0.516997039318085,
"Alessandro Queiroz",2,0,"03/23/2024 05:04:02 AM","neutral",0.729886293411255,
"Dont tell any body im superman hahahaha",1,0,"03/22/2024 10:19:25 PM","neutral",0.440199166536331,
"Atlantis",0,0,"03/25/2024 10:30:37 PM","neutral",0.728825628757477,
"😂",1,0,"03/23/2024 01:21:25 PM","criticizes the fake news",0.374977588653564,
"Live it alone 😔 Father forgive them🙏🏽",5,1,"03/24/2024 05:19:06 PM","neutral",0.364518612623215,
"Mike Palmer",0,0,"03/23/2024 02:56:24 AM","neutral",0.691189110279083,
"Julius Papanikolas Bermuda driehoek",0,0,"03/24/2024 04:18:45 PM","neutral",0.727604150772095,
"Love it. We've never been alone.",12,3,"03/23/2024 04:43:20 AM","neutral",0.735531508922577,
"Derrick Sizer",1,0,"03/24/2024 03:06:26 PM","neutral",0.688155353069305,
"Ernick Christiaan Shan Bakmeyer",1,0,"03/25/2024 12:49:45 AM","neutral",0.730089724063873,
"The story that I heard is that this is where he was defeated in battle",1,6,"03/22/2024 08:58:41 PM","criticizes the fake news",0.668994605541229,
"Gitte Agregaard",0,0,"03/23/2024 07:59:37 AM","neutral",0.749674439430237,
"And The Tangerine-Tyrant is an honest man. https://external.fnap3-1.fna.fbcdn.net/emg1/v/t13/1125639282502406653?url=https%3A%2F%2Fmedia.tenor.co%2FNvYQ6uj9njAAAAAM%2Flaugh-funny.gif%3Fc%3DVjFfZmFjZWJvb2s%26t%3DAAYUXpQVK7sIWptkCAC-fw&fb_obo=1&utld=tenor.co&stp=dst-jpg_flffffff_q75_s792x792_tt6&ccb=13-1&oh=06_Q399ueIaZ8zNTi6qWKnII6tT7D51w0ZJPIGo9Aq8_AuNeY4&oe=679C25CC&_nc_sid=867500",1,1,"03/24/2024 03:31:02 AM","criticizes the fake news","0.5032718777656555""",
"Very interesting",7,1,"03/22/2024 06:44:04 PM","criticizes the fake news",0.662992537021637,
"Michael Mark",0,0,"03/26/2024 06:33:26 PM","neutral",0.720614671707153,
"Ok",0,0,"03/25/2024 12:13:37 PM","neutral",0.920054376125336,
"What are the cords??",2,0,"03/22/2024 11:19:14 PM","criticizes the fake news",0.568627417087555,
"Yes go 🤷🏻‍♂️ https://external.fnap3-1.fna.fbcdn.net/emg1/v/t13/10536280947522381717?url=https%3A%2F%2Fmedia1.tenor.co%2Fm%2FHE9zsSQN_UMAAAAd%2Ftoon-lagoon-cartoons.gif%3Fc%3DVjFfZmFjZWJvb2tfd2ViY29tbWVudHM&fb_obo=1&utld=tenor.co&stp=dst-emg0_q75_s498x498_tt6&ccb=13-1&oh=06_Q399qwUChndPB7rthK70gntTzrn2H_n1NyTSVvhDdQS6EUk&oe=679C2C3F&_nc_sid=c97757",1,0,"03/22/2024 07:54:26 PM","believes the fake news","0.4468533396720886""",
"Isso me fez lembrar quando fui visitar meu avô. Ele colocou a mão dele no meu ombro e disse muito emocionado: meu neto, nesse mundo, algum dia, você pode ter certeza de que as pessoas, mesmo com muitas coisas pra fazer, elas ainda vão perder tempo lendo o seu comentário...e vice-versa kkkkkkkkk",0,0,"03/26/2024 03:50:44 PM","believes the fake news",0.437296003103256,
"😂😂😂😂😂😂",0,0,"03/23/2024 11:05:56 PM","criticizes the fake news",0.43547922372818,
"Talina Davisenn 🧐",1,0,"03/23/2024 08:24:38 PM","neutral",0.513959586620331,
"My ancestors build it there the aqua family",2,0,"03/25/2024 06:53:23 PM","neutral",0.73147052526474,
"Don't be silly! 😂😂😂",0,0,"03/21/2024 09:51:51 PM","criticizes the fake news",0.52774441242218,
"So now they can see under the water near the Bermuda Triangle 👀🙄",2,1,"03/26/2024 12:21:03 AM","criticizes the fake news",0.479694813489914,
"More evidence",1,0,"03/22/2024 01:11:58 PM","criticizes the fake news",0.669166743755341,
"Seeee 😏😏",0,0,"03/24/2024 12:58:04 AM","neutral",0.379038244485855,
"What's the name of the water Orisha?",0,0,"03/22/2024 08:57:51 PM","neutral",0.497036963701248,
"Seriously????",3,1,"03/21/2024 06:21:09 PM","believes the fake news",0.394188553094864,
"More planes and ships have gone missing on the Great Lakes. According to insurance reports, the Cape of Good Hope and the straits of Hermosa are far more dangerous than the supposed Bermuda triangle.",4,2,"03/23/2024 03:27:32 PM","criticizes the fake news",0.829627871513367,
"When we start to nuke ourselves I certainly hope the aliens know I believe in them",0,0,"03/23/2024 07:07:00 AM","criticizes the fake news",0.661870718002319,
"Ras Lion",0,0,"03/26/2024 10:03:54 PM","neutral",0.653075933456421,
"Berbulak",0,0,"03/23/2024 10:36:14 AM","neutral",0.66045206785202,
"Danielle Birtles",2,0,"03/22/2024 11:13:35 AM","neutral",0.755977213382721,
"Wala lagi ko kakita pyramid sa Bermuda Triangle katong namana mi...gisalom namo tanan dira dapita do....atik pod ka admin da..😅😆🤣",1,0,"03/21/2024 11:03:10 PM","criticizes the fake news",0.435333698987961,
"I hear this is where Atlantis sank",0,0,"03/25/2024 03:32:58 AM","criticizes the fake news",0.392805397510529,
"Paula NJ Ramos",0,0,"03/26/2024 02:43:23 AM","neutral",0.733331441879273,
"So what size are they?",1,0,"03/23/2024 10:04:10 PM","criticizes the fake news",0.400530993938446,
"Is this true I'm not sure but I believe if it is true then someone out there knows about it",7,5,"03/23/2024 08:08:54 PM","criticizes the fake news",0.420480281114578,
"Leeann Sasser",0,0,"03/26/2024 04:53:38 PM","neutral",0.78934770822525,
"Hunter Pardon woe",0,1,"03/25/2024 07:13:31 PM","neutral",0.416143506765366,
"Cody Code",1,0,"03/22/2024 05:30:51 PM","neutral",0.760839462280273,
"🤣",0,0,"03/23/2024 07:39:21 AM","neutral",0.380778789520264,
"How is this possible when we never had a survivor to tell us what is inside of it?",35,31,"03/22/2024 11:14:58 PM","criticizes the fake news",0.726388037204742,
"Simon John",0,0,"03/23/2024 04:58:17 PM","neutral",0.69331294298172,
"I saw it in a movie too",0,0,"03/25/2024 05:44:29 AM","neutral",0.4342300593853,
"Most be a secret pyramids 😂 😆 😝",0,0,"03/22/2024 03:47:17 PM","criticizes the fake news",0.488581269979477,
"Emsley Jordan Von Dette",0,3,"03/22/2024 07:14:28 PM","neutral",0.697739660739899,
"Estefania Alvarado Ramos",1,0,"03/26/2024 02:51:04 PM","neutral",0.756614208221436,
"Send Indiana Jones down there he'll figure it out",0,0,"03/25/2024 01:33:00 PM","criticizes the fake news",0.485309392213821,
"Pyradym.. event horizon",0,0,"03/23/2024 03:39:22 AM","neutral",0.364416718482971,
"It had to be something down there",0,0,"03/25/2024 08:27:08 PM","criticizes the fake news",0.502113521099091,
"Luana Brito",0,0,"03/24/2024 04:14:08 AM","neutral",0.761910259723663,
"Wow!",0,0,"03/23/2024 07:41:11 PM","criticizes the fake news",0.612659275531769,
"Jeffrey Lequigan",0,0,"03/25/2024 06:37:48 AM","neutral",0.743738889694214,
"Beyond the pillers of Hercules there was Atlantis, according to Plato and the Azure Islands, westwards to Bermuda and in the triangle there are many underwater ruins. Coincidentally in the Atlantic ocean where there are tectonic plates which move and cause earthquakes, as well as glaciers melting in the past. Hopefully we will find out the truth someday 👍",23,3,"03/24/2024 01:37:34 AM","criticizes the fake news",0.588033735752106,
"Our current technology isn't enough to find out to reveal it's secret...",0,0,"03/26/2024 10:04:22 AM","criticizes the fake news",0.462267488241196,
"I just heard about this and then  ot even a full 5 minutes later I seen the same story but it was in lake Michigan",0,0,"03/26/2024 02:32:48 AM","criticizes the fake news",0.630048155784607,
"ये नही हो सकता",0,0,"03/22/2024 04:25:27 PM","neutral",0.495689630508423,
"Humans are nosy.Obviously it's underwater for a reason",0,0,"03/23/2024 03:33:40 AM","neutral",0.470074325799942,
"Wow",0,0,"03/23/2024 05:09:22 PM","criticizes the fake news",0.572930753231049,
"X una manciata di like 😎che fantasia 😂✌",0,0,"03/23/2024 01:35:13 PM","believes the fake news",0.50061309337616,
"Right, and they are gonna give submersable touurs",2,1,"03/23/2024 05:18:44 AM","neutral",0.511045217514038,
"They say in 1975 -76 on a late night talk show that they discovered a pyramid and Bermuda triangle , ￼but on one side is a whole big enough for a full size submarine to fit through, but was to deep to go!!   Now they found a second pyramid????",0,0,"03/25/2024 05:30:35 AM","criticizes the fake news",0.712239146232605,
"It's about time someone found them. I've known about them for almost 10 years now. They date back to the time of Lumeria and caused the fall of Atlantis or human consciousness depending on how you see that event occurrence.",7,4,"03/22/2024 11:40:27 PM","criticizes the fake news",0.460478693246841,
"Lol.....There's nothing but NASA rockets their...that's their dumping site! Research Flat earth ❤️",0,0,"03/23/2024 03:01:18 AM","criticizes the fake news","0.554891049861908""",
"C.A.P",0,0,"03/22/2024 10:51:14 PM","neutral",0.657655656337738,
"100 percent right",0,0,"03/24/2024 05:06:43 PM","criticizes the fake news",0.622434914112091,
"I’m gonna offer this like Kodak Black said “lemme drive da boat” - so give me a boat an let’s find out!",5,0,"03/23/2024 11:48:02 AM","neutral",0.541280150413513,
"Existe portais q quando entra em harmonia ressonante para mundos diferentes é possível essa passagem, foi assim q vieram para criar a guerra de Órion, desse jeito também que os Maias saíram daqui, a ressonância Shulman tem q ter uma determinada frequência, e a velocidade de rotação do magma planetário tem q ter a msm ressonância, aí esses portais vibram como taças de cristal como se estivesse movimentando pela nota musical, elas não rompem, mas se abrem e o trânsito é possível.",1,0,"03/25/2024 10:25:08 AM","neutral",0.35691699385643,
"Alien",0,0,"03/26/2024 07:09:56 AM","criticizes the fake news",0.398647785186768,
"Luiz Gustavo",1,1,"03/23/2024 01:50:59 PM","neutral",0.759254634380341,
"If true,that would be the greatest.discovery",0,0,"03/24/2024 01:53:46 PM","criticizes the fake news",0.634282469749451,
"Rafael Carvalho",0,0,"03/25/2024 01:48:38 AM","neutral",0.713423788547516,
"Whatever",0,0,"03/22/2024 09:12:55 PM","neutral",0.966341555118561,
"Been my theory since a kid!!!",6,2,"03/25/2024 04:47:42 PM","criticizes the fake news",0.454477369785309,
"Manureva Disparu Dans Cette Zone",0,0,"03/22/2024 09:14:42 PM","neutral","0.7047438621520996""",
"Good break it and find out who's hiding in the thing .",0,0,"03/22/2024 11:16:41 PM","criticizes the fake news",0.637113273143768,
"Ryan Mowdyn",0,0,"03/23/2024 12:05:32 AM","neutral",0.69776976108551,
"Ça fait longtemps qui les on découvertes mais lol …. Découverte du mur de chine allô",1,0,"03/22/2024 04:37:54 PM","neutral",0.402665436267853,
"Must be third...",0,0,"03/22/2024 08:35:08 PM","believes the fake news",0.381417155265808,
"Roberta Rey",0,0,"03/24/2024 09:48:57 AM","neutral",0.80168229341507,
"We know as God's what was done to our Ocean titan",16,0,"03/22/2024 06:46:34 AM","criticizes the fake news",0.549907445907593,
"To čtu poprvé.",0,0,"03/22/2024 04:00:38 PM","neutral",0.779367506504059,
"I remember this from in search of or some other show from the 90s when I would of watched reruns. Super interesting.",1,0,"03/22/2024 05:59:50 PM","criticizes the fake news",0.653389394283295,
"Victor Oyekan",0,0,"03/25/2024 10:32:33 PM","neutral",0.637660503387451,
"Lpm",0,0,"03/22/2024 09:27:50 PM","neutral",0.809064626693726,
"Lies!!!!! Lmfaoo",8,0,"03/22/2024 07:39:35 AM","criticizes the fake news",0.61204195022583,
"Ok lol🤔🤪",0,0,"03/25/2024 09:30:03 AM","neutral",0.644074440002441,
"I wondered when they would find them..now they have the power for clean energy.only problem they still don't know the order of alignment..",2,0,"03/22/2024 11:27:21 PM","criticizes the fake news",0.466079622507095,
"Kayla Bottomm Cotto",1,0,"03/25/2024 09:18:47 PM","neutral",0.769053936004639,
"Wow",0,0,"03/24/2024 12:35:00 AM","criticizes the fake news",0.572930753231049,
"Robert Bruce",0,0,"03/23/2024 11:31:00 PM","neutral",0.688335955142975,
"I knew it had to be something in that area to many unexplained things just happen there all the time, and they only just thought about going down to see what is down there, that makes me say ummm y the wait?",3,2,"03/24/2024 05:03:19 PM","criticizes the fake news",0.485337495803833,
"Let's say they are there. We are coming out if an ice age. Water levels have been rising for over 10,000 years. Antarctica was a forest before the ice age.( core samples show plant and tree materials).  We have other sunken coastal cities around the globe at the same depths.Theirs zero evidence that they are not made by humans.",0,3,"03/23/2024 06:32:42 AM","neutral","0.44586896896362305""",
"The Bermuda triangles were also all the rockets land from space",5,0,"03/23/2024 01:29:06 PM","criticizes the fake news",0.370381057262421,
"Alex O'Brien hmmmmmm",0,0,"03/24/2024 01:33:23 PM","neutral",0.350885301828384,
"Cristal...🤣🤣🤣",0,0,"03/22/2024 02:20:38 PM","neutral",0.495358377695084,
"A muito tempo foi descoberto !!",1,1,"03/23/2024 07:08:42 PM","criticizes the fake news",0.666908740997315,
"Location send me please 😜",0,0,"03/23/2024 05:47:53 PM","neutral",0.367966949939728,
"The only thing strong enough to do what the Bermuda triangle does is a crystal and people are just figuring this out now? I've had my hutch for years!!",6,7,"03/22/2024 10:19:30 PM","criticizes the fake news",0.62421053647995,
"What... When",0,0,"03/26/2024 03:46:19 PM","criticizes the fake news",0.405672043561935,
"Bruh, Rashad Jamal told us about this a couple years ago, now all of a sudden, there’s a discovery😂",16,4,"03/22/2024 12:56:55 AM","criticizes the fake news",0.579420685768127,
"Are you really sure🤔😂",3,0,"03/21/2024 10:35:23 PM","criticizes the fake news",0.707367360591888,
"Its there. Bimini Pyramids.",0,0,"03/22/2024 05:57:26 PM","neutral",0.808091938495636,
"Wow - got to go one up on Egypt - 'crystal' no less .....",0,0,"03/23/2024 01:24:01 PM","criticizes the fake news",0.496203243732452,
"🤣🤣 si si dentro ci abita il principe maurice del cocoricò 🤣🤣🤣🤣",0,0,"03/25/2024 04:23:36 PM","criticizes the fake news",0.463814556598663,
"What are the geographic coordinates, please.",1,0,"03/23/2024 04:55:31 AM","neutral",0.425613433122635,
"Last night I found a Blue Gnome, he came close and told me he knows where is a portal who leads to another dimension.",2,2,"03/23/2024 10:51:49 PM","criticizes the fake news",0.472665995359421,
"OMG and if you zoom in you see cows grazing and pig's flying.",3,0,"03/22/2024 02:26:22 PM","criticizes the fake news",0.508423566818237,
"Prove it.",0,0,"03/24/2024 09:27:11 PM","criticizes the fake news",0.771696746349335,
"We know that the earth is flat that's why😁😁😂😂😂😂",0,0,"03/23/2024 01:14:04 AM","criticizes the fake news",0.631706416606903,
"I discovered the ""Bahamian Rectangle"" and it hides THREE giant crystal pyramids 💪💪",0,0,"03/25/2024 05:52:21 AM","criticizes the fake news",0.566234886646271,
"Really..or another Hollywood series",2,0,"03/22/2024 11:11:59 AM","criticizes the fake news",0.485446572303772,
"Dayane Faria",0,0,"03/23/2024 08:24:47 PM","neutral",0.723539233207703,
"3**",0,0,"03/21/2024 07:07:06 PM","neutral",0.778945684432983,
"Energy",0,0,"03/25/2024 08:18:29 PM","neutral",0.561411142349243,
"Really?!",0,0,"03/23/2024 07:07:49 PM","criticizes the fake news",0.450584828853607,
"When's the expedition?",0,0,"03/23/2024 04:48:01 PM","neutral",0.56301075220108,
"Rashad Jamal talked a lot about this!!!",10,6,"03/23/2024 01:35:01 AM","criticizes the fake news",0.516381621360779,
"Ema Lou",0,0,"03/23/2024 09:51:38 AM","neutral",0.672308623790741,
"Really",0,0,"03/23/2024 04:54:04 PM","neutral",0.544030547142029,
"They said 2 but i can see 3. They are fool😂",0,0,"03/23/2024 02:32:52 PM","criticizes the fake news",0.540234208106995,
"Makes sense",2,0,"03/22/2024 06:15:57 PM","neutral",0.848475873470306,
"I know it's 20 years before I said 20 years before there in bermuda tryangle have 1 way going to other side in our universe that is invisible and many powers there for security",5,1,"03/23/2024 01:57:31 AM","criticizes the fake news",0.430887937545776,
"The great flood..",2,1,"03/24/2024 06:49:39 PM","neutral",0.484407246112824,
"I new there was a reason y plans and ships couldn't go out there just didn't know the cause I can believe it",0,0,"03/25/2024 01:03:15 AM","believes the fake news",0.47518464922905,
"Una ps2",0,0,"03/23/2024 02:01:25 PM","neutral",0.914366185665131,
"If so, it would explain a lot.",0,0,"03/25/2024 05:46:00 AM","criticizes the fake news",0.428262025117874,
"Lies",0,0,"03/22/2024 08:41:45 PM","criticizes the fake news",0.499110817909241,
"Show me",0,0,"03/23/2024 03:58:34 AM","neutral",0.550622761249542,
"Aun no se ven...son de cristal",0,0,"03/24/2024 01:08:40 AM","neutral",0.710596680641174,
"Source ?🤔",0,0,"03/23/2024 04:12:46 AM","neutral",0.382528722286224,
"💯 BS",0,0,"03/23/2024 02:57:11 AM","criticizes the fake news",0.578108668327332,
"https://external.fnap3-1.fna.fbcdn.net/emg1/v/t13/17840144526712607718?url=https%3A%2F%2Fmedia2.giphy.com%2Fmedia%2FWf4OAMTAGWaEo%2Fgiphy.gif%3Fcid%3D999aceacpw6med5hnz63mx8crr0exei5ush8o9lb9mvkwszp%26ep%3Dv1_gifs_search%26rid%3Dgiphy.gif%26ct%3Dg&fb_obo=1&utld=giphy.com&stp=dst-emg0_q75_s245x160_tt6&ccb=13-1&oh=06_Q399WZEpQn4ls1YszIf5kycUxDuyhwTrnRLpF_41DrlGTtM&oe=679C2A16&_nc_sid=c97757",0,0,"03/26/2024 09:41:24 AM","neutral",0.438771605491638,
"The found the location of the shaman king fight ￼",24,1,"03/22/2024 08:24:18 PM","criticizes the fake news",0.472507894039154,
"Quand même l'armée dit qu'il ont perdu des avions sans savoir où il sont .....",0,0,"03/23/2024 11:52:17 AM","criticizes the fake news",0.654494106769562,
"There was an episode one time  I don’t remember the name but it showed some divers and you could see them",0,0,"03/25/2024 08:33:00 PM","neutral",0.485338032245636,
"Funny how all the people taking these pictures seem to be using a Flip phone Camera from 2005",0,0,"03/23/2024 02:18:26 AM","criticizes the fake news",0.465306729078293,
"Stefan Laureys",0,0,"03/24/2024 08:22:11 PM","neutral",0.696369230747223,
