"Content","ReactionsCount","SubCommentsCount","CommentAt","stance","confidence","validation"
"Its fake. Thia vide was published in sept 2012 and till now there is nothing. http://youtu.be/stKJJ6xWYFY",2,0,"07/24/2013 11:26:30 PM","criticizes the fake news",0.672613084316254,"criticizes the fake news"
"Rise of Snow man",2,0,"07/24/2013 08:23:23 PM","neutral",0.469708979129791,"criticizes the fake news"
"run run run the aliens are coming!!!!!!""""""lolllzzz",2,0,"07/24/2013 08:15:23 PM","criticizes the fake news",0.548969686031342,"criticizes the fake news"
"Hello erosion.",1,0,"07/24/2013 08:15:07 PM","neutral",0.828187644481659,"criticizes the fake news"
"★★★★★★★★★★★★★★  Must Read ? ?  (•_•)<) )? ./ \.if you want to make yourself a “MYSTERIOUS PERSON” “FAMOUS PERSON”“TO INCRESE YOUR RAPOO ON FACEBOOK BY MAGIC  you like my page…………and become a famous only in 1 hours…….I am not joking……..let’s try……………★★★★★★★★★★★★★★",0,0,"07/25/2013 06:07:44 AM","believes the fake news",0.501186192035675,"neutral"
"That's amazing!",0,0,"07/25/2013 02:57:11 AM","criticizes the fake news",0.641928672790527,"believes the fake news"
"http://english.ruvr.ru/news/2013_06_18/Ancient-pyramids-possibly-man-made-discovered-in-Antarctica-5371/",0,0,"07/25/2013 02:50:45 AM","neutral",0.517865896224976,"believes the fake news"
"Cool!",0,0,"07/25/2013 02:37:07 AM","neutral",0.673650979995728,"believes the fake news"
"stranger !!!",0,0,"07/24/2013 09:00:24 PM","criticizes the fake news",0.423423826694489,"criticizes the fake news"
"Sandy Walter",0,0,"07/24/2013 08:58:26 PM","neutral",0.772452235221863,"neutral"
"ANCIENT ALLEINS",0,1,"07/24/2013 08:49:27 PM","neutral",0.877106666564941,"criticizes the fake news"
"And here I'm watching that dang movie >=|",0,0,"07/24/2013 08:34:37 PM","criticizes the fake news",0.462611675262451,"criticizes the fake news"
"Why not ...",0,0,"07/24/2013 08:09:10 PM","neutral",0.858327507972717,"neutral"
"The predators are gonna be pissed off.",2,0,"08/29/2013 12:28:32 PM","criticizes the fake news",0.678561389446259,"criticizes the fake news"
"sounds a bit fake, besides Antarctica was covered by ice long before Humans arrived",1,1,"07/24/2013 08:15:34 PM","criticizes the fake news",0.654575049877167,"criticizes the fake news"
"It's Predator!!",3,0,"07/24/2013 08:31:45 PM","criticizes the fake news",0.612213611602783,"criticizes the fake news"
"There have been many ice ages and polar shifts....its pissible that was a desery millions bof years back",0,0,"07/24/2013 11:53:04 PM","neutral",0.525616526603699,"criticizes the fake news"
"that's a tent! covered with snow :3",0,0,"07/25/2013 10:17:22 AM","criticizes the fake news",0.380440443754196,"criticizes the fake news"
"i think it was made by the ancient aliens!",1,0,"07/25/2013 06:02:46 PM","criticizes the fake news",0.588296115398407,"criticizes the fake news"
"we have seen the UFO, not to the elians.",1,0,"07/25/2013 04:21:46 AM","criticizes the fake news",0.658315598964691,"criticizes the fake news"
"Damn god.. These people play wid ur mind. This myt b fake or true.. letz c.. anyhow itz interesting to even think bout such thingz....",0,0,"07/25/2013 03:17:14 AM","criticizes the fake news",0.741480529308319,"criticizes the fake news"
"Is this a test of how stupid people are?",1,0,"07/25/2013 02:10:46 AM","criticizes the fake news",0.737799108028412,"criticizes the fake news"
"alien vs predator!",1,0,"07/25/2013 01:42:18 AM","criticizes the fake news",0.582853674888611,"criticizes the fake news"
"We're too busy by doing nothing.  So we're unable to copy and paste it for search",1,0,"07/25/2013 01:00:41 AM","neutral",0.660299122333527,"criticizes the fake news"
"In Bosnia aswell.",0,0,"07/24/2013 10:43:55 PM","neutral",0.644468069076538,
"this can't be true,,!!!",0,1,"07/24/2013 09:25:02 PM","criticizes the fake news",0.767182052135468,
"Sry...",1,0,"07/24/2013 08:56:06 PM","neutral",0.612856924533844,
"Oooooo",1,0,"07/24/2013 08:25:07 PM","neutral",0.363895982503891,
"Fake",1,0,"07/24/2013 08:21:19 PM","criticizes the fake news",0.557760834693909,
"Damn !",0,0,"07/24/2013 08:26:43 PM","criticizes the fake news",0.580793619155884,
"END OF THE WORLD",1,0,"07/24/2013 08:16:52 PM","criticizes the fake news",0.399046540260315,
"Holy fuck this is true!!",0,0,"07/24/2013 08:13:46 PM","criticizes the fake news",0.837081015110016,
"Never",0,0,"07/24/2013 08:08:56 PM","neutral",0.820955514907837,
"What if before the human evolution the climate of Antarctica or Arctic was warmer and human life was there?",2,0,"07/25/2013 06:52:12 AM","criticizes the fake news",0.519324779510498,
"Phillip Chewy Whitfield",1,0,"07/24/2013 08:15:25 PM","neutral",0.683014750480652,
"sounds fake",0,0,"07/24/2013 08:11:21 PM","believes the fake news",0.737826824188232,
"Lol people are like its fake haha wtf do you mean people, the whole fuckin like contient is covered in glaciers all of which are covered in ice yall are ignorgant, if yall think we smartest planet in the whole eons. Thats fucking retarded aliens are just laughing at you now 0.o",1,0,"07/24/2013 08:59:30 PM","criticizes the fake news",0.468617409467697,
"there in  eygpt it just snowed there!!",0,0,"12/18/2013 03:09:17 PM","criticizes the fake news",0.419011205434799,
"It's a peak in antarctica!!",0,0,12/05/13 17:21,"neutral",0.488304555416107,
"Any updates ?",0,0,"09/19/2013 08:33:25 AM","criticizes the fake news",0.484647810459137,
"Fiona Crack-Bowerman",0,1,08/12/13 09:05,"neutral",0.705994606018066,
"Now it is showtime! Woohoo. I am excited to find out!",0,0,"07/26/2013 10:36:32 AM","neutral",0.440194338560104,
"Yeah now tell me humans made them! Pffft we aren't that smart!",0,0,"07/25/2013 10:10:02 PM","believes the fake news",0.509449541568756,
"Old news. This is not fake either.",0,0,"07/25/2013 02:36:58 PM","neutral",0.519369125366211,
"the first moubd luks like a wind-eroded mountain",0,0,"07/25/2013 12:13:54 PM","criticizes the fake news",0.430238127708435,
"They are  Sri Yantras proved scientifically",0,0,"07/25/2013 10:29:06 AM","neutral",0.51887845993042,
"Daniel Start",0,0,"07/25/2013 10:07:36 PM","neutral",0.729440927505493,
"Photoshop!",0,0,"07/24/2013 08:40:56 PM","criticizes the fake news",0.625373899936676,
"Wow! is that real?",0,0,"07/25/2013 01:35:48 AM","criticizes the fake news",0.789755403995514,
"When did they find this?",0,0,"07/24/2013 08:08:43 PM","criticizes the fake news",0.530362546443939,
"Woahh",0,0,"07/24/2013 08:08:26 PM","criticizes the fake news",0.444073289632797,
"i surely bet these are not man made because if they....they've been transformed into another shape till now",0,0,"07/26/2013 02:15:16 AM","criticizes the fake news",0.385309487581253,
