Content,ReactionsCount,SubCommentsCount,CommentAt,stance,confidence,validation
https://external-fco2-1.xx.fbcdn.net/emg1/v/t13/15624044371782216147?url=https%3A%2F%2Fmedia.tenor.com%2FujdF0_57HFYAAAAM%2Fmuddy-mud.gif&fb_obo=1&utld=tenor.com&stp=dst-emg0_q75_s220x140_tt6&_nc_gid=0hR7JfaQ8dsODmIxmWZoMg&_nc_oc=Admrr_6VsYb7mXWY8Cp5QWzt2NC1eIiWgsmzyQKqeGz5DsQD-2e0jb63Zi3bdRvKD_Y&ccb=13-1&oh=06_Q3-4ATd1FnbRMBu_SdTgDGimgbzCQOaEw8jhMhjR7cTlJTQO&oe=69100EE0&_nc_sid=c97757,1,0,10/29/2025 03:46:20 PM,neutral,4.277.288.019.657.130,neutral
just the one footprint?,8,3,10/29/2025 03:46:28 PM,neutral,7.964.620.590.209.960,criticizes the fake news
Giants were renowned for their terrible arch and subsequent footie pains.,7,0,10/29/2025 03:46:35 PM,criticizes the fake news,4.370.829.463.005.060,criticizes the fake news
"Why, that's the footprint of the CEO of Antifa!",8,3,10/29/2025 03:48:00 PM,criticizes the fake news,5.813.714.265.823.360,criticizes the fake news
Made by people that don't understand how footprints work?,3,0,10/29/2025 03:49:10 PM,criticizes the fake news,6.421.985.030.174.250,criticizes the fake news
"Ultra Rare. One foot, six toes AND a giant. He was probably albino too.",5,3,10/29/2025 03:49:57 PM,neutral,36.290.204.524.993.800,criticizes the fake news
"I love that the giant took a single step and then hopped into the sea, never to touch land again.",6,0,10/29/2025 03:50:17 PM,neutral,537.367.582.321.167,criticizes the fake news
1 foot print? Did he hop on the foot and fly away?,3,0,10/29/2025 03:51:05 PM,criticizes the fake news,5.092.944.502.830.500,criticizes the fake news
Toe prints AND tread marks. That's some fancy footwear.,3,0,10/29/2025 03:51:11 PM,neutral,3.897.033.631.801.600,criticizes the fake news
"The most of the weight would be under the big toe (though the ""big toe"" isn't very a big toe at all lmao). That's the least looking footprint I've seen yet",3,0,10/29/2025 03:51:13 PM,neutral,36.643.171.310.424.800,criticizes the fake news
"I’ve always wondered why it’s always one single footprint.  Wouldn’t you expect a trail of them?  More than one at the very least?",4,2,10/29/2025 03:54:03 PM,neutral,42.746.517.062.187.100,criticizes the fake news
Doesn't look fake at all!,1,0,10/29/2025 03:54:13 PM,criticizes the fake news,5.406.214.594.841.000,believes the fake news
That is funny - respect to the creators of that.,1,0,10/29/2025 03:56:29 PM,criticizes the fake news,356.090.247.631.073,criticizes the fake news
That's it im officially stupid now! All these posts have made me dumber!,1,0,10/29/2025 03:56:43 PM,criticizes the fake news,6.196.848.154.067.990,criticizes the fake news
Proof of giants or perfect illusion carved by lava and time. Definitely one of those two choices,1,0,10/29/2025 03:57:12 PM,criticizes the fake news,7.098.894.119.262.690,neutral
Well the giant obviously has skin with square scales.  Dur.  😁,2,0,10/29/2025 04:02:27 PM,believes the fake news,3.639.223.873.615.260,criticizes the fake news
The giant only needed to take one step on Earth to nope out back into Giantland,3,0,10/29/2025 04:04:17 PM,neutral,3.682.241.141.796.110,criticizes the fake news
Six toes!,0,0,10/29/2025 04:04:50 PM,criticizes the fake news,39.231.643.080.711.300,criticizes the fake news
"ok, but is it made with peach cream and filling?",1,0,10/29/2025 04:05:17 PM,criticizes the fake news,4.651.431.441.307.060,criticizes the fake news
"Sparked a debate for me. How stupid is the average person who believes this?",0,0,10/29/2025 04:05:52 PM,criticizes the fake news,6.789.057.850.837.700,criticizes the fake news
"https://external-fco2-1.xx.fbcdn.net/emg1/v/t13/487042408393866033?url=https%3A%2F%2Fmedia1.tenor.co%2Fm%2F3ySbY2xHpBMAAAAC%2Faliens.gif&fb_obo=1&utld=tenor.co&stp=dst-emg0_q75_s128x128_tt6&_nc_gid=8QRomaGbsFea3pcBx_gJ_w&_nc_oc=Adk4_VDY4Jei1fWv9v-1IzUwzmCgxYN4BpvG_jCLX5Mizq-Aa74HMYHaudlgBvpnMIw&ccb=13-1&oh=06_Q3-4ARmO6PNtNLP4_WzPEEPFk5RIjr290Ag2TLKBF0C1KEl2&oe=690FED4A&_nc_sid=c97757",1,1,10/29/2025 04:07:37 PM,criticizes the fake news,36.723.044.514.656.000,neutral
"Amazing after an area has inhabited for thousands of years they just found this sitting perfectly on the surface in 2025!",3,3,10/29/2025 04:07:48 PM,neutral,5.326.630.473.136.900,criticizes the fake news
"My bet is that it was Zeus",1,0,10/29/2025 04:08:09 PM,believes the fake news,398.326.575.756.073,criticizes the fake news
"One single footprint on its own",1,0,10/29/2025 04:11:23 PM,neutral,8.126.794.099.807.730,criticizes the fake news
Just the one foot though,2,0,10/29/2025 04:11:25 PM,neutral,8.014.500.141.143.790,
Open toed boots at that lol,3,0,10/29/2025 04:12:26 PM,criticizes the fake news,3.474.704.921.245.570,
"I had a friend who was a regular giant human. He spent a lot of time with another criminal friend. They worked as a team in the campgrounds of the camping areas of California. He was ""Big Foot""!  A very intimidating person who terrorized many, without the costuming. Size 16 feet. Big Foot would enter the campsite. The people would run. He and his friend cleaned out the campsite of what they needed. ""A real sighting"" he is on film as well!",0,1,10/29/2025 04:14:50 PM,criticizes the fake news,40.586.331.486.701.900,
Are these scientists in the room with us right now?,1,3,10/29/2025 04:17:23 PM,criticizes the fake news,6.844.894.886.016.840,
Fake.,0,2,10/29/2025 04:18:49 PM,criticizes the fake news,5.631.893.277.168.270,
"Giant apparently wearing shoes with a definite tread pattern too, amazing they make trainers in that size",4,2,10/29/2025 04:21:05 PM,criticizes the fake news,47.297.346.591.949.400,
We're all doooomed 😳,2,0,10/29/2025 04:21:21 PM,criticizes the fake news,5.401.955.842.971.800,
But the most important question is: are scientists baffled?,2,1,10/29/2025 04:28:44 PM,criticizes the fake news,5.858.452.916.145.320,
"""a perfect illusion"" 😂",2,0,10/29/2025 04:29:28 PM,criticizes the fake news,5.523.635.745.048.520,
"Those are, in fact, the only two possibilities. There is no way people created it.",0,0,10/29/2025 04:30:20 PM,criticizes the fake news,5.536.469.221.115.110,
Not even good AI.,0,0,10/29/2025 04:30:22 PM,neutral,6.290.001.273.155.210,
So you mean to tell me there's been a thirty foot humanoid figure running around and all we've found is ONE footprint?,0,0,10/29/2025 04:31:48 PM,criticizes the fake news,8.359.073.400.497.430,
He took one step then flew away,0,0,10/29/2025 04:33:07 PM,neutral,7.477.229.833.602.900,
Can you imagine the dump that guy takes?,1,1,10/29/2025 04:35:09 PM,criticizes the fake news,641.751.766.204.834,
Somebody’s grandfather is totally believing this.,0,0,10/29/2025 04:36:51 PM,criticizes the fake news,5.641.317.963.600.150,
fake,0,0,10/29/2025 04:37:47 PM,criticizes the fake news,5.521.827.936.172.480,
"Alright guys, this evidence is just too solid, time to pack it up and go home!",1,0,10/29/2025 04:37:55 PM,criticizes the fake news,8.465.750.813.484.190,
"https://scontent-fco2-1.xx.fbcdn.net/v/t15.5256-10/567593315_1697729220887892_8614568047777495975_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=a6c039&_nc_ohc=r8KuRPZRxocQ7kNvwGZvLoq&_nc_oc=Adk97lDKeEqknAr02pynVvQytsLLhoXbXdL7DkA247VcIE6mED5F8ri0IxiZ-HgFwJo&_nc_zt=23&_nc_ht=scontent-fco2-1.xx&_nc_gid=rROdZYvfnrmvEXtdf4cyRQ&oh=00_AfhwPrU2JQqN2GChuNuZemTOmvESrWOBWZ-h19R3-g_Llg&oe=69140A5A",5,0,10/29/2025 04:38:31 PM,neutral,38.921.722.769.737.200,
Waffle stomper feet!,0,0,10/29/2025 04:38:42 PM,criticizes the fake news,5.620.307.922.363.280,
"6 toes. Must be from Norfolk.",4,2,10/29/2025 04:41:04 PM,neutral,5.749.794.244.766.230,
Carved by AI,1,0,10/29/2025 04:42:52 PM,neutral,6.313.995.122.909.540,
🧢,0,0,10/29/2025 04:44:16 PM,neutral,6.912.928.223.609.920,
With 6 toes lol,1,0,10/29/2025 04:49:30 PM,neutral,36.416.083.574.295.000,
"""Footprint""? So it took one step and disappeared?",0,0,10/29/2025 04:50:01 PM,neutral,4.533.134.698.867.790,
"Yeah, we gotcha Polyphemus!",0,0,10/29/2025 04:51:55 PM,believes the fake news,5.063.840.746.879.570,
https://external-fco2-1.xx.fbcdn.net/emg1/v/t13/11496461443938199633?url=https%3A%2F%2Fmedia1.tenor.co%2Fm%2FkUDefs69epsAAAAC%2Fsuikoden-suikoden-2.gif&fb_obo=1&utld=tenor.co&stp=dst-jpg_flffffff_q75_s396x396_tt6&_nc_gid=cWDFKIPj9hfUdPzXv79oUg&_nc_oc=Adm2nSFE5d-BVk47amcI9Hu-sjOqx-edEJlpNREGixTQ8Edjsq0UIhpVV0xBG1kI_dY&ccb=13-1&oh=06_Q3-4Act-rFb4OAKvXQ-LdyMIxC6vfCiRC2T8WlXi9PZzg9o8&oe=69100F42&_nc_sid=867500,1,0,10/29/2025 04:54:22 PM,neutral,3.786.378.502.845.760,
"Every day's a school day , I never knew giants had 6 toes! 🤣",1,0,10/29/2025 04:54:35 PM,criticizes the fake news,5.285.236.835.479.730,
https://scontent-fco2-1.xx.fbcdn.net/v/t39.30808-6/571169860_10162662524462058_820093880033663945_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=106&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=9WlDT0I9TOoQ7kNvwESF4Rk&_nc_oc=AdnJ8vVbLD5IqpCQ_mxH_wNXFc7jHx-G1_YNhT_JOUsdBKbsbApZUaWmjDmZ_ramXr8&_nc_zt=23&_nc_ht=scontent-fco2-1.xx&_nc_gid=cWDFKIPj9hfUdPzXv79oUg&oh=00_AfimfqdZ9cdz5i0eGWDsC-sTnW4iifAHYTq8uVtIaQyrGA&oe=6913DEBD,1,0,10/29/2025 04:57:00 PM,neutral,3.719.220.757.484.430,
Can see the grid lines guys,0,0,10/29/2025 04:58:21 PM,neutral,4.373.524.785.041.800,
"If AI ever learns how to draw anything, all of this humor will become tragic.",2,0,10/29/2025 05:02:20 PM,criticizes the fake news,5.908.869.504.928.580,
"Invisible giant. Since Etna is an active volcano, this footprint has to be very fresh, or it would have been buried, in a few years, max - since this giant did not show up on any webcam or tourists' or guides' photos, nor any security camera of the Etna funicular for example, he she or they MUST be invisible. M. O. T. I wonder what the giant eats? As Etna is surrounded by farms and towns, it must be fed by humans. Perhaps the restaurants give out their left over pasta?",1,1,10/29/2025 05:02:53 PM,believes the fake news,36.729.511.618.614.100,
That’s not even a basic understanding of human anatomy….jfc,2,0,10/29/2025 05:08:24 PM,criticizes the fake news,7.546.904.683.113.090,
"An unusual case of ""AI could actually have done that better""",0,0,10/29/2025 05:18:15 PM,neutral,4.093.717.336.654.660,
Lava?  That looks like sand...,0,0,10/29/2025 05:18:41 PM,neutral,39.657.920.598.983.700,
"🎼 It’s a six-toed, barefoot, giant gullible-gobbler.. 🎶",4,0,10/29/2025 05:24:24 PM,believes the fake news,6.184.597.611.427.300,
Are people truly so gullib...oh. Never mind.,1,0,10/29/2025 05:28:26 PM,believes the fake news,41.581.618.785.858.100,
Ew giants wear those creepy toe shoes,1,0,10/29/2025 05:33:21 PM,criticizes the fake news,5.291.293.859.481.810,
Or mnore bad Ai.,0,0,10/29/2025 05:36:56 PM,criticizes the fake news,39.506.280.422.210.600,
SCIENTISTS DIVIDED,0,0,10/29/2025 05:41:57 PM,neutral,5.096.610.188.484.190,
The proof,0,0,10/29/2025 05:46:09 PM,criticizes the fake news,7.085.525.989.532.470,
Sweet sandcastle!,0,0,10/29/2025 05:49:28 PM,neutral,8.255.107.998.847.960,
Don’t you know? Giants invented those wading shoes with the toes.,0,0,10/29/2025 05:51:15 PM,criticizes the fake news,40.587.204.694.747.900,
"And there is only one of them so, was it also one legged? Because that would be a sight to see",0,0,10/29/2025 05:56:36 PM,criticizes the fake news,6.907.445.788.383.480,
Looks like he was wearing Nikes.,1,0,10/29/2025 06:02:24 PM,neutral,6.773.515.939.712.520,
Just one? Was it hopping?,0,0,10/29/2025 06:05:14 PM,criticizes the fake news,4.366.547.465.324.400,
A giant from Norfolk apparently,0,0,10/29/2025 06:09:13 PM,neutral,36.466.869.711.875.900,
Turns out geology actually is important to learn in school...,0,0,10/29/2025 06:10:06 PM,criticizes the fake news,6.810.439.229.011.530,
Amazing. Just one foot. One big foot. Great.,0,0,10/29/2025 06:14:10 PM,neutral,6.231.558.322.906.490,
Definitely not made using a square tamping tool,0,0,10/29/2025 06:15:42 PM,neutral,49.748.966.097.831.700,
“Scientists” are divided.,0,0,10/29/2025 06:17:40 PM,criticizes the fake news,47.823.265.194.892.800,
Funny its just the one...,0,0,10/29/2025 06:19:09 PM,neutral,4.287.073.016.166.680,
Just one? Did they hop everywhere?,0,0,10/29/2025 06:25:44 PM,criticizes the fake news,5.411.052.107.810.970,
"Giant also had six toes, and all the same size.",0,0,10/29/2025 06:26:03 PM,neutral,5.002.262.592.315.670,
Scientists are baffled at people’s inability to see AI or their willingness to believe anything.,1,0,10/29/2025 06:27:01 PM,criticizes the fake news,5.748.352.408.409.110,
"Ah yes. A skyscraper sized humanoid that dwells in relatively open terrain, that we have never managed to glimpse. 🤔",0,1,10/29/2025 06:41:28 PM,criticizes the fake news,42.242.690.920.829.700,
So there were one legged giants back then? With 6 toes?,0,0,10/29/2025 06:44:29 PM,criticizes the fake news,4.797.787.368.297.570,
That's just Wilt Chamberlain,0,0,10/29/2025 06:46:07 PM,neutral,9.212.620.258.331.290,
Lmao the tire tracks on the footprint,0,0,10/29/2025 06:52:22 PM,neutral,3.947.086.036.205.290,
I don’t think scientists are divided over this,0,0,10/29/2025 06:53:42 PM,neutral,6.369.267.702.102.660,
My name is Inigo Montoya and I am looking for the six toed giant that killed my father,0,0,10/29/2025 06:54:31 PM,criticizes the fake news,5.963.461.399.078.360,
That ancient giant could’ve really benefitted from some modern moisturizer,0,0,10/29/2025 06:57:11 PM,criticizes the fake news,6.279.345.750.808.710,
"Awww, giants wore barefoot shoes. I bet they had their hair done in a giant man-bun.",0,0,10/29/2025 06:57:20 PM,neutral,394.800.066.947.937,
It’s 💩,0,0,10/29/2025 06:59:26 PM,criticizes the fake news,38.483.601.808.547.900,
"And it’s just one? Expertly preserved? Perfectly? I assume God himself brought his leg down from the heavens, stamped his foot here, and raised it back up into heaven.

Or we have a one-legged, VERY high- and far-jumping giant.",0,0,10/29/2025 07:01:33 PM,believes the fake news,4.402.706.027.030.940,
Too many toes. Clearly artificial,0,4,10/29/2025 07:02:21 PM,criticizes the fake news,47.503.462.433.815,
Are those Merrell?  Hey if he hikes like he does im trusting Bigfoot with footwear help.,0,0,10/29/2025 07:03:17 PM,neutral,3.718.700.110.912.320,
Look at the treads. They must have had barefoot shoes.,1,0,10/29/2025 07:19:29 PM,neutral,4.630.659.818.649.290,
Wow I didn't know the bottom of giants foot had tire prints,0,0,10/29/2025 07:23:12 PM,criticizes the fake news,5.510.746.836.662.290,
"The people who made it didn't bring a broom to sweep over the ""treads"" left by the garden tamper?

Not AI.  That artist worked a LOT to make that work.  Very nice work as well; it will stay a while in fine pumice.  

But a nice, stiff broom would have evened out the tamper marks and mimicked skin lines.  Perhaps they weren't finished yet? 

At any rate, impressive work! That took more than an hour or two!",0,0,10/29/2025 07:39:13 PM,criticizes the fake news,4.388.141.632.080.070,
"It also left a shoe print, which means we have to assume that Vibram makes shoes for them and haven't been telling us about it.",0,0,10/29/2025 07:46:34 PM,neutral,4.682.304.859.161.370,
"6 toes? Does he happen to have 6 fingers on his right hand?

https://external-fco2-1.xx.fbcdn.net/emg1/v/t13/5270200910233196401?url=https%3A%2F%2Fmedia2.giphy.com%2Fmedia%2Fv1.Y2lkPTk5OWFjZWFjZ2x3cXhyZGhubmM0bnRidnI1aWd0emVrcWNtOTMycjQ1c2ttNzN2bSZlcD12MV9naWZzX3NlYXJjaCZjdD1n%2Fl1J9HZ1tyyIbPxFHG%2Fgiphy.gif&fb_obo=1&utld=giphy.com&stp=dst-emg0_q75_s396x214_tt6&_nc_gid=WzFOHpU5qXQSN6qyJXU8fw&_nc_oc=AdnKJvfMXpQirmYu8iB6DUMnw40M2ad35KlLDwR5GvrNiPeG8DhvNocIZXd7WQj93gY&ccb=13-1&oh=06_Q3-4AQcbd3HfNrGWEWalqORSenwkl4kAX6L2GhIpS1Afmrpd&oe=6910042D&_nc_sid=c97757",2,0,10/29/2025 07:55:11 PM,believes the fake news,4.718.722.701.072.690,
"One: it has 6 toes
Two: you can see the skid steer tracks",1,0,10/29/2025 07:57:50 PM,believes the fake news,4.512.808.620.929.710,
Well that’s the dumbest thing I have seen today.,0,0,10/29/2025 07:59:38 PM,criticizes the fake news,5.918.570.160.865.780,
And a ball of its foot on both sides,0,0,10/29/2025 08:06:07 PM,criticizes the fake news,5.425.263.047.218.320,
Americans are even more stupid than i thought from the beginning.....,0,0,10/29/2025 08:09:57 PM,believes the fake news,4.299.819.767.475.120,
What more proof do you need???,1,0,10/29/2025 08:18:10 PM,criticizes the fake news,6.127.979.159.355.160,
"A ""digital"" fraud in two senses.",2,0,10/29/2025 08:35:35 PM,criticizes the fake news,7.029.211.521.148.680,
I bet it had the Nike brand on the sole,0,0,10/29/2025 08:57:17 PM,criticizes the fake news,3.846.900.761.127.470,
https://scontent-fco2-1.xx.fbcdn.net/v/t39.30808-6/571422057_3750294321942604_5713956548538246815_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=9choZh-HxfEQ7kNvwFu-XdQ&_nc_oc=AdkLt7eSYpha873olTcYfEQfi669DJw733IplpuCDYo9-4x1IbbFk8uP8D3Z9zPHERs&_nc_zt=23&_nc_ht=scontent-fco2-1.xx&_nc_gid=WzFOHpU5qXQSN6qyJXU8fw&oh=00_Afh1-LKMl1QV39AKKOvHKpxQNSGUc_AD-5uZjCTuH4KpSg&oe=6913F223,1,0,10/29/2025 09:11:08 PM,neutral,40.965.786.576.271.000,
It's amazing how these giants only ever make one footprint. Maybe the next one is on the moon and then another on mars? 🤷🏻‍♂️,1,1,10/29/2025 09:22:21 PM,neutral,4.915.747.046.470.640,
Lava is the one furthest left and Time is taking the photo.,4,0,10/29/2025 09:25:19 PM,neutral,5.434.468.388.557.430,
"""my name is Inigo Montoya.  You k!lled my father.  Prepare to d!e.""",0,0,10/29/2025 09:46:45 PM,neutral,43.402.552.604.675.200,
Love the six toes. Nice touch.,0,0,10/29/2025 09:52:06 PM,neutral,8.025.367.259.979.240,
"A quick image search reveals.....

https://scontent-fco2-1.xx.fbcdn.net/v/t39.30808-6/574114404_10163429124804146_6422095419443422828_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=Je98a5utzIkQ7kNvwEpGWur&_nc_oc=AdkR-OABkWKYOXWRl__wVuumf4MroUYdRRRl1G_rZVMxJaq_hCrAUX_R9jFEOw4W_H0&_nc_zt=23&_nc_ht=scontent-fco2-1.xx&_nc_gid=_vxwsIyHSVtsb9VSXqz2qg&oh=00_AfhInPVcPhsj0lbbR1fsoUXGBC3FMKNJeKmfTJ6XTAFVeA&oe=6913F1DE",2,0,10/29/2025 10:21:27 PM,criticizes the fake news,3.647.995.591.163.630,
"I think the earlier version with 7 toes is more realistic.

https://scontent-fco2-1.xx.fbcdn.net/v/t39.30808-6/573537227_10163429129614146_7592172992784486724_n.jpg?stp=dst-jpg_p168x128_tt6&_nc_cat=111&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=YfZhFjaRetMQ7kNvwFHI4pc&_nc_oc=AdkstKzNi7LA_gn-lhASn91UlvlRjqG3JT8zTWbXYWnAuZCAFYVvI02EOZ_-cimQrfg&_nc_zt=23&_nc_ht=scontent-fco2-1.xx&_nc_gid=_vxwsIyHSVtsb9VSXqz2qg&oh=00_Afheo0BcgzzpJYwbSfGPV2bkdYSRwuICNuEAMeObcSa8RQ&oe=6913DBCD",1,0,10/29/2025 10:22:44 PM,believes the fake news,45.617.780.089.378.300,
Hopping six toed giants.,0,0,10/29/2025 10:55:06 PM,believes the fake news,3.726.116.716.861.720,
Giants walked funny. It's difficult to get a flat impression like that,0,0,10/29/2025 10:58:54 PM,neutral,6.634.150.743.484.490,
"Imagine that, lying christians staging a hoax.

Never would guessed.",0,0,10/29/2025 11:15:02 PM,criticizes the fake news,698.747.992.515.564,
And even more extraordinary it appears that the giant has one single foot and is capable of hopping over an entire country,0,0,10/29/2025 11:15:34 PM,criticizes the fake news,4.552.617.371.082.300,
My brother in christ...,0,0,10/29/2025 11:48:02 PM,neutral,7.341.085.076.332.090,
Good thing they’ve got 6 toes with that height they’d need it to balance 🤦‍♂️,0,1,10/30/2025 12:02:01 AM,criticizes the fake news,4.615.195.691.585.540,
"""Hilariously shitty sand sculpture entry sparks zero debate and contestant is disqualified for copyright infringement of Bigfoot""",0,0,10/30/2025 12:02:41 AM,criticizes the fake news,49.351.954.460.144.000,
Toes are too small,2,0,10/30/2025 12:26:11 AM,neutral,45.973.873.138.427.700,
"That's incredible! I was talking to all my friends about the giants that used to roam the earth, bur I'm now also having the proof!",1,0,10/30/2025 01:06:46 AM,criticizes the fake news,7.430.011.630.058.280,
The physics of six toed giants has been debunked.  See claymotion cyclops model,0,0,10/30/2025 01:21:20 AM,criticizes the fake news,8.468.530.178.070.060,
To be this stupid and think one self to be so clever,0,0,10/30/2025 01:31:47 AM,criticizes the fake news,6.272.238.492.965.690,
It's in fact the print of a giant's six balls and d*ck.,0,0,10/30/2025 02:01:03 AM,criticizes the fake news,6.289.986.371.994.010,
"6 toes and what appears to be a tread pattern

https://external-fco2-1.xx.fbcdn.net/emg1/v/t13/9507924719546405445?url=https%3A%2F%2Fmedia0.giphy.com%2Fmedia%2Fv1.Y2lkPTk5OWFjZWFjOGExbHJpMm10cmludGZ1aGs1dnkwbTdhZG00Y3dpcjhibmdwMnMxYSZlcD12MV9naWZzX3NlYXJjaCZjdD1n%2FwzxK9cmYgIPDy%2Fgiphy.gif&fb_obo=1&utld=giphy.com&stp=dst-emg0_q75_s255x245_tt6&_nc_gid=stFGL4ofxQuP5Pn4dC7OxA&_nc_oc=AdlPTkzlVaxcPf2_BrsoiXeo_n6iMZs1YkjJeXCk8FDVb6TOl2BJgALvvZKZHZJ4RAE&ccb=13-1&oh=06_Q3-4AdoeaNGxp4Mm0OxfGBhGXGR37TVGi5mtatAlElRQaP1U&oe=69101747&_nc_sid=c97757",1,0,10/30/2025 02:52:52 AM,believes the fake news,4.300.537.407.398.220,
SIX toes.,0,0,10/30/2025 04:28:04 AM,neutral,47.708.868.980.407.700,
🙄,0,0,10/30/2025 05:11:44 AM,neutral,4.399.549.663.066.860,
"See also:.""Cursed Monkey Paw Found by Midwestern Family in Moroccan Market, Ignites Interplanetary Furor"" 🙄😆

https://scontent-fco2-1.xx.fbcdn.net/v/t39.30808-6/573311286_25751324041135420_4198781619994559331_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=I8TQoJJ4TyUQ7kNvwGyo-ft&_nc_oc=AdnvBEZCOAECk_xvd5nn48epTozXRDmCRO6VP-PGnqiKFtBz3BByqKN5WZqVObe9KGw&_nc_zt=23&_nc_ht=scontent-fco2-1.xx&_nc_gid=QVpAEkyfnepiO4OzJlQWJw&oh=00_AfguNSkDEMW4aOnaiMJwEXrSJ4yHRUH9xfZ_icA1NTRidw&oe=6913E8CD",0,0,10/30/2025 05:39:56 AM,believes the fake news,5.372.723.937.034.600,
Not since mitosis have scientists been more divided.,1,0,10/30/2025 06:18:26 AM,criticizes the fake news,5.893.441.438.674.920,
"Remember, 1/1,000,000 is still division. 🤷",0,0,10/30/2025 06:26:51 AM,criticizes the fake news,47.041.910.886.764.500,
And it has 6 toes 🤣,0,0,10/30/2025 07:59:35 AM,criticizes the fake news,5.075.511.336.326.590,
Six-toe Billy,0,0,10/30/2025 09:01:15 AM,neutral,6.255.964.636.802.670,
Carved by ai and complete with 6 toes and tire marks. A giant with vibram 6 fingers shoes!,0,0,10/30/2025 09:16:35 AM,neutral,41.616.734.862.327.500,
Don't foot shame.,1,0,10/30/2025 10:19:01 AM,neutral,9.227.880.239.486.690,
That’s just a peanut wearing a pearl necklace,1,0,10/30/2025 10:27:04 AM,neutral,535.662.055.015.564,
