"Content","ReactionsCount","SubCommentsCount","CommentAt","stance","confidence","validation"
"Just psycho-effect. Fallacy of mal observation! Wrong perception.Uh! Darwin's man is again transforming into monkey.",1,0,"10/17/2015 05:11:39 PM","believes the fake news",0.504878878593445,
"Picture is not clear",1,0,"10/17/2015 12:45:05 PM","neutral",0.586508631706238,
"what on earth made you post this bullshit here.... '-)",1,0,"10/17/2015 12:37:57 PM","criticizes the fake news",0.607076048851013,
"aftr smtym, u guys wud fyn Matt Damon farming potatoes wit his poop n martian soil....!! 󾌴󾌴󾌴󾌴",1,0,"10/18/2015 08:55:34 AM","believes the fake news",0.610147535800934,
"Kya tumhe hum CHUTIYA lagte hain??",1,0,"10/17/2015 02:14:29 PM","neutral",0.391125023365021,
"anyone who believes this is as dumb as a rock. =/",1,0,"10/18/2015 04:14:31 PM","criticizes the fake news",0.694072127342224,
"let me know when you find Elvis",1,2,"10/17/2015 02:45:27 PM","neutral",0.52816653251648,
"it look like our old pressure cooker.",1,0,"10/18/2015 01:25:55 PM","neutral",0.528104245662689,
"https://scontent.fnap3-2.fna.fbcdn.net/v/t39.30808-6/465369697_10222279197883892_3794591117186626722_n.jpg?stp=dst-jpg_p417x417_tt6&_nc_cat=108&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=JxwP-DntDs0Q7kNvgG6GZj1&_nc_zt=23&_nc_ht=scontent.fnap3-2.fna&_nc_gid=AFRY0fQPD5XZXHkLwhE8F5c&oh=00_AYAZdk0M6jdjs52-J2cm-wlUp9SVwqtmzr-CfsbtkRX_3Q&oe=67A00CF6",0,0,"10/18/2015 10:59:33 AM","criticizes the fake news",0.371815621852875,
"Namo buddha...",0,0,"10/17/2015 06:30:16 PM","neutral",0.85672390460968,
"How do they know that its not something that lives there?",0,0,"10/19/2015 01:04:06 AM","criticizes the fake news",0.782792568206787,
"I saw Mickey Mouse in the clouds once. Proof that God is Walt Disney.",0,0,"10/18/2015 04:32:28 PM","criticizes the fake news",0.375915557146072,
"Looks similar to the rock formation beside it. The statue looking one just probably had different drifting, whatever they call it.",0,0,"10/18/2015 10:28:21 AM","neutral",0.630603849887848,
"I seen clouds that looked like a pair of boobs once...",0,0,"10/18/2015 10:36:31 PM","criticizes the fake news",0.632551789283752,
"Destroyed by Islam  ??????",0,0,"10/17/2015 05:09:28 PM","criticizes the fake news",0.409819543361664,
"It's a rock. Get over it. Pfft!",0,0,"10/17/2015 02:35:41 PM","neutral",0.621640086174011,
"horsefeathers!",0,0,"10/18/2015 12:00:17 PM","believes the fake news",0.428134679794312,
"i don't see it.",0,0,"10/18/2015 03:21:21 PM","neutral",0.733762621879578,
"Amazing",0,0,"10/18/2015 02:57:26 AM","criticizes the fake news",0.458198428153992,
"looks more like the venus of willendorf to me lol",0,0,"10/18/2015 01:08:13 PM","criticizes the fake news",0.520497143268585,
"Looks more like Mel Brooks...",0,0,"10/18/2015 10:40:06 AM","criticizes the fake news",0.436761468648911,
"All rubbish.",0,0,"10/17/2015 07:21:16 PM","believes the fake news",0.501447975635529,
"Fucking bullshit......",0,0,"10/17/2015 06:47:57 PM","criticizes the fake news",0.54633355140686,
"Don't spread fake news asshole",0,0,"10/17/2015 07:40:28 PM","criticizes the fake news",0.97655987739563,
"For me...it looks like a lady sitting...",0,0,"10/17/2015 01:03:13 PM","neutral",0.701648592948914,
"From which angle, it does looks like the statue of Buddha???",0,0,"10/17/2015 03:50:57 PM","criticizes the fake news",0.5318683385849,
"Have they seen Jesus on the side of a refrigerator yet.",0,0,"10/18/2015 04:01:48 PM","criticizes the fake news",0.533251047134399,
"Bullshit",0,0,"10/17/2015 12:45:29 PM","believes the fake news",0.537025094032288,
"sorry i dont see it.i do see an angel statue lol",0,0,"10/18/2015 02:38:17 PM","neutral",0.495434045791626,
"thats man like structure not sure who made it or built it self",0,0,"10/17/2015 09:48:04 PM","neutral",0.552855491638184,
"De Bahai bidinwnw janangou",0,0,"10/17/2015 06:22:47 PM","neutral",0.64373505115509,
"Kyab su chey",0,0,"10/17/2015 01:37:01 PM","neutral",0.738817512989044,
"khawi khi maw? zawngtah kung lo zawng leh teh u...",0,0,"10/18/2015 06:03:04 AM","neutral",0.580540537834168,
"NASA playing game lol",0,0,"10/17/2015 03:51:03 PM","believes the fake news",0.396750092506409,
"To make money one has to make story and through that story they can make money very easy.",0,0,"10/18/2015 04:23:26 AM","neutral",0.454407721757889,
"Impossible",0,0,"10/17/2015 12:44:47 PM","criticizes the fake news",0.423155397176743,
"You gotta be smoking Buddha to see Buddha",0,0,"10/18/2015 11:22:34 AM","criticizes the fake news",0.560623586177826,
"Artificial",0,0,"10/17/2015 02:26:25 PM","neutral",0.447552859783173,
"nuisance all these!",0,0,"10/17/2015 01:20:20 PM","criticizes the fake news",0.535342335700989,
"Faltuu",0,0,"10/17/2015 12:38:44 PM","believes the fake news",0.43710920214653,
"faltuu",0,0,"10/17/2015 12:38:32 PM","believes the fake news",0.518158495426178,
"n also u can find pictures of salman sharukh amir bacchan ajay n so on ..continue ...",0,0,"10/17/2015 06:46:42 PM","neutral",0.498845666646957,
"I doubt.NASA too.",0,0,"10/17/2015 04:59:35 PM","neutral",0.666684865951538,
"Admin a big Salute to you for posting this on to your page.....Wow\n-_-",0,0,"10/17/2015 02:27:47 PM","neutral","0.6647363305091858",
"https://scontent.fnap3-1.fna.fbcdn.net/v/t39.30808-6/463278906_8111392662297998_1848906471048037669_n.jpg?stp=dst-jpg_s526x296_tt6&_nc_cat=100&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=4YgF6FUpolcQ7kNvgF_H9iM&_nc_zt=23&_nc_ht=scontent.fnap3-1.fna&_nc_gid=AgHSlV-2cqmRDmlTzbbbM8P&oh=00_AYBWc_qMU-Jb9PvWwaEK-UgRB7nZ3kiPW8oDsJZZxhj23w&oe=67A00C9E",1,0,"10/17/2015 12:46:51 PM","neutral",0.383817195892334,
"https://m.facebook.com/photo.php?fbid=748300078607330&id=100002820343898&set=a.104598402977504.5194.100002820343898&_rdr",0,0,"10/17/2015 12:45:12 PM","neutral",0.521486341953278,
"God is everywere! God can maked everything! These world is not made by us !  We will see so maney a unknowns objects.So, we need study about anythings.",0,0,10/17/2015 05:59:43 PM,criticizes the fake news,0.4125159680843353;
What a joke...  This coming from northeast today? Don't dumb yourself down.,0,0,10/17/2015 04:18:06 PM,criticizes the fake news,0.47840580344200134;
This is bullshit. ..,0,0,10/17/2015 12:54:17 PM,criticizes the fake news,0.5270439386367798;
like crop circle,0,0,10/19/2015 05:18:47 AM,neutral,0.6063603758811951;
It shows the time tells us about the time is nearer for The LORD JESUS coming. ..,0,0,10/18/2015 11:50:00 AM,neutral,0.408236026763916;
I find it very hard to believe that someone can actually say this kind of thing.,0,0,10/17/2015 03:59:45 PM,believes the fake news,0.42889049649238586;
It's a formations of rock,0,0,10/17/2015 02:09:21 PM,neutral,0.7936506867408752;
What are these sighting guys smoking man? I want some of it too!,0,0,10/18/2015 08:23:56 AM,criticizes the fake news,0.6355643272399902;
thats my grandpa laura!!!!....,0,0,10/17/2015 07:02:11 PM,criticizes the fake news,0.45326393842697144;
human biengs are too fast in assuming things... funny,0,0,10/17/2015 03:48:21 PM,believes the fake news,0.3942376375198364;
dats no Buddha...whos sayin its buddha..its a huge stone,0,0,10/17/2015 03:15:12 PM,neutral,0.5444625020027161;
any prove,0,0,10/17/2015 01:59:18 PM,criticizes the fake news,0.5848222970962524;
looks more like a topless woman taking a shit...,0,0,10/18/2015 01:23:29 PM,criticizes the fake news,0.6574509739875793;
"Sadu....sadu....sadu... bek poran bola guun sugiee oudok.",0,0,"10/18/2015 04:01:57 PM","neutral",0.603649318218231,
"Hhhhhhh   it seem s  dead cat  lol",0,0,"10/18/2015 03:04:46 PM","believes the fake news",0.543382823467255,
"you khon bae terang.....you dont know anything nowaday wad its happen in this world ....n u dont worship the word of buddha...n i think u guy u worship those animals like cow,goat,stone etc",0,0,"10/18/2015 01:41:55 PM","criticizes the fake news",0.386521250009537,
"i saw its got a monster d***",0,0,"10/18/2015 12:53:02 PM","criticizes the fake news",0.520136952400208,
"jokes of the day",0,0,"10/18/2015 04:04:52 AM","neutral",0.522647082805634,
"Penlay hey",0,0,"10/17/2015 02:04:28 PM","neutral",0.806094944477081,
"That could be an giant mammoth's poop's.",0,0,"10/17/2015 01:43:31 PM","neutral",0.468106478452683,
"There's something or what????",0,0,"10/21/2015 12:01:59 PM","criticizes the fake news",0.377387255430222,
"Dear frnds a match between barcelona n r.madrid will b played on mars !!hurry tickets limited !!",0,0,"10/18/2015 06:15:44 PM","criticizes the fake news","0.5862401723861694",
"cr*p resolution",0,0,"10/18/2015 01:11:56 PM","criticizes the fake news",0.370798647403717,
"God forbid the rover get more then 30 feet away from these pictures.",0,0,"10/18/2015 12:48:23 PM","criticizes the fake news",0.616772830486298,
"Looks like the giant space worm from Empire strikes back",0,0,"10/18/2015 10:59:13 AM","criticizes the fake news",0.734494805335999,
"it doesn't even looks like human beings lol",0,0,"10/17/2015 08:52:57 PM","criticizes the fake news",0.533274352550507,
"Even northeast today is posting fake news",0,0,"10/17/2015 08:42:20 PM","criticizes the fake news",0.788636267185211,
"It's all bogus n is just made to confuse people. It's just like Lord Ganesh drinking milk...",0,0,"10/17/2015 08:07:19 PM","criticizes the fake news",0.879991352558136,
"sob pagla hol....earth t ki ki ase heituye najne ..atiya aku march t ki ase sabo ahise ...tezpur niba lagbo",0,0,"10/17/2015 06:15:49 PM","neutral",0.383234351873398,
"Mayb he has been watching lots of this fiction movies dis days.. lol..",0,0,"10/17/2015 02:13:59 PM","believes the fake news",0.508033692836762,
"proud to be Buddhist",0,0,"10/17/2015 12:44:42 PM","neutral",0.768142879009247,
"Don't gve imprtnt in worshipng such things...coz u ll nt gain any..instead blfe  in God...n worship him wit ol ur heart..he is our super hero",1,1,"10/17/2015 12:43:26 PM","neutral",0.596836268901825,
"Bill Clinton says it looks like a bare breasted woman. https://scontent.fnap3-1.fna.fbcdn.net/v/t39.30808-6/466913853_10233989709194430_1699785876923247282_n.jpg?stp=dst-jpg_p350x350_tt6&_nc_cat=103&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=H06N5eKcx3MQ7kNvgEhYEkP&_nc_zt=23&_nc_ht=scontent.fnap3-1.fna&_nc_gid=AR2YrmxGvpxZrfuyDDRPLpa&oh=00_AYAPhFYFkuuJjxGcUszpLZTGQPbv3E_85h0uyeBDg__swg&oe=67A02E50",0,0,"10/18/2015 04:27:08 PM","believes the fake news","0.5501055717468262",
"So this is where the Taliban sent the Bamiyan Buddhas?",1,0,"10/18/2015 06:36:57 AM","criticizes the fake news",0.723281562328339,
"This? Oh this is us discovering the LAST planet we destroyed by inhabiting it.",0,0,"10/18/2015 03:01:28 PM","believes the fake news",0.456059843301773,
"No No... Its my statue. Haha Hillarious",0,0,"10/17/2015 06:37:34 PM","neutral",0.572393000125885,
"https://scontent.fnap3-2.fna.fbcdn.net/v/t39.30808-6/459798703_3697695693812710_6425738932121540985_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=p8cOVcD0gjoQ7kNvgEn5sPi&_nc_zt=23&_nc_ht=scontent.fnap3-2.fna&_nc_gid=AlkzeSnikB9qc7Sm-mcNQcs&oh=00_AYD4T-PGfsbgeTM8qfz89uxHw1lM0onQC3vUMOqTsOErag&oe=67A02F79",7,0,"10/17/2015 01:37:16 PM","criticizes the fake news",0.399291336536407,
"lol..",0,0,"10/17/2015 12:35:12 PM","neutral",0.460680395364761,
"if it's yes or no.it has been a chapter of history",0,0,"10/18/2015 05:38:34 PM","neutral",0.621314167976379,
"doesn't look like buddha at all",0,0,"10/18/2015 01:42:25 PM","criticizes the fake news",0.602443337440491,
"Why Buddha it's not the size of a blimp",0,0,"10/18/2015 12:52:18 PM","criticizes the fake news",0.409643173217773,
"namo budhhay",0,0,"10/18/2015 12:17:43 PM","neutral",0.910790801048279,
"আৰু এইয়া যদি সঁচা হয় তেনে হলে তাত পৃথিৱীবাসীয়ে মাটি কিনাৰ আশা বাদ দিয়াই ভাল।",0,0,"10/18/2015 12:15:25 PM","neutral",0.592075347900391,
"ধুলিৰ বতাহেনো কি কৰিব নোৱাৰে?",0,0,"10/18/2015 12:10:51 PM","neutral",0.666384935379028,
"Anyone can say anything",0,0,"10/18/2015 05:06:05 AM","neutral",0.767581284046173,
"Who saw buddha?? It looks lyk a dick to me",0,0,"10/17/2015 09:48:34 PM","criticizes the fake news",0.578619599342346,
"Praise Budha",0,0,"10/17/2015 03:07:55 PM","neutral",0.896082699298859,
"Islam Is True Religion",0,0,"10/17/2015 02:47:31 PM","neutral",0.506157755851746,
"Yes Picture is not clear man",0,0,"10/17/2015 01:54:53 PM","criticizes the fake news",0.353827059268951,
"100 % fake.",0,0,"10/17/2015 01:20:44 PM","criticizes the fake news",0.553092956542969,
"Fake",0,0,"10/18/2015 10:56:15 AM","criticizes the fake news",0.557760834693909,
"https://scontent.fnap3-1.fna.fbcdn.net/v/t39.30808-6/465395385_9164254503599402_3618353574416909953_n.jpg?stp=dst-jpg_s526x395_tt6&_nc_cat=100&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=FYzln_tgh3QQ7kNvgE-cT34&_nc_zt=23&_nc_ht=scontent.fnap3-1.fna&_nc_gid=A70_YbZ84OTiqDz3ZvOr1gO&oh=00_AYA23uxJNJHjKTcZvZ9GNKZF-hNUyPzkCXX7uKB7IUh9Gg&oe=67A025D3",0,0,11/01/15 18:43,"neutral",0.377062290906906,
"https://scontent.fnap3-2.fna.fbcdn.net/v/t39.30808-6/464525681_8647629538617653_3617001676848562591_n.jpg?stp=dst-jpg_p417x417_tt6&_nc_cat=108&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=YpJCGTVa2aAQ7kNvgFAIeED&_nc_zt=23&_nc_ht=scontent.fnap3-2.fna&_nc_gid=A70_YbZ84OTiqDz3ZvOr1gO&oh=00_AYAHnmvDkd7QEbu-PiRvfTSPoWZZ9SRLSqxPDZLdbKrFrQ&oe=67A02DDD",3,0,"10/17/2015 01:19:16 PM","neutral",0.38331264257431,
"https://scontent.fnap3-1.fna.fbcdn.net/v/t39.30808-6/466485495_10232635576139039_5596473817267483536_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=rNQ0yEfq_IQQ7kNvgHxwHdA&_nc_zt=23&_nc_ht=scontent.fnap3-1.fna&_nc_gid=A70_YbZ84OTiqDz3ZvOr1gO&oh=00_AYCOQKy3_omOA_GrVoypdHteMAb-uwi9BCWM--YqxsraTA&oe=67A00B78",0,0,"10/18/2015 11:46:11 AM","criticizes the fake news",0.389361947774887,
"https://scontent.fnap3-1.fna.fbcdn.net/v/t39.30808-6/463212843_8216892915086989_6047306572289237338_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=QvsHTj9IausQ7kNvgHT--gM&_nc_zt=23&_nc_ht=scontent.fnap3-1.fna&_nc_gid=A70_YbZ84OTiqDz3ZvOr1gO&oh=00_AYDI-yT8oYcXSm8GNgaLDcKlpxMASTFG7mBGnbXY2uTbHg&oe=67A027B1",0,0,"10/17/2015 10:28:53 PM","neutral",0.379010230302811,
"https://scontent.fnap3-2.fna.fbcdn.net/v/t39.30808-6/464238993_27314882614825706_6460983992020493047_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=F5j6VPl-sekQ7kNvgF3rcmT&_nc_zt=23&_nc_ht=scontent.fnap3-2.fna&_nc_gid=Acqe2H_EYl8Cem-ZGB_DZlT&oh=00_AYBP547Jkxn_EOl5-nlUAOCKOFmn0_b-_gkZBt84-8logQ&oe=67A02595",0,0,"10/17/2015 03:43:21 PM","criticizes the fake news",0.399053275585175,
"wtf",0,0,"10/17/2015 06:43:25 PM","believes the fake news",0.494672656059265,
"A ho",0,1,"10/17/2015 03:39:12 PM","neutral",0.771465718746185,
"Haha",0,0,"10/17/2015 01:44:25 PM","neutral",0.377754271030426,
"https://scontent.fnap3-2.fna.fbcdn.net/v/t39.30808-6/464698337_8835154426536678_5282878493111911701_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=qTIxbPd2pz4Q7kNvgEStiwh&_nc_zt=23&_nc_ht=scontent.fnap3-2.fna&_nc_gid=Acqe2H_EYl8Cem-ZGB_DZlT&oh=00_AYBdCdFT5mdqu38M7dpseYT0HWCsfrgQGisdK4n2AqCWLw&oe=67A00B9A",0,0,"10/18/2015 02:41:00 PM","criticizes the fake news",0.376272737979889,
"7561kms. northeast 70°la and 68°lo you will find statue of Krishna and radha.!",0,10,"10/17/2015 12:39:20 PM","neutral",0.449927777051926,
"it luk like Kingkong is laying egg",0,0,"10/17/2015 07:02:41 PM","believes the fake news",0.698675811290741,
"Jaysinh Deshmukh Kartavaya Anand",1,0,"10/18/2015 10:44:40 AM","neutral",0.630313873291016,
"Nauman Abbasi Reiza Ahmad Adib Sharief",0,0,"10/18/2015 10:45:07 AM","neutral",0.666304171085358,
