Content,ReactionsCount,SubCommentsCount,CommentAt,stance,confidence,validation
"Credo che l'unica statua di questo tipo fuori dall'isola si trovi in Italia, per la precisione a Vitorchiano (Lazio). Fu costruita dagli stessi moai sul posto e messa sulla piazza principale del paese, davanti alle antiche mura. Poi, non so perché, spostata lontano, in un buio parcheggio, e senza una indicazione che ne annunci la presenza o l'ubicazione.",1,0,04/20/2016 08:14:55 AM,criticizes the fake news,0.475082576274872,neutral
They've known about them for quite awhile as not all of them were torn down.  Its just that alot of them were torn down and destroyed when their civilization fell apart.,6,0,04/12/16 22:25,neutral,0.629623770713806,criticizes the fake news
"Looks like Hoax, how can it  be real, after so so so many years, if it is real, wiki should update its page on Moai statues. Why is it not updated yet !?!?",3,2,04/13/2016 11:05:55 AM,criticizes the fake news,0.67755115032196,criticizes the fake news
i see in one catalog tha statues I like to buy one to  put it in front of my  yard but my son said no someone may steal it,2,0,04/14/2016 01:30:21 AM,criticizes the fake news,0.508456945419312,neutral
"Skillnaden mellanntro och vetande..
Bakom tron existerar mer, dvs det finns en orsak till tron, och när orsaken kommer fram fullt ut, är det vetenskap, vid just gränsen..så vetenskap kan komma längre tills den absoluta sanningen uppenbarar sig.  Jag antar att det finns en absolut sanning, det är en tro jag har :-)",2,0,04/12/16 08:06,criticizes the fake news,0.366152137517929,believes the fake news
"This picture was just for joke in a journal saying ""have you ever imagined?"" And the showed the real ones... Come on, a bit more sense of humor. It was very clear to me.",3,0,05/13/2016 11:22:39 PM,criticizes the fake news,0.633961796760559,believes the fake news
"Diana Gutierrez, con mas razón creo en la teoría de q los gigantes la construyeron...",2,0,04/12/16 21:23,believes the fake news,0.784542381763458,believes the fake news
"It blows my mind that anyone was idiotic enough to believe the first photo was real in the first place. I'm just kind of laughing at the argument about it, tbh.",26,0,05/15/2016 02:41:45 PM,criticizes the fake news,0.709413170814514,criticizes the fake news
"It looks impossible and has Far Side funniness that somehow helps one appreciate the simple beauty of the real sculptures ',))",1,0,04/14/2016 12:44:53 PM,criticizes the fake news,0.668221414089203,believes the fake news
Well there you go. A little bit like life really. You never really know what people are really like till you dig a bit deeper under the surface.,3,0,05/14/2016 03:50:08 AM,neutral,0.555171728134155,criticizes the fake news
Rana Musleh hii habibtii. Show these to Faris he took about them before i think he might be interested with the news,3,1,04/15/2016 10:53:43 AM,believes the fake news,0.433910667896271,believes the fake news
wajajaja pero no ese cuerpo fitness wajajaja tienen el mismo cuerpo que los que están completos parados fuera de la isla como en AKIVI O TAHAI O TONGARIKI etc,0,0,05/17/2016 02:55:17 AM,believes the fake news,0.535412549972534,criticizes the fake news
"cette photo fait un peu ""montage"" mais les autres sont surprenantes! Quelle idée géniale d'avoir creuser autour et sous les têtes!!",2,1,04/12/16 00:06,criticizes the fake news,0.637249767780304,neutral
Pero yo esta noticia no había leído.  Cuando ha salido esta noticia?,0,0,04/20/2016 09:26:32 PM,criticizes the fake news,0.398013889789581,criticizes the fake news
Mina Nagy Mohannad Alaa جائزة ال#علي_وضعنا تذهب الي.... :D,1,0,04/13/2016 05:18:21 PM,believes the fake news,0.5229651927948,believes the fake news
"Cela me fait penser: lorsqu'il y a une tête de cerf accrochée au mur en trophée de chasse, est-ce que le reste du corps dépasse de l'autre côté du mur ???",4,0,05/14/2016 04:23:55 PM,neutral,0.422676414251328,neutral
This one is fake. It's Photoshop.,298,1,04/11/16 23:55,neutral,0.453039437532425,neutral
They do have bodies but they didn't work out,17,0,04/12/16 06:31,neutral,0.502811014652252,neutral
This is false. Why post this photo? It is made up. Might as well give him Santa Costume bodies.,36,0,07/17/2016 04:37:49 PM,criticizes the fake news,0.563119769096375,criticizes the fake news
Deanna Haren Ahahaha Mr Cacahuete ! look at the album ahaha,7,1,04/12/16 12:43,criticizes the fake news,0.46915340423584,criticizes the fake news
ไมไม่ขุดเนาขึ้นมา ใครจะบ้าเอาหัวมาวาง,0,0,07/31/2020 03:48:30 AM,neutral,0.618086218833923,neutral
And I assure you it doesn't look like this,4,0,05/18/2016 01:35:42 AM,criticizes the fake news,0.488892078399658,criticizes the fake news
Ketav Shah,1,0,06/01/22 04:07,neutral,0.761142671108246,neutral
Enrico Dacumos,0,0,04/12/16 12:23,neutral,0.677240490913391,neutral
Yan Agbayani,0,0,07/18/2020 05:52:35 AM,neutral,0.716722011566162,neutral
Nicolas Gabbanella,0,0,04/15/2021 10:42:10 PM,neutral,0.705974459648132,neutral
Nice,0,0,05/07/23 18:32,neutral,0.848228871822357,neutral
Os primeiros maromba da história #ficagrandepoha #focoforçafe #frangocombatatadoce #way,7,0,04/12/16 00:00,criticizes the fake news,0.815217971801758,criticizes the fake news
Name of the artist who painted this?,3,4,04/12/16 22:20,criticizes the fake news,0.471438944339752,criticizes the fake news
How tf can I see the picture with all them fucking tags on it.. Kill that bullshit,2,1,04/16/2016 09:09:08 PM,criticizes the fake news,0.919889509677887,
http://www.snopes.com/photos/arts/easterisland.asp this is what the bodies REALLY  look like,1,0,04/15/2016 06:01:03 PM,criticizes the fake news,0.586716532707214,
"I wonder if any of the archaeologist that went there felt some type of haunting there. Because Josh Gates, the star from Destination Truth TV show went there, and he caught a ghost on camera, with a strange light over the ocean, and one of his team members freaked out, said he felt hands all over him..... I wonder if these researchers had anything to happen to them at night? Noises? Voices?",7,1,04/14/2016 08:14:54 PM,criticizes the fake news,0.64167982339859,
When you workout but u still ugly.,3,0,04/14/2016 05:33:35 PM,neutral,0.50133752822876,
"Por algum motivo essas estátuas me fazem pensar que os Titãs de Shingeki já existiram e é dessa forma que os humanos relataram sua existencia,( vá passando as fotos) Bruna",1,1,04/15/2016 02:22:45 PM,believes the fake news,0.53285413980484,
eWhy this gratuitous insult?,4,0,04/12/16 17:12,criticizes the fake news,0.688398659229279,
Some one had the last laugh.Excellent!,3,0,04/12/16 14:07,criticizes the fake news,0.541049838066101,
This is a nice picture.  Obviously not real!  Artistic and cute.  I like it.,2,1,04/12/16 21:09,criticizes the fake news,0.600665509700775,
Astonishing.,0,0,07/18/2023 06:06:21 AM,criticizes the fake news,0.641896307468414,
Martina qui siamo impazienti di fare il nostro work out,2,5,04/13/2016 09:09:19 AM,neutral,0.623413026332855,
"mind you funny that after all these years we have known the heads ,that some one said lets dig further down,i take my hat of to him!!!!!",5,0,04/14/2016 07:22:53 PM,criticizes the fake news,0.646934926509857,
"Solo estamos viviendo en una superficie de lo oculto. Y es lo que nos hace creer que somos unicos.. ignorando que hubieron civilizaciones y tecnologias maravillozas  mucho antesque nosotros que realmente contruyeron, lo que hoy  destruimos, 
Isla de pascua, santuario ancestral  guarda una parte que nos educa..",9,1,04/14/2016 04:28:48 PM,believes the fake news,0.598492801189423,
Sheila Altable Gironda esto tendras que verlo cuando vayas a shile no? jajaja,1,2,04/12/16 18:14,believes the fake news,0.455489903688431,
ohhhhhh.......como los gigantes del templo de abusimbel???,0,0,04/14/2016 06:36:03 PM,believes the fake news,0.538251996040344,
Please leave the statues alone,1,0,04/15/2016 10:36:14 AM,neutral,0.912172436714172,
"The islands' natives have a word for *walk like moai*. After they were carved in the Quarry they were stood up and tied with ropes. 3 teams, two in front and one behind would wobble it back and forth and make it walk to the edges of the island.",2,1,04/14/2016 08:10:11 PM,neutral,0.434348434209824,
Is this Arnold Schwarzenegger?,1,0,04/13/2016 02:41:35 AM,criticizes the fake news,0.616782367229462,
Roberto Sarno Paolo Caturelli la risposta a nove domande su dieci è:::?!?,2,1,04/14/2016 01:44:06 PM,neutral,0.541097819805145,
"I'm So Interested in all about Easter Island,.",0,0,04/13/2023 11:19:11 AM,neutral,0.640360474586487,
Hermoso isla de pascua... :),0,0,04/15/2016 11:16:36 PM,neutral,0.451754659414291,
que imaginaçao tem esse pessoal gostei,0,0,04/21/2016 04:06:03 AM,neutral,0.649420857429504,
lo que le decia :O Juan Carlos,1,1,04/18/2016 03:20:51 PM,neutral,0.863536715507507,
"I can't look at these without thinking ""dum dum got gum gum?""",2,0,04/15/2017 05:45:55 PM,criticizes the fake news,0.510572016239166,
Tu amigo Jaqueline la Cabezas de la Isla de Pascua las que te decía,0,0,04/15/2016 06:57:57 PM,neutral,0.519196212291718,
c'est un beau montage,0,0,04/14/2016 05:54:42 PM,neutral,0.788129508495331,
"Lighten up, it's just funny, anybody can tell this is fake.",0,0,05/14/2016 10:04:23 AM,criticizes the fake news,0.697284817695618,
"... and in other news, water is still wet.",0,0,04/14/2016 12:39:41 AM,neutral,0.651021242141724,
Those ancient statues are telling something.,0,0,04/21/2019 05:14:52 AM,neutral,0.452866315841675,
I'm here to argueeeee!!!!   Who wants to argue with me!!!!,7,3,04/20/2016 05:44:04 AM,believes the fake news,0.391569972038269,
"So huge. It measure about the size of modern 6 storey building, ancient pyramid. Even using modern technology, such as sky scapers can't lift this hundred of tons granite. I can also see, the ancient people made some figure like hat. This tons of granite hat is placed on top to this gigantic statue. It might takes many years to figure it out. The most simple and expressing question is, who they are ? The decendant of pharaoh ? The decendant of babylonian ? There must be once a super power civilization in the easter island during ancient time, other than egypt and messopotamia. Maoi was onced a super power and... very rich, like pharoah. But... why they left. Why they migrate ? For your infomation, the easterian people are the great grand father of native australian, malaysian, fijian. Western called us austranesian. I am malay, from malaysia.",0,0,04/21/2019 04:03:15 PM,criticizes the fake news,0.509065866470337,
Not with arms x~ed I'm thinking...,0,0,04/14/2016 08:04:26 PM,neutral,0.664329469203949,
"Que tarugos, hasta que se les ocurrio checar bajo tierre, saludos!",0,0,04/12/16 19:41,neutral,0.559317350387573,
Es cierto vi unas fotos en donde las handavan escarbando,0,1,04/12/16 08:36,believes the fake news,0.485003501176834,
Julionose por que ver la imagen me recuerda a los 2 sentados esperando a piero ...,0,0,04/12/16 14:47,criticizes the fake news,0.500195026397705,
This one really never skip gym,1,0,04/14/2016 02:05:06 PM,neutral,0.683874130249023,
Excellent concept to get you thinking!,4,0,04/12/16 16:20,criticizes the fake news,0.511766970157623,
I do believe this is a hoax!,4,0,04/12/16 17:47,believes the fake news,0.769500732421875,
Posiblemente.. Y creo q con la formacion de los continentes se quedaron enterradas..,0,0,04/13/2016 05:30:02 PM,believes the fake news,0.785034954547882,
les personnages avec les bras croisés sont un montage photo qui est une insulte à la réalité archéologique,0,0,04/12/16 17:09,criticizes the fake news,0.85112726688385,
This one photo's misleading tho 😂,0,0,04/28/2019 10:55:10 AM,criticizes the fake news,0.820396304130554,
You can tell these pictures are fake,0,0,04/17/2016 11:46:21 PM,criticizes the fake news,0.552967667579651,
This one is a stupid picture.,0,0,04/15/2016 01:13:03 AM,criticizes the fake news,0.481112748384476,
O tarihte bunlari hangi teknoloji ve hangi malzemeler ile yaptilar acaba..??,0,0,04/14/2016 10:09:10 AM,criticizes the fake news,0.547386407852173,
OSHA is citing this dig site for improper shoring violations,0,0,04/19/2016 06:07:13 PM,neutral,0.450446486473084,
Yo Adrian....lighten up !,0,0,04/19/2016 06:04:13 PM,neutral,0.393169730901718,
Is this squidward house?🤨,0,0,04/20/2019 03:25:49 AM,criticizes the fake news,0.519566535949707,
Our Zombie Tsunami days while on duty 󾌴󾌴󾌴 My dear Sandra.,1,2,04/14/2016 12:58:23 AM,criticizes the fake news,0.53627222776413,
"Esto no es real, las fotos no son reales",0,0,04/16/2016 10:10:15 PM,criticizes the fake news,0.624801933765411,
isso que eu estava te falando amor.. vai passando para o lado Bárbara Medina,1,2,04/25/2016 03:42:01 PM,criticizes the fake news,0.36873272061348,
"If this is real,it's amazing.  I'm going to believe it's real.",1,0,04/12/16 15:50,criticizes the fake news,0.418204247951508,
This is what happens to you if you sit too long in the same place.,1,0,05/13/2016 08:46:18 PM,neutral,0.537006199359894,
"...ma se è vero che le umane popolazioni di 2-3-4000 anni hanno costruito ciò...come 
possono essersi ridotte così in questi ultimi anni..?",1,0,04/13/2016 06:34:11 AM,criticizes the fake news,0.591016113758087,
"Segundo teoria dos antigos astronauta , essa imagem é uma resposta de seres de muitos mil anos atrás antes da raça dos seres humano.",0,0,07/17/2016 09:03:53 PM,criticizes the fake news,0.408856242895126,
It looks like the rock. (Dwayne Johnson),0,0,04/14/2016 04:19:28 PM,neutral,0.654429256916046,
"No lo sabia que pasada,que noos queda por descubrir y luego pot destruir ,como siempre,,,",0,0,04/13/2016 04:57:29 PM,criticizes the fake news,0.408555924892426,
"They dont talk each other..

https://scontent.fnap3-1.fna.fbcdn.net/v/t39.30808-6/461690200_2530043383846167_4294723111059653647_n.jpg?stp=dst-jpg_s526x395_tt6&_nc_cat=100&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=hgvDzXiDSioQ7kNvgHB2M-W&_nc_zt=23&_nc_ht=scontent.fnap3-1.fna&_nc_gid=A1WBknBy-eP4kD-gmIQQ3zY&oh=00_AYAQ8scb4d9ODfPvRx0EAYCFdf1nTuCkUV5OeiMVXfKx8g&oe=67A02FAD",2,0,04/13/2016 04:16:02 AM,neutral,0.515512466430664,
"Funy,this guys luke real heandsome, some how...",0,0,04/14/2016 07:03:55 PM,neutral,0.350218147039413,
"Love this pic! The modern representation is inspired, Thankyou!!",0,0,04/17/2016 11:25:22 AM,neutral,0.711754739284515,
"Lol, they had off spring as well",0,0,04/15/2016 01:15:10 PM,neutral,0.461403667926788,
Did they also find out if they have a penis,0,0,04/16/2016 08:10:33 AM,criticizes the fake news,0.700359523296356,
Bryce Peter told you there were bodies I guess now since they took our job it's time for detective,0,1,04/15/2016 03:40:49 PM,criticizes the fake news,0.660172998905182,
αραγε ποιους και γαια ποιους λογους τους εφτιαξες εκει σε αυτο το ερημονησι?,0,0,06/25/2016 09:11:22 PM,neutral,0.50220912694931,
Roberts Bogomols aceries mums prieks geo. vajadzeja iesutit un sitas ar tur bija󾌸,1,0,04/14/2016 09:53:25 PM,neutral,0.430106729269028,
I'm surprised it took them that long to find out!,0,0,04/14/2016 09:34:59 PM,criticizes the fake news,0.647571384906769,
Raja Amira gentle ada badan beb. Igt kepala je. Kpale otak dia weh,0,0,04/13/2016 07:25:30 PM,neutral,0.915037095546722,
Natan Oliveira até as cabeças da ilha de Páscoa estão MONSTRAO e a gente aqui dando mole,0,0,04/29/2016 03:43:49 PM,believes the fake news,0.495845139026642,
I would like go verify in person.,0,0,04/22/2019 07:12:42 AM,criticizes the fake news,0.708715379238129,
"Well, they are pretty cool dudes.... ;)",0,0,04/19/2019 08:16:35 AM,neutral,0.560091733932495,
Those Moai were Buff! Do you even lift bruv?,0,0,05/14/2016 10:27:51 AM,criticizes the fake news,0.512002468109131,
1st picture is funny-  life doesn't need to be taken too seriously all the time- lighten up..,0,0,05/16/2016 09:56:40 PM,neutral,0.567004501819611,
"Obviously that is fake this photo but this is just a little of humor, calm down people",0,0,05/16/2016 02:48:32 PM,criticizes the fake news,0.543308973312378,
Lela hai capito com'è in realtà? faccia di pasqua regna sovrano ahahha,1,2,07/22/2016 07:35:22 PM,criticizes the fake news,0.629534959793091,
Isn`t more amazing than a flying fish..,0,0,04/25/2016 10:04:48 AM,neutral,0.423375725746155,
Son como las rocas de la pelicula animada atlantis cuando va a estallar el volcan y cobran vida 1313,0,0,04/15/2016 11:22:14 PM,criticizes the fake news,0.524039089679718,
"Declan, were these the ones you were talking about?",1,1,04/13/2016 12:15:57 PM,criticizes the fake news,0.50174605846405,
This photo is a fake.  No statue has crossed arms.,0,0,05/15/2016 12:39:22 PM,criticizes the fake news,0.501583337783814,
Haha .. so cool though imagine bodies like that put the NZ Rugby team to shame... lol,0,0,05/14/2016 08:58:59 AM,criticizes the fake news,0.411368817090988,
"""Ere, Brian... 'ow much longer...""
""Dunno mate. He just said <<I'll be back>>..."" :-/",0,0,04/13/2016 03:46:06 PM,neutral,0.547500967979431,
Olha que interssante amor Wilker de Andrade,1,2,04/13/2016 06:40:25 PM,neutral,0.585652410984039,
can one imagine how old these statues are?,0,0,04/16/2016 07:35:14 PM,neutral,0.457733035087585,
mata kita rane...Μάτια που κοιτούν τον ουρανό! Helloooo Greece!!!,0,0,04/15/2016 06:21:30 AM,criticizes the fake news,0.533508896827698,
"Parecidos a los digletts XD

https://scontent.fnap3-1.fna.fbcdn.net/v/t39.30808-6/464239835_8440734699313840_7184501757577082617_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=49XgutJNo2wQ7kNvgEffCzd&_nc_zt=23&_nc_ht=scontent.fnap3-1.fna&_nc_gid=AQg05t8qhfwbtc7ummnZ3G8&oh=00_AYCi3RAnf1M98EvtymJp5Lf6RYGYIghfXq3aO8JFOZ1CKQ&oe=67A01DE4",0,0,05/16/2016 01:20:18 AM,neutral,0.388876467943192,
"Los miles de Años. Que tienen que haber. Pasado no..? Me Atrevería. Un Par de. Millones de Años. .para que. La tierra los tapara por unas cuantos metros.
Oh..no...???",0,0,04/15/2016 05:32:12 PM,neutral,0.494601130485535,
Took along time for them to figure that out. How neat.,0,0,04/16/2016 08:10:06 AM,criticizes the fake news,0.542966365814209,
"This is a hoax, this image",0,1,04/13/2016 06:21:38 AM,criticizes the fake news,0.844392538070679,
Por qué en la primera foto están los brazos cruzados y en las otras los brazos están hacia abajo? Esta información ya fué confirmada???󾍃,0,0,04/18/2016 08:40:36 PM,criticizes the fake news,0.551921904087067,
Fernando Rodríguez me lleman la atencion desde su caricatura de vame zing zilas algo asi,1,2,04/13/2016 05:29:41 AM,criticizes the fake news,0.678117752075195,
Devon Pero you and your military friends,0,2,04/14/2016 09:30:15 PM,neutral,0.40101882815361,
Andre Ortiz this looks like u lol,0,0,04/19/2016 05:20:32 AM,neutral,0.550596594810486,
Gabriel Rodrigues olha isso!! 󾍁 Não sei se vc já sabia mas é muito top!! haha,0,1,05/10/16 23:17,believes the fake news,0.659956812858582,
"Arthur Cajuella hahaha vai passando,muito legal",0,0,04/14/2016 04:42:45 AM,neutral,0.89116644859314,
Can't wait to go see places like this with you! Scott Kimbro,0,0,04/14/2016 05:01:06 PM,neutral,0.556546747684479,
Americans can see one at the Smithsonian's Natural History Museum...just the head tho.,0,0,07/17/2016 04:35:24 PM,neutral,0.663073658943176,
Shame they had to put the fake picture in,1,0,05/16/2016 02:07:57 PM,criticizes the fake news,0.915111303329468,
"Danielle Barbosa amiga, lembrei de vc!!! Saudadeeeee",1,2,04/15/2016 03:05:28 AM,criticizes the fake news,0.447180896997452,
They stole your nose 󾌴󾆳JkDaniel Elena,0,2,04/14/2016 03:20:01 AM,criticizes the fake news,0.504563093185425,
Christian Vasquez: this picture reminded me of you! haha,0,0,04/15/2016 04:10:07 PM,neutral,0.466694891452789,
"D'où viennent les blocs de ces sculptures,pourquoi ce trouvent t ' elles  enterrées,qui sont les sculpteurs  ????",0,0,04/12/16 13:33,criticizes the fake news,0.403138548135757,
"Moai kultura , Pilinezija, Uskrsnji otoci, oko 1250 nova era, oko 10 metara visina I fascinanta tezina : 270 tona...",0,0,04/13/2016 08:36:27 PM,criticizes the fake news,0.389155209064484,
Che aspetti?  Are they waiting?? ha Ha. Brilliant sketch!,0,0,04/15/2016 11:25:47 AM,criticizes the fake news,0.422815889120102,
People who believe this are the people who vote for trump,0,0,04/14/2016 01:52:01 AM,criticizes the fake news,0.502988994121552,
Cool! Randy Young Tara Bree look at all the photos!,0,0,04/15/2016 05:37:57 PM,neutral,0.638491034507752,
Cody Hawkins when you have your hoodie on bud!,0,0,05/15/2016 08:00:01 AM,criticizes the fake news,0.381889939308167,
Kevin O' Sullivan i dont see any of those giant rats?,3,0,04/12/16 14:45,criticizes the fake news,0.472881823778152,
"Is this photo the real thing? ha,ha.",1,0,04/13/2016 10:53:22 AM,criticizes the fake news,0.712822675704956,
Cafuçus,1,0,04/12/16 03:39,neutral,0.784056723117828,
uzzioh!,0,0,04/13/2016 01:46:01 PM,believes the fake news,0.472469389438629,
"- Nice day ! 
- oh yeah",2,0,04/11/16 23:00,neutral,0.86763596534729,
Beatrice Lucarini c'avevo fatto lo screen prima. Dovevi vedere,0,0,04/12/16 18:45,neutral,0.561876893043518,
Aha hahaha Javi mira,1,1,04/12/16 21:47,believes the fake news,0.373666107654572,
Rudy mira madre,1,0,04/24/2016 04:43:08 PM,neutral,0.567631363868713,
Reifus Reifuss Luciana Gonçalves Fernando Silva tem mais fotos,2,0,04/13/2016 03:15:49 PM,neutral,0.451006412506104,
George Stefan mamamamama,1,2,04/13/2016 09:04:19 AM,neutral,0.62722235918045,
Ricardo Castaneda que pensas de esto,0,0,04/14/2016 05:04:54 AM,believes the fake news,0.517042636871338,
Lmao I suspect lies 🤔󾌴,0,0,04/14/2016 03:43:54 AM,believes the fake news,0.835033535957336,
Its fake it has no ancient history,0,0,04/13/2016 05:09:37 AM,criticizes the fake news,0.660018444061279,
https://scontent.fnap3-2.fna.fbcdn.net/v/t39.30808-6/466864244_10232857940981503_3869040955559893798_n.jpg?stp=dst-jpg_p350x350_tt6&_nc_cat=110&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=Z-39CnwmCy4Q7kNvgEbuNjp&_nc_zt=23&_nc_ht=scontent.fnap3-2.fna&_nc_gid=AuB9GWU9iRrpexbRSdCSqhi&oh=00_AYD7egk_xy5v5dd_lHFgG305RvI4Ya5456fQUxH-7KiNaQ&oe=67A0258E,2,0,04/14/2016 12:30:21 AM,neutral,0.375316113233566,
https://scontent.fnap3-1.fna.fbcdn.net/v/t39.30808-6/466081148_10227917719917059_1621526575998273349_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=5b0vRql1AhgQ7kNvgE4e22A&_nc_zt=23&_nc_ht=scontent.fnap3-1.fna&_nc_gid=AuB9GWU9iRrpexbRSdCSqhi&oh=00_AYDc5xzrzkSn1CkRRochNSdRRi_HUIvomNb1tgQvBuXfsg&oe=67A01578,0,0,04/16/2016 07:30:40 AM,criticizes the fake news,0.377420842647553,
Que tremendo!!!,0,0,04/16/2016 11:37:36 AM,criticizes the fake news,0.53736287355423,
Menchu Perez Perez la verdad escondida! ;),0,0,04/17/2016 09:20:42 PM,criticizes the fake news,0.852280974388123,
Serà verdade?,1,0,04/14/2016 03:28:51 PM,neutral,0.865669190883637,
https://scontent.fnap3-1.fna.fbcdn.net/v/t39.30808-6/463247030_7760211557415779_5887575515574530371_n.jpg?stp=dst-jpg_s480x480_tt6&_nc_cat=101&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=wQjVDVtCP0EQ7kNvgGyDtrN&_nc_zt=23&_nc_ht=scontent.fnap3-1.fna&_nc_gid=AuB9GWU9iRrpexbRSdCSqhi&oh=00_AYBR_tvgM9tXv893A15CnSD_W3aIfVZ-j5DM97DYnUnfIA&oe=679FFF7C,2,0,04/12/16 21:24,neutral,0.406360864639282,
Nobody knew!,0,0,04/15/2016 12:36:43 PM,neutral,0.639096081256867,
Love this!!!,0,0,04/14/2016 04:12:31 PM,criticizes the fake news,0.491240352392197,
Like serious?,0,0,04/14/2016 05:34:00 AM,criticizes the fake news,0.6204674243927,
สรุปคือทำไว้เพื่อ,0,0,04/13/2016 10:36:27 AM,neutral,0.623207926750183,
THIS IS FAKE,0,0,07/17/2016 11:50:54 PM,criticizes the fake news,0.687840938568115,
Estás esculturas son una maravilla,0,0,04/14/2016 04:38:25 AM,neutral,0.586747527122498,
"Wow, that's amazing",0,0,04/14/2016 01:45:51 PM,criticizes the fake news,0.686482071876526,
Claaro la primer foto es. Ficticia,1,0,04/13/2016 09:40:04 PM,neutral,0.621115267276764,
Just now i know that,0,0,04/15/2016 12:36:05 PM,neutral,0.641393959522247,
wow that's all I can ssy,0,0,04/12/16 13:06,neutral,0.801756262779236,
https://scontent.fnap3-1.fna.fbcdn.net/v/t1.6435-9/58543786_10216275708678098_3009104274270453760_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=7V8LSPb0dxYQ7kNvgHhPJR1&_nc_zt=23&_nc_ht=scontent.fnap3-1.fna&_nc_gid=AUq38HQSw1gp9NZktXI8AMp&oh=00_AYBIll3nIdUm6QfzFMj3WbP3n7uQzYqcLqXnhJDtqUPr8Q&oe=67C19DE1,0,0,04/22/2019 07:35:42 AM,criticizes the fake news,0.391152232885361,
funny,0,0,04/13/2016 03:57:07 PM,neutral,0.464709728956223,
Cool!,0,0,04/12/16 19:23,neutral,0.673650979995728,
bit late for April fools !,0,0,04/12/16 15:02,criticizes the fake news,0.53650289773941,
Fake!,0,0,05/16/2016 07:08:20 PM,criticizes the fake news,0.676569163799286,
Daaas ... glaube ich  N I C H T .. !!!!!,0,0,04/15/2016 04:21:06 PM,believes the fake news,0.534618079662323,
No way!?????,0,0,04/16/2016 08:02:50 AM,criticizes the fake news,0.520457923412323,
Ryan Dunphy,0,0,04/12/16 10:06,neutral,0.729065895080566,
Los famosos moais en la isla de pascua.,0,0,07/18/2016 02:05:51 PM,criticizes the fake news,0.430814445018768,
