Content,ReactionsCount,SubCommentsCount,CommentAt,stance,confidence,sarcasm_label,sarcasm_score,explanation
🤷‍♂️,1,2,01/23/2024 07:04:10 PM,neutral,0.5299474000930786,non_irony,0.8508551120758057,Ambiguous or uncertain expression — may need manual review.
That where the Predators wanted them,0,1,01/24/2024 10:24:40 PM,neutral,0.4963137209415436,non_irony,0.6537029147148132,Ambiguous or uncertain expression — may need manual review.
Why not Antarctica wasn’t always all ice,3,1,01/23/2024 07:04:55 PM,criticizes the fake news,0.5583449602127075,non_irony,0.7997540235519409,Likely critical or skeptical language.
"No primates in Antarctica. 
Our primate ancestors were still in trees. 🌴",0,1,01/24/2024 03:11:54 AM,neutral,0.4938614666461944,irony,0.8058943748474121,Ambiguous tone — sarcastic or humorous uncertainty.
Gotta clear the snow off and check them out lol makes sense why no normal citizen of any country isn’t allowed to go there you need to get some people stationed there to get on your show,1,7,01/23/2024 07:09:07 PM,believes the fake news,0.4920283854007721,irony,0.5827724933624268,Likely critical or skeptical language.
"There’s a military base underneath the ice folks I think it’s pretty well known by now. The US took possession of it after Hitler was taken out. These are the secrets that the US learned from the handful of scientist that did not get into the Nuremberg trials to be executed. They traded their secrets for their freedom and in that freedom they created NASA and now look at us, communism is on the doorstep",0,1,01/23/2024 07:44:41 PM,criticizes the fake news,0.5300952792167664,irony,0.5470854043960571,Likely critical or skeptical language.
"There used to be a lot more about this on YouTube, but back in 2018-2019, the internet started being scrubbed of a lot of “controversial topics”…",2,3,01/23/2024 07:07:36 PM,criticizes the fake news,0.4332267642021179,non_irony,0.5853633284568787,Ambiguous or uncertain expression — may need manual review.
https://timesofindia.indiatimes.com/travel/travel-news/reality-behind-natural-pyramid-like-mountain-discovered-in-antarctica/amp_articleshow/102426547.cms,0,0,01/23/2024 07:23:38 PM,criticizes the fake news,0.4480595588684082,non_irony,0.7601110339164734,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
No.  Just people making stuff up.,2,1,01/23/2024 07:08:55 PM,criticizes the fake news,0.5554375052452087,irony,0.8726218342781067,Likely critical or skeptical language.
Unfollowed lmao. Pseudoarchaeology,0,1,01/24/2024 01:20:58 PM,neutral,0.5524094700813293,non_irony,0.8074069023132324,Ambiguous or uncertain expression — may need manual review.
That is NOT a pyramid. It is a mountain range.,3,3,01/23/2024 07:09:05 PM,neutral,0.4180312752723694,non_irony,0.8612568378448486,Ambiguous tone — sarcastic or humorous uncertainty.
