Content,ReactionsCount,SubCommentsCount,CommentAt,stance,confidence
"This is Easter Island. lol

https://scontent.fnap3-2.fna.fbcdn.net/v/t39.30808-6/464777508_8651984951563157_8429235456463648307_n.jpg?stp=dst-jpg_s526x395_tt6&_nc_cat=110&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=uJ0g-eRViS4Q7kNvgGytV-X&_nc_zt=23&_nc_ht=scontent.fnap3-2.fna&_nc_gid=AA8h-ihE7arb2Q6c2o2jVqO&oh=00_AYBKidZsf8QtIPALZBX7APQJqhcbFvA4OhL-qWBG5uwRLg&oe=67A03B7D",7,1,04/18/2017 08:03:24 AM,neutral,0.40599602460861206
Jamie Ryan,1,0,04/18/2017 05:33:58 PM,neutral,0.6757889986038208
Hailee Spear,2,0,04/18/2017 04:51:30 PM,neutral,0.7217496037483215
Kayrizma Yvonne,1,0,04/19/2017 11:15:17 PM,neutral,0.7566206455230713
"This photo screams 1970's, so why is this only coming to light now??",3,0,03/09/2021 06:10:12 AM,criticizes the fake news,0.7235519289970398
I have always loved the mystery and grander of these statues.,0,0,07/06/2022 06:34:41 AM,neutral,0.6692929863929749
well how cool is that?,1,0,05/12/2020 02:04:18 AM,neutral,0.536276638507843
"if, you people dont belive this then where else are the bodies of the dead people on easter island?",0,0,04/10/2021 06:30:03 AM,criticizes the fake news,0.7558077573776245
"i wonder is that it? What if you dig some more can you imagine, if it have more hahahahhaa. Damn.",0,0,05/09/2021 03:14:21 PM,criticizes the fake news,0.5624297857284546
Toni d'Artibale,0,0,05/08/2021 01:52:45 PM,neutral,0.7851834893226624
Ieva Kausina,1,0,05/12/2020 11:13:13 PM,neutral,0.7179728150367737
Fiona Clydesdale since you were so shocked when you found this out,0,3,05/12/2020 09:39:03 PM,criticizes the fake news,0.6657765507698059
Alexandra Gena Wefa I'm betting y'all saw the Easter Island ep of Nova too...,0,1,04/18/2017 03:50:59 AM,neutral,0.3821519613265991
Perhaps you should read the book Aku Aku by Thor Heyerdahl.  He made this same discovery and wrote Aku Aku in 1957.,1,0,08/04/2019 12:28:08 AM,criticizes the fake news,0.45706605911254883
"There were so many unfinished laying about, but none with full on bodies.  That must have been quite an amazing feat!",0,0,04/18/2017 03:37:57 AM,neutral,0.4999532997608185
https://scontent.fnap3-2.fna.fbcdn.net/v/t39.30808-6/467400624_10231258164150428_7247437476269508636_n.jpg?stp=dst-jpg_p370x247_tt6&_nc_cat=109&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=7gjkJVPEamcQ7kNvgGLaYq-&_nc_zt=23&_nc_ht=scontent.fnap3-2.fna&_nc_gid=As4837hTjJpUebQPmiV3inI&oh=00_AYBXZSrvJbttVdjEjK0uqD4HlFj2w83MVWqi01UgFJEWqA&oe=67A01FF9,13,1,04/18/2017 08:59:22 PM,neutral,0.41660556197166443
I always thought they would have something underground ☺,0,0,04/18/2017 03:19:39 AM,criticizes the fake news,0.47596853971481323
Looks like its going pee,3,1,04/18/2017 03:28:41 AM,neutral,0.6650388836860657
IT IS BEAUTIFUL EASTER ISLAND KIND OF AMAZING,0,0,04/18/2017 03:24:51 AM,neutral,0.6408550143241882
Look at the hands on the willie. Some great photoshopping. 🙈,0,1,04/18/2017 07:17:55 AM,criticizes the fake news,0.6354753971099854
Biiiig pause on buying into this one.,0,0,04/19/2017 03:19:19 AM,neutral,0.484507292509079
So exciting,0,0,04/18/2017 03:35:16 AM,criticizes the fake news,0.4935634434223175
Whoa!,1,0,04/18/2017 05:00:31 AM,criticizes the fake news,0.5388554334640503
"True ,, check out some pics",0,0,04/18/2017 05:08:03 AM,neutral,0.6015757918357849
Amazing! It's that a belly button?,0,0,04/18/2017 07:16:02 PM,criticizes the fake news,0.5758509039878845
Didn't anyone think to do this a long time ago?,0,2,04/19/2017 02:39:53 AM,criticizes the fake news,0.6344790458679199
Always thought this was an urban myth.,0,0,04/18/2017 03:51:51 AM,believes the fake news,0.7894712686538696
Holy moley,0,0,04/18/2017 05:50:49 AM,criticizes the fake news,0.581626832485199
Are there any half finished ones laying around...???,0,0,04/18/2017 03:29:40 AM,neutral,0.4073460102081299
ETs?,0,0,04/18/2017 05:59:32 AM,neutral,0.4518109858036041
Someone gimme backstory pls,0,0,04/18/2017 04:07:01 AM,criticizes the fake news,0.5696893930435181
What the???,0,0,04/22/2017 05:03:19 AM,neutral,0.3809134364128113
Interesting,0,0,04/18/2017 06:54:26 AM,criticizes the fake news,0.617415726184845
Jael Nouhet tijd om je tattoo bij te werken😜,1,1,04/18/2017 06:57:22 AM,believes the fake news,0.43558114767074585
Amazing!,1,0,04/18/2017 04:30:55 AM,criticizes the fake news,0.6322043538093567
Mu,0,0,04/18/2017 03:45:49 AM,neutral,0.7383655309677124
Jennie Miles  Fleur Shakespeare Nikki Moore See!,2,0,02/21/2018 11:33:44 PM,neutral,0.5968783497810364
Danielle Berridge,1,0,04/18/2017 01:00:16 PM,neutral,0.7642238736152649
Nick English!!,0,0,04/18/2017 04:55:52 AM,criticizes the fake news,0.3959070146083832
Emily Powelson McDonald,0,0,05/03/2017 10:25:43 PM,neutral,0.8023008108139038
Bradely Rogers,1,0,04/18/2017 07:13:37 AM,neutral,0.631974995136261
Maria Stephanie,1,0,05/09/2017 07:12:02 PM,neutral,0.7621020674705505
Danilo Vallejos Saez,0,0,04/18/2017 03:35:44 PM,neutral,0.6943685412406921
Mark Marin II,0,0,01/31/2018 06:35:01 AM,neutral,0.6941230297088623
Sylvia Pryor Nicol,0,0,04/18/2017 06:59:59 AM,neutral,0.7819694876670837
"Dum Dum 
https://m.youtube.com/watch?v=Q-gPqfZI-r8",0,0,04/18/2017 10:20:15 PM,neutral,0.4517000615596771
Bran McMillan,1,0,08/16/2019 03:59:24 PM,neutral,0.7163558602333069
http://newsroom.ucla.edu/stories/easter-island-statues-revealed-234519,0,0,04/18/2017 05:09:15 AM,neutral,0.6037954688072205
http://newsroom.ucla.edu/stories/easter-island-statues-revealed-234519,0,0,04/18/2017 03:37:52 PM,neutral,0.6037954688072205
http://newsroom.ucla.edu/stories/easter-island-statues-revealed-234519,0,2,04/18/2017 06:15:06 AM,neutral,0.6037954688072205
