Content,ReactionsCount,SubCommentsCount,CommentAt,stance,confidence
a martian answering the nature's call?,0,0,10/17/2015 08:11:40 PM,neutral,0.4662471115589142
"Because of ignorance, several illusions may take indefinite shape and synoptic...but required gradually study and experiment of very phenomena...",1,0,10/17/2015 04:26:12 PM,criticizes the fake news,0.5171523094177246
"This is photo taken while I went to mars  without oxygen.

https://scontent.fnap3-1.fna.fbcdn.net/v/t39.30808-6/454517036_2272480986428772_7254174306476498244_n.jpg?stp=dst-jpg_s526x395_tt6&_nc_cat=105&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=Q2J7k59GWXAQ7kNvgGAfuz7&_nc_zt=23&_nc_ht=scontent.fnap3-1.fna&_nc_gid=AkTCyk-nQf9dvI-MH_muuvq&oh=00_AYDyAiFJ0vAALNzghIP0ZfUBGS6aIrefzfN9l6R0-gnkBg&oe=67A02466",1,0,10/18/2015 04:33:48 AM,believes the fake news,0.4042310416698456
it looks more like an alien to me.,0,0,10/18/2015 10:32:58 AM,criticizes the fake news,0.6258978843688965
we never surprise seeing  this NASA. I think for the next report they would say they met Jesus on Space.....lol,2,0,10/17/2015 02:22:00 PM,neutral,0.35361984372138977
#NASA_HOAX as good as their moon landing,1,0,10/17/2015 03:18:55 PM,believes the fake news,0.6159034967422485
This is just another confusing matter. It is difficult to buy the claims untill things become clear. Just claiming something doesn’t mean that is final truth. I hope it is not a statue at all.,0,0,10/17/2015 04:17:01 PM,criticizes the fake news,0.4490903317928314
"I guess Northeast Today will upload the Jesus statue really soon too so that they can say that a Jesus like statue appears on Mars, should I edit it or you can do the favour ?",0,0,10/17/2015 09:39:05 PM,criticizes the fake news,0.6725868582725525
"Religious Aliens. Okay, whatever!",0,0,10/17/2015 08:55:03 PM,neutral,0.5700110793113708
There's a 'Sleeping Buddha' back home in Darj and Sikkim. I see him everyday from my bedroom window. (y),0,0,10/17/2015 05:43:55 PM,neutral,0.4829801321029663
How does that resemble Buddha? This is no statue... Infact we are tired with the lies....,0,0,10/19/2015 02:47:25 AM,criticizes the fake news,0.8879942297935486
Not be trust some time technology also lie.but as a relagion we must believe .,0,0,10/18/2015 07:37:00 PM,criticizes the fake news,0.5369347929954529
"I saw a cloud today that resembled this too; therefore i'm going to buy a plane and chase it around. Those of you who would like to worship 'guatam buddha', well i guess you can purchase a one way ticket to 'paradise mars'....hope you enjoy your flight!!! Oh, and would you mind taking all these 'non-AMERICANS' with you...they desperately need something other than welfare to FOCUS on for a few centuries. Thanks!",0,0,10/18/2015 02:31:45 PM,criticizes the fake news,0.46000075340270996
NASA pulling its strings for more funding!! Feed this planet first.,1,0,10/18/2015 02:21:48 PM,criticizes the fake news,0.5354053378105164
I believe in aliens so i believe 50% in this pic,0,0,10/20/2015 10:13:05 AM,neutral,0.42929908633232117
"Totally false, I think this pic unconsciously  has been clicked in earth area by rocket.",0,0,10/17/2015 08:13:34 PM,criticizes the fake news,0.706242024898529
Another Internet Hoax,0,0,10/17/2015 01:37:59 PM,criticizes the fake news,0.6940293908119202
"another fake af bullshit and that also has religionism. You insane piece of shit, don't fucking tell me aliens had a religion, cus this stupid distinguishing has been done by us Earthlings. This is fucked up.",0,0,10/18/2015 01:53:00 AM,criticizes the fake news,0.7519479393959045
Not only hindu religion Buddhism also whole world,0,0,10/17/2015 05:25:04 PM,neutral,0.6487616300582886
Can't be shown another clear image for this.??  Cause  this could be edited somehow by expert..  But and then I am also believers of life on Mars.,0,0,10/17/2015 07:29:08 PM,criticizes the fake news,0.3981190323829651
"Gautam Buddha statue with boobs :P :P :P  Religious people are so damn stupid. Please dont destroy Mars, like you idiots have done on earth.",4,1,10/17/2015 01:20:31 PM,criticizes the fake news,0.41817450523376465
Let me request you all please.. I don't know what you people are thinking about does not matter to me.me being a Buddhist I would like say you all  please don't use any rubbish word. Every religion has it own law so we must respect every religion,5,0,10/17/2015 01:43:13 PM,neutral,0.8663434982299805
"wow our lord buddha is also worshipped by martians 󾌵 proud to be a buddhist,  buddha dhamma sanga may the triple gems bless every living being",5,0,10/17/2015 12:35:49 PM,criticizes the fake news,0.4077955186367035
"We see what we look. Our mind is filled with thousand of images and this could be one of it. To Buddha it is just a Maya and Maya is the cause of all the suffering. Purified mind is when one deletes all the images in our mind. We see this kind of images in clouds, on bark of trees, on stones and lots more. They even saw a mans face on the moon and a pyramid type on the surface of Mars. Whoever saw that image as Buddha shows his respect to Buddha and I respect his vision. Now it is up to us how we judge it as. Thank you for sharing the image.",1,0,10/22/2015 09:45:53 PM,criticizes the fake news,0.37327876687049866
I want whatever you guys are smoking.,3,0,10/17/2015 07:31:40 PM,neutral,0.524640679359436
no comment only this..why lord Buddha?,0,0,10/17/2015 07:08:05 PM,neutral,0.9957968592643738
"I heard from  someone that once Anoka the great once went there for spreading Buddhism,  may be he made that but I am not so sure,  that might be a rumor",2,0,10/17/2015 04:06:22 PM,criticizes the fake news,0.6365870833396912
Never knew #GautamBuddha had breasts 󾌦,1,0,10/17/2015 03:13:39 PM,criticizes the fake news,0.6523303389549255
NASA does not have a good dslr camera i.e why the picture is not clear......! lol :-D,0,0,10/18/2015 08:27:23 AM,criticizes the fake news,0.4148196280002594
Idk its true or not but let me tell you non Buddhist..if you dnt like Buddhism stop commenting and follow what your lord or living god said...:-),2,0,10/17/2015 07:22:56 PM,neutral,0.5767436623573303
it looks more like Abraham Lincoln than Buddha :D,0,0,10/17/2015 03:08:51 PM,neutral,0.47467705607414246
Looks like a pile of Rocks to me,0,0,10/18/2015 04:15:19 PM,neutral,0.430820107460022
Hahahahaha now they see buddha ... oh yeah wright,1,0,10/18/2015 04:46:02 PM,believes the fake news,0.4646316170692444
Buddha's teachings are much more divine than this stupidity..,1,0,10/17/2015 01:27:54 PM,criticizes the fake news,0.6626051068305969
"How does that look like budha please explain wit n appropriate diagram... would love to see it accurately. ..... insread of some unclear grainy image, beacuse for me, that looks like STONE N ROCKS In a hilly area. ... s simple s that",1,0,10/17/2015 12:53:50 PM,criticizes the fake news,0.44039487838745117
oh i c :3,1,0,10/17/2015 12:40:51 PM,neutral,0.4902784824371338
"That's just a rock that resembles a man. How is that Buddha? The jumping to conclusion stretch if measured, can land you in Mars.",1,0,10/17/2015 02:38:53 PM,criticizes the fake news,0.4559156894683838
Hindu relegion is the Relegion of Whole World.....,1,0,10/17/2015 05:08:29 PM,criticizes the fake news,0.42499983310699463
Konsi angle se Gautam Bhuddha lag raha hai beta,1,0,10/17/2015 01:42:19 PM,neutral,0.571224570274353
Just psycho-effect. Fallacy of mal observation! Wrong perception.Uh! Darwin's man is again transforming into monkey.,1,0,10/17/2015 05:11:39 PM,believes the fake news,0.5048788785934448
Picture is not clear,1,0,10/17/2015 12:45:05 PM,neutral,0.5865086317062378
what on earth made you post this bullshit here.... ;-),1,0,10/17/2015 12:37:57 PM,criticizes the fake news,0.6070760488510132
"aftr smtym, u guys wud fyn Matt Damon farming potatoes wit his poop n martian soil....!! 󾌴󾌴󾌴󾌴",1,0,10/18/2015 08:55:34 AM,believes the fake news,0.6101475358009338
Kya tumhe hum CHUTIYA lagte hain??,1,0,10/17/2015 02:14:29 PM,neutral,0.39112502336502075
anyone who believes this is as dumb as a rock. =/,1,0,10/18/2015 04:14:31 PM,criticizes the fake news,0.6940721273422241
let me know when you find Elvis,1,2,10/17/2015 02:45:27 PM,neutral,0.5281665325164795
it look like our old pressure cooker.,1,0,10/18/2015 01:25:55 PM,neutral,0.5281042456626892
https://scontent.fnap3-2.fna.fbcdn.net/v/t39.30808-6/465369697_10222279197883892_3794591117186626722_n.jpg?stp=dst-jpg_p417x417_tt6&_nc_cat=108&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=JxwP-DntDs0Q7kNvgG6GZj1&_nc_zt=23&_nc_ht=scontent.fnap3-2.fna&_nc_gid=AFRY0fQPD5XZXHkLwhE8F5c&oh=00_AYAZdk0M6jdjs52-J2cm-wlUp9SVwqtmzr-CfsbtkRX_3Q&oe=67A00CF6,0,0,10/18/2015 10:59:33 AM,criticizes the fake news,0.37181562185287476
Namo buddha...,0,0,10/17/2015 06:30:16 PM,neutral,0.8567239046096802
How do they know that its not something that lives there?,0,0,10/19/2015 01:04:06 AM,criticizes the fake news,0.7827925682067871
I saw Mickey Mouse in the clouds once. Proof that God is Walt Disney.,0,0,10/18/2015 04:32:28 PM,criticizes the fake news,0.3759155571460724
"Looks similar to the rock formation beside it. The statue looking one just probably had different drifting, whatever they call it.",0,0,10/18/2015 10:28:21 AM,neutral,0.6306038498878479
I seen clouds that looked like a pair of boobs once...,0,0,10/18/2015 10:36:31 PM,criticizes the fake news,0.6325517892837524
Destroyed by Islam  ??????,0,0,10/17/2015 05:09:28 PM,criticizes the fake news,0.4098195433616638
It's a rock. Get over it. Pfft!,0,0,10/17/2015 02:35:41 PM,neutral,0.6216400861740112
horsefeathers!,0,0,10/18/2015 12:00:17 PM,believes the fake news,0.4281346797943115
i don't see it.,0,0,10/18/2015 03:21:21 PM,neutral,0.7337626218795776
Amazing,0,0,10/18/2015 02:57:26 AM,criticizes the fake news,0.4581984281539917
looks more like the venus of willendorf to me lol,0,0,10/18/2015 01:08:13 PM,criticizes the fake news,0.5204971432685852
Looks more like Mel Brooks...,0,0,10/18/2015 10:40:06 AM,criticizes the fake news,0.4367614686489105
All rubbish.,0,0,10/17/2015 07:21:16 PM,believes the fake news,0.5014479756355286
Fucking bullshit......,0,0,10/17/2015 06:47:57 PM,criticizes the fake news,0.5463335514068604
Don't spread fake news asshole,0,0,10/17/2015 07:40:28 PM,criticizes the fake news,0.9765598773956299
For me...it looks like a lady sitting...,0,0,10/17/2015 01:03:13 PM,neutral,0.7016485929489136
"From which angle, it does looks like the statue of Buddha???",0,0,10/17/2015 03:50:57 PM,criticizes the fake news,0.5318683385848999
Have they seen Jesus on the side of a refrigerator yet.,0,0,10/18/2015 04:01:48 PM,criticizes the fake news,0.5332510471343994
Bullshit,0,0,10/17/2015 12:45:29 PM,believes the fake news,0.5370250940322876
sorry i dont see it.i do see an angel statue lol,0,0,10/18/2015 02:38:17 PM,neutral,0.495434045791626
thats man like structure not sure who made it or built it self,0,0,10/17/2015 09:48:04 PM,neutral,0.5528554916381836
De Bahai bidinwnw janangou,0,0,10/17/2015 06:22:47 PM,neutral,0.6437350511550903
Kyab su chey,0,0,10/17/2015 01:37:01 PM,neutral,0.7388175129890442
khawi khi maw? zawngtah kung lo zawng leh teh u...,0,0,10/18/2015 06:03:04 AM,neutral,0.5805405378341675
NASA playing game lol,0,0,10/17/2015 03:51:03 PM,believes the fake news,0.3967500925064087
To make money one has to make story and through that story they can make money very easy.,0,0,10/18/2015 04:23:26 AM,neutral,0.4544077217578888
Impossible,0,0,10/17/2015 12:44:47 PM,criticizes the fake news,0.42315539717674255
You gotta be smoking Buddha to see Buddha,0,0,10/18/2015 11:22:34 AM,criticizes the fake news,0.5606235861778259
Artificial,0,0,10/17/2015 02:26:25 PM,neutral,0.4475528597831726
nuisance all these!,0,0,10/17/2015 01:20:20 PM,criticizes the fake news,0.5353423357009888
Faltuu,0,0,10/17/2015 12:38:44 PM,believes the fake news,0.43710920214653015
faltuu,0,0,10/17/2015 12:38:32 PM,believes the fake news,0.518158495426178
n also u can find pictures of salman sharukh amir bacchan ajay n so on ..continue ...,0,0,10/17/2015 06:46:42 PM,neutral,0.4988456666469574
I doubt.NASA too.,0,0,10/17/2015 04:59:35 PM,neutral,0.6666848659515381
"Admin a big Salute to you for posting this on to your page.....Wow
-_-",0,0,10/17/2015 02:27:47 PM,neutral,0.6647363305091858
https://scontent.fnap3-1.fna.fbcdn.net/v/t39.30808-6/463278906_8111392662297998_1848906471048037669_n.jpg?stp=dst-jpg_s526x296_tt6&_nc_cat=100&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=4YgF6FUpolcQ7kNvgF_H9iM&_nc_zt=23&_nc_ht=scontent.fnap3-1.fna&_nc_gid=AgHSlV-2cqmRDmlTzbbbM8P&oh=00_AYBWc_qMU-Jb9PvWwaEK-UgRB7nZ3kiPW8oDsJZZxhj23w&oe=67A00C9E,1,0,10/17/2015 12:46:51 PM,neutral,0.383817195892334
https://m.facebook.com/photo.php?fbid=748300078607330&id=100002820343898&set=a.104598402977504.5194.100002820343898&_rdr,0,0,10/17/2015 12:45:12 PM,neutral,0.5214863419532776
"God is everywere! God can maked everything! These world is not made by us !  We will see so maney a unknowns objects.So, we need study about anythings.",0,0,10/17/2015 05:59:43 PM,criticizes the fake news,0.4125159680843353
What a joke...  This coming from northeast today? Don't dumb yourself down.,0,0,10/17/2015 04:18:06 PM,criticizes the fake news,0.47840580344200134
This is bullshit. ..,0,0,10/17/2015 12:54:17 PM,criticizes the fake news,0.5270439386367798
like crop circle,0,0,10/19/2015 05:18:47 AM,neutral,0.6063603758811951
It shows the time tells us about the time is nearer for The LORD JESUS coming. ..,0,0,10/18/2015 11:50:00 AM,neutral,0.408236026763916
I find it very hard to believe that someone can actually say this kind of thing.,0,0,10/17/2015 03:59:45 PM,believes the fake news,0.42889049649238586
It's a formations of rock,0,0,10/17/2015 02:09:21 PM,neutral,0.7936506867408752
What are these sighting guys smoking man? I want some of it too!,0,0,10/18/2015 08:23:56 AM,criticizes the fake news,0.6355643272399902
thats my grandpa laura!!!!....,0,0,10/17/2015 07:02:11 PM,criticizes the fake news,0.45326393842697144
human biengs are too fast in assuming things... funny,0,0,10/17/2015 03:48:21 PM,believes the fake news,0.3942376375198364
dats no Buddha...whos sayin its buddha..its a huge stone,0,0,10/17/2015 03:15:12 PM,neutral,0.5444625020027161
any prove,0,0,10/17/2015 01:59:18 PM,criticizes the fake news,0.5848222970962524
looks more like a topless woman taking a shit...,0,0,10/18/2015 01:23:29 PM,criticizes the fake news,0.6574509739875793
Sadu....sadu....sadu... bek poran bola guun sugiee oudok.,0,0,10/18/2015 04:01:57 PM,neutral,0.6036493182182312
Hhhhhhh   it seem s  dead cat  lol,0,0,10/18/2015 03:04:46 PM,believes the fake news,0.5433828234672546
"you khon bae terang.....you dont know anything nowaday wad its happen in this world ....n u dont worship the word of buddha...n i think u guy u worship those animals like cow,goat,stone etc",0,0,10/18/2015 01:41:55 PM,criticizes the fake news,0.38652125000953674
i saw its got a monster d***,0,0,10/18/2015 12:53:02 PM,criticizes the fake news,0.5201369524002075
jokes of the day,0,0,10/18/2015 04:04:52 AM,neutral,0.5226470828056335
Penlay hey,0,0,10/17/2015 02:04:28 PM,neutral,0.8060949444770813
That could be an giant mammoth's poop's.,0,0,10/17/2015 01:43:31 PM,neutral,0.4681064784526825
There's something or what????,0,0,10/21/2015 12:01:59 PM,criticizes the fake news,0.37738725543022156
"Dear frnds a match between barcelona n r.madrid will b played on mars !!
hurry tickets limited !",0,0,10/18/2015 06:15:44 PM,criticizes the fake news,0.5862401723861694
cr*p resolution,0,0,10/18/2015 01:11:56 PM,criticizes the fake news,0.37079864740371704
God forbid the rover get more then 30 feet away from these pictures.,0,0,10/18/2015 12:48:23 PM,criticizes the fake news,0.6167728304862976
Looks like the giant space worm from Empire strikes back,0,0,10/18/2015 10:59:13 AM,criticizes the fake news,0.7344948053359985
it doesn't even looks like human beings lol,0,0,10/17/2015 08:52:57 PM,criticizes the fake news,0.5332743525505066
Even northeast today is posting fake news,0,0,10/17/2015 08:42:20 PM,criticizes the fake news,0.7886362671852112
It's all bogus n is just made to confuse people. It's just like Lord Ganesh drinking milk...,0,0,10/17/2015 08:07:19 PM,criticizes the fake news,0.879991352558136
sob pagla hol....earth t ki ki ase heituye najne ..atiya aku march t ki ase sabo ahise ...tezpur niba lagbo,0,0,10/17/2015 06:15:49 PM,neutral,0.3832343518733978
Mayb he has been watching lots of this fiction movies dis days.. lol..,0,0,10/17/2015 02:13:59 PM,believes the fake news,0.5080336928367615
proud to be Buddhist,0,0,10/17/2015 12:44:42 PM,neutral,0.7681428790092468
Don't gve imprtnt in worshipng such things...coz u ll nt gain any..instead blfe  in God...n worship him wit ol ur heart..he is our super hero,1,1,10/17/2015 12:43:26 PM,neutral,0.596836268901825
"Bill Clinton says ""it looks like a bare breasted woman.

https://scontent.fnap3-1.fna.fbcdn.net/v/t39.30808-6/466913853_10233989709194430_1699785876923247282_n.jpg?stp=dst-jpg_p350x350_tt6&_nc_cat=103&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=H06N5eKcx3MQ7kNvgEhYEkP&_nc_zt=23&_nc_ht=scontent.fnap3-1.fna&_nc_gid=AR2YrmxGvpxZrfuyDDRPLpa&oh=00_AYAPhFYFkuuJjxGcUszpLZTGQPbv3E_85h0uyeBDg__swg&oe=67A02E50",0,0,10/18/2015 04:27:08 PM,believes the fake news,0.5501055717468262
So this is where the Taliban sent the Bamiyan Buddhas?,1,0,10/18/2015 06:36:57 AM,criticizes the fake news,0.7232815623283386
This? Oh this is us discovering the LAST planet we destroyed by inhabiting it.,0,0,10/18/2015 03:01:28 PM,believes the fake news,0.45605984330177307
No No... Its my statue. Haha Hillarious,0,0,10/17/2015 06:37:34 PM,neutral,0.572393000125885
https://scontent.fnap3-2.fna.fbcdn.net/v/t39.30808-6/459798703_3697695693812710_6425738932121540985_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=p8cOVcD0gjoQ7kNvgEn5sPi&_nc_zt=23&_nc_ht=scontent.fnap3-2.fna&_nc_gid=AlkzeSnikB9qc7Sm-mcNQcs&oh=00_AYD4T-PGfsbgeTM8qfz89uxHw1lM0onQC3vUMOqTsOErag&oe=67A02F79,7,0,10/17/2015 01:37:16 PM,criticizes the fake news,0.39929133653640747
lol..,0,0,10/17/2015 12:35:12 PM,neutral,0.46068039536476135
if it's yes or no.it has been a chapter of history,0,0,10/18/2015 05:38:34 PM,neutral,0.6213141679763794
doesn't look like buddha at all,0,0,10/18/2015 01:42:25 PM,criticizes the fake news,0.6024433374404907
Why Buddha it's not the size of a blimp,0,0,10/18/2015 12:52:18 PM,criticizes the fake news,0.40964317321777344
namo budhhay,0,0,10/18/2015 12:17:43 PM,neutral,0.9107908010482788
আৰু এইয়া যদি সঁচা হয় তেনে হলে তাত পৃথিৱীবাসীয়ে মাটি কিনাৰ আশা বাদ দিয়াই ভাল।,0,0,10/18/2015 12:15:25 PM,neutral,0.5920753479003906
ধুলিৰ বতাহেনো কি কৰিব নোৱাৰে?,0,0,10/18/2015 12:10:51 PM,neutral,0.6663849353790283
"Anyone can say anything,",0,0,10/18/2015 05:06:05 AM,neutral,0.7675812840461731
Who saw buddha?? It looks lyk a dick to me,0,0,10/17/2015 09:48:34 PM,criticizes the fake news,0.5786195993423462
Praise Budha,0,0,10/17/2015 03:07:55 PM,neutral,0.8960826992988586
Islam Is True Religion,0,0,10/17/2015 02:47:31 PM,neutral,0.5061577558517456
Yes Picture is not clear man,0,0,10/17/2015 01:54:53 PM,criticizes the fake news,0.3538270592689514
100 % fake.,0,0,10/17/2015 01:20:44 PM,criticizes the fake news,0.5530929565429688
Fake,0,0,10/18/2015 10:56:15 AM,criticizes the fake news,0.5577608346939087
https://scontent.fnap3-1.fna.fbcdn.net/v/t39.30808-6/465395385_9164254503599402_3618353574416909953_n.jpg?stp=dst-jpg_s526x395_tt6&_nc_cat=100&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=FYzln_tgh3QQ7kNvgE-cT34&_nc_zt=23&_nc_ht=scontent.fnap3-1.fna&_nc_gid=A70_YbZ84OTiqDz3ZvOr1gO&oh=00_AYA23uxJNJHjKTcZvZ9GNKZF-hNUyPzkCXX7uKB7IUh9Gg&oe=67A025D3,0,0,11/01/2015 06:43:16 PM,neutral,0.37706229090690613
https://scontent.fnap3-2.fna.fbcdn.net/v/t39.30808-6/464525681_8647629538617653_3617001676848562591_n.jpg?stp=dst-jpg_p417x417_tt6&_nc_cat=108&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=YpJCGTVa2aAQ7kNvgFAIeED&_nc_zt=23&_nc_ht=scontent.fnap3-2.fna&_nc_gid=A70_YbZ84OTiqDz3ZvOr1gO&oh=00_AYAHnmvDkd7QEbu-PiRvfTSPoWZZ9SRLSqxPDZLdbKrFrQ&oe=67A02DDD,3,0,10/17/2015 01:19:16 PM,neutral,0.3833126425743103
https://scontent.fnap3-1.fna.fbcdn.net/v/t39.30808-6/466485495_10232635576139039_5596473817267483536_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=rNQ0yEfq_IQQ7kNvgHxwHdA&_nc_zt=23&_nc_ht=scontent.fnap3-1.fna&_nc_gid=A70_YbZ84OTiqDz3ZvOr1gO&oh=00_AYCOQKy3_omOA_GrVoypdHteMAb-uwi9BCWM--YqxsraTA&oe=67A00B78,0,0,10/18/2015 11:46:11 AM,criticizes the fake news,0.3893619477748871
https://scontent.fnap3-1.fna.fbcdn.net/v/t39.30808-6/463212843_8216892915086989_6047306572289237338_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=QvsHTj9IausQ7kNvgHT--gM&_nc_zt=23&_nc_ht=scontent.fnap3-1.fna&_nc_gid=A70_YbZ84OTiqDz3ZvOr1gO&oh=00_AYDI-yT8oYcXSm8GNgaLDcKlpxMASTFG7mBGnbXY2uTbHg&oe=67A027B1,0,0,10/17/2015 10:28:53 PM,neutral,0.37901023030281067
https://scontent.fnap3-2.fna.fbcdn.net/v/t39.30808-6/464238993_27314882614825706_6460983992020493047_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=F5j6VPl-sekQ7kNvgF3rcmT&_nc_zt=23&_nc_ht=scontent.fnap3-2.fna&_nc_gid=Acqe2H_EYl8Cem-ZGB_DZlT&oh=00_AYBP547Jkxn_EOl5-nlUAOCKOFmn0_b-_gkZBt84-8logQ&oe=67A02595,0,0,10/17/2015 03:43:21 PM,criticizes the fake news,0.39905327558517456
wtf,0,0,10/17/2015 06:43:25 PM,believes the fake news,0.49467265605926514
A ho,0,1,10/17/2015 03:39:12 PM,neutral,0.7714657187461853
Haha,0,0,10/17/2015 01:44:25 PM,neutral,0.377754271030426
https://scontent.fnap3-2.fna.fbcdn.net/v/t39.30808-6/464698337_8835154426536678_5282878493111911701_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=qTIxbPd2pz4Q7kNvgEStiwh&_nc_zt=23&_nc_ht=scontent.fnap3-2.fna&_nc_gid=Acqe2H_EYl8Cem-ZGB_DZlT&oh=00_AYBdCdFT5mdqu38M7dpseYT0HWCsfrgQGisdK4n2AqCWLw&oe=67A00B9A,0,0,10/18/2015 02:41:00 PM,criticizes the fake news,0.3762727379798889
7561kms. northeast 70°la and 68°lo you will find statue of Krishna and radha.!,0,10,10/17/2015 12:39:20 PM,neutral,0.44992777705192566
it luk like Kingkong is laying egg,0,0,10/17/2015 07:02:41 PM,believes the fake news,0.698675811290741
Jaysinh Deshmukh Kartavaya Anand,1,0,10/18/2015 10:44:40 AM,neutral,0.6303138732910156
Nauman Abbasi Reiza Ahmad Adib Sharief,0,0,10/18/2015 10:45:07 AM,neutral,0.6663041710853577
रति शिवा,0,0,10/18/2015 10:39:36 AM,neutral,0.621300220489502
Crystal Yi Xu,0,0,10/17/2015 01:34:31 PM,neutral,0.7276003956794739
Wipawan Gee,0,0,10/17/2015 01:09:45 PM,neutral,0.8295166492462158
