Content,ReactionsCount,SubCommentsCount,CommentAt,stance,confidence
"Andrew Davies Radge Pot Singh Craig Williams Robert Matge Steven Burgoyne not sure how legit this is, but for sure it seems more legit than a certain new group member 🤣 miss you guys!",2,34,03/23/2024 02:30:21 AM,criticizes the fake news,0.41835278272628784
John Jackson,0,1,03/25/2024 01:58:34 AM,neutral,0.6979060173034668
Inman Campbell dive trip? 🤣😎,1,0,03/23/2024 04:39:09 AM,believes the fake news,0.44320863485336304
Atlantis,0,0,03/23/2024 02:13:27 PM,neutral,0.7288256287574768
Carel Shoates,1,0,03/25/2024 03:22:40 AM,neutral,0.736426830291748
Niwat Mekhintharasombat,1,0,03/24/2024 12:16:14 PM,neutral,0.6615270972251892
Eric Howell,0,0,03/25/2024 11:53:41 AM,neutral,0.7481595277786255
Diego Raphael,2,0,03/23/2024 03:41:06 AM,neutral,0.7296832799911499
Dave Carrington,0,0,03/24/2024 01:29:47 PM,neutral,0.7080241441726685
Ivan Vidaković,0,0,03/24/2024 07:41:34 PM,neutral,0.6472867131233215
David Pinney,0,0,03/22/2024 11:28:37 PM,neutral,0.7503219842910767
Pietro Maccioni,1,0,03/23/2024 08:55:44 PM,neutral,0.7218970656394958
Rick Marler,0,0,03/24/2024 07:05:48 PM,neutral,0.6686307787895203
Albert Król,1,0,03/22/2024 11:12:24 PM,neutral,0.7686876654624939
Tacee Jones,0,0,03/23/2024 01:47:30 PM,neutral,0.7016587257385254
Paweł Józak,0,4,03/22/2024 11:30:44 PM,neutral,0.7220675349235535
Jacob Wiewiorra Lysdal,1,0,03/23/2024 04:25:24 PM,neutral,0.7099083065986633
Johnny Van Fossen,1,0,03/23/2024 05:04:28 PM,neutral,0.6054720878601074
Karla Rodrigues,0,0,03/23/2024 09:55:47 PM,neutral,0.7890918254852295
Karolina Ryło,0,0,03/25/2024 12:01:45 PM,neutral,0.808134138584137
Б. Энххүслэн,2,0,03/22/2024 11:28:30 AM,neutral,0.7041023373603821
💜💜💜,0,0,03/23/2024 01:05:28 AM,neutral,0.6958666443824768
Fugazy￼,0,0,03/22/2024 05:09:38 PM,believes the fake news,0.45284271240234375
Fascinant❣️,0,0,03/25/2024 12:37:40 AM,neutral,0.4107733368873596
Fantastique,0,0,03/27/2024 02:08:46 PM,neutral,0.4062809348106384
😂😂😂😂,0,0,03/23/2024 03:20:47 PM,criticizes the fake news,0.41027408838272095
Right........uh-hun,5,0,03/22/2024 07:05:42 PM,neutral,0.7652743458747864
"Je ne pense pas que ce sont des extraterrestres mais des humains arrivés à un niveau extrêmement élevés, qui se sont peut-être détruits par des conflits et qui se sont adaptés à la vie sous terre, sous les pôles et sous océans. 😉",0,1,03/25/2024 10:08:32 AM,neutral,0.6349392533302307
Lol right,0,0,03/22/2024 08:22:14 PM,neutral,0.5169970393180847
Alessandro Queiroz,2,0,03/23/2024 05:04:02 AM,neutral,0.7298862934112549
Dont tell any body im superman hahahaha,1,0,03/22/2024 10:19:25 PM,neutral,0.4401991665363312
Atlantis,0,0,03/25/2024 10:30:37 PM,neutral,0.7288256287574768
😂,1,0,03/23/2024 01:21:25 PM,criticizes the fake news,0.37497758865356445
Live it alone 😔 Father forgive them🙏🏽,5,1,03/24/2024 05:19:06 PM,neutral,0.3645186126232147
Mike Palmer,0,0,03/23/2024 02:56:24 AM,neutral,0.6911891102790833
Julius Papanikolas Bermuda driehoek,0,0,03/24/2024 04:18:45 PM,neutral,0.7276041507720947
Love it. We've never been alone.,12,3,03/23/2024 04:43:20 AM,neutral,0.7355315089225769
Derrick Sizer,1,0,03/24/2024 03:06:26 PM,neutral,0.6881553530693054
Ernick Christiaan Shan Bakmeyer,1,0,03/25/2024 12:49:45 AM,neutral,0.7300897240638733
The story that I heard is that this is where he was defeated in battle,1,6,03/22/2024 08:58:41 PM,criticizes the fake news,0.6689946055412292
Gitte Agregaard,0,0,03/23/2024 07:59:37 AM,neutral,0.7496744394302368
"And The Tangerine-Tyrant is an honest man.

https://external.fnap3-1.fna.fbcdn.net/emg1/v/t13/1125639282502406653?url=https%3A%2F%2Fmedia.tenor.co%2FNvYQ6uj9njAAAAAM%2Flaugh-funny.gif%3Fc%3DVjFfZmFjZWJvb2s%26t%3DAAYUXpQVK7sIWptkCAC-fw&fb_obo=1&utld=tenor.co&stp=dst-jpg_flffffff_q75_s792x792_tt6&ccb=13-1&oh=06_Q399ueIaZ8zNTi6qWKnII6tT7D51w0ZJPIGo9Aq8_AuNeY4&oe=679C25CC&_nc_sid=867500",1,1,03/24/2024 03:31:02 AM,criticizes the fake news,0.5032718777656555
Very interesting,7,1,03/22/2024 06:44:04 PM,criticizes the fake news,0.662992537021637
Michael Mark,0,0,03/26/2024 06:33:26 PM,neutral,0.7206146717071533
Ok,0,0,03/25/2024 12:13:37 PM,neutral,0.9200543761253357
What are the cords??,2,0,03/22/2024 11:19:14 PM,criticizes the fake news,0.5686274170875549
"Yes go 🤷🏻‍♂️

https://external.fnap3-1.fna.fbcdn.net/emg1/v/t13/10536280947522381717?url=https%3A%2F%2Fmedia1.tenor.co%2Fm%2FHE9zsSQN_UMAAAAd%2Ftoon-lagoon-cartoons.gif%3Fc%3DVjFfZmFjZWJvb2tfd2ViY29tbWVudHM&fb_obo=1&utld=tenor.co&stp=dst-emg0_q75_s498x498_tt6&ccb=13-1&oh=06_Q399qwUChndPB7rthK70gntTzrn2H_n1NyTSVvhDdQS6EUk&oe=679C2C3F&_nc_sid=c97757",1,0,03/22/2024 07:54:26 PM,believes the fake news,0.4468533396720886
"Isso me fez lembrar quando fui visitar meu avô. Ele colocou a mão dele no meu ombro e disse muito emocionado: meu neto, nesse mundo, algum dia, você pode ter certeza de que as pessoas, mesmo com muitas coisas pra fazer, elas ainda vão perder tempo lendo o seu comentário...e vice-versa kkkkkkkkk",0,0,03/26/2024 03:50:44 PM,believes the fake news,0.4372960031032562
😂😂😂😂😂😂,0,0,03/23/2024 11:05:56 PM,criticizes the fake news,0.43547922372817993
Talina Davisenn 🧐,1,0,03/23/2024 08:24:38 PM,neutral,0.5139595866203308
My ancestors build it there the aqua family,2,0,03/25/2024 06:53:23 PM,neutral,0.73147052526474
Don't be silly! 😂😂😂,0,0,03/21/2024 09:51:51 PM,criticizes the fake news,0.5277444124221802
So now they can see under the water near the Bermuda Triangle 👀🙄,2,1,03/26/2024 12:21:03 AM,criticizes the fake news,0.47969481348991394
More evidence,1,0,03/22/2024 01:11:58 PM,criticizes the fake news,0.6691667437553406
Seeee 😏😏,0,0,03/24/2024 12:58:04 AM,neutral,0.3790382444858551
What's the name of the water Orisha?,0,0,03/22/2024 08:57:51 PM,neutral,0.49703696370124817
Seriously????,3,1,03/21/2024 06:21:09 PM,believes the fake news,0.3941885530948639
"More planes and ships have gone missing on the Great Lakes. According to insurance reports, the Cape of Good Hope and the straits of Hermosa are far more dangerous than the supposed Bermuda triangle.",4,2,03/23/2024 03:27:32 PM,criticizes the fake news,0.8296278715133667
When we start to nuke ourselves I certainly hope the aliens know I believe in them,0,0,03/23/2024 07:07:00 AM,criticizes the fake news,0.6618707180023193
Ras Lion,0,0,03/26/2024 10:03:54 PM,neutral,0.6530759334564209
Berbulak,0,0,03/23/2024 10:36:14 AM,neutral,0.6604520678520203
Danielle Birtles,2,0,03/22/2024 11:13:35 AM,neutral,0.755977213382721
Wala lagi ko kakita pyramid sa Bermuda Triangle katong namana mi...gisalom namo tanan dira dapita do....atik pod ka admin da..😅😆🤣,1,0,03/21/2024 11:03:10 PM,criticizes the fake news,0.4353336989879608
I hear this is where Atlantis sank,0,0,03/25/2024 03:32:58 AM,criticizes the fake news,0.39280539751052856
Paula NJ Ramos,0,0,03/26/2024 02:43:23 AM,neutral,0.7333314418792725
So what size are they?,1,0,03/23/2024 10:04:10 PM,criticizes the fake news,0.40053099393844604
Is this true I'm not sure but I believe if it is true then someone out there knows about it,7,5,03/23/2024 08:08:54 PM,criticizes the fake news,0.42048028111457825
Leeann Sasser,0,0,03/26/2024 04:53:38 PM,neutral,0.7893477082252502
Hunter Pardon woe,0,1,03/25/2024 07:13:31 PM,neutral,0.4161435067653656
Cody Code,1,0,03/22/2024 05:30:51 PM,neutral,0.7608394622802734
🤣,0,0,03/23/2024 07:39:21 AM,neutral,0.38077878952026367
How is this possible when we never had a survivor to tell us what is inside of it?,35,31,03/22/2024 11:14:58 PM,criticizes the fake news,0.7263880372047424
Simon John,0,0,03/23/2024 04:58:17 PM,neutral,0.69331294298172
I saw it in a movie too,0,0,03/25/2024 05:44:29 AM,neutral,0.4342300593852997
Most be a secret pyramids 😂 😆 😝,0,0,03/22/2024 03:47:17 PM,criticizes the fake news,0.48858126997947693
Emsley Jordan Von Dette,0,3,03/22/2024 07:14:28 PM,neutral,0.6977396607398987
Estefania Alvarado Ramos,1,0,03/26/2024 02:51:04 PM,neutral,0.7566142082214355
Send Indiana Jones down there he'll figure it out,0,0,03/25/2024 01:33:00 PM,criticizes the fake news,0.4853093922138214
Pyradym.. event horizon,0,0,03/23/2024 03:39:22 AM,neutral,0.3644167184829712
It had to be something down there,0,0,03/25/2024 08:27:08 PM,criticizes the fake news,0.5021135210990906
Luana Brito,0,0,03/24/2024 04:14:08 AM,neutral,0.7619102597236633
Wow!,0,0,03/23/2024 07:41:11 PM,criticizes the fake news,0.6126592755317688
Jeffrey Lequigan,0,0,03/25/2024 06:37:48 AM,neutral,0.7437388896942139
"Beyond the pillers of Hercules there was Atlantis, according to Plato and the Azure Islands, westwards to Bermuda and in the triangle there are many underwater ruins. Coincidentally in the Atlantic ocean where there are tectonic plates which move and cause earthquakes, as well as glaciers melting in the past. Hopefully we will find out the truth someday 👍",23,3,03/24/2024 01:37:34 AM,criticizes the fake news,0.5880337357521057
Our current technology isn't enough to find out to reveal it's secret...,0,0,03/26/2024 10:04:22 AM,criticizes the fake news,0.4622674882411957
I just heard about this and then  ot even a full 5 minutes later I seen the same story but it was in lake Michigan,0,0,03/26/2024 02:32:48 AM,criticizes the fake news,0.6300481557846069
ये नही हो सकता,0,0,03/22/2024 04:25:27 PM,neutral,0.49568963050842285
Humans are nosy.Obviously it's underwater for a reason,0,0,03/23/2024 03:33:40 AM,neutral,0.470074325799942
Wow,0,0,03/23/2024 05:09:22 PM,criticizes the fake news,0.5729307532310486
X una manciata di like 😎che fantasia 😂✌,0,0,03/23/2024 01:35:13 PM,believes the fake news,0.5006130933761597
"Right, and they are gonna give submersable touurs",2,1,03/23/2024 05:18:44 AM,neutral,0.5110452175140381
"They say in 1975 -76 on a late night talk show that they discovered a pyramid and Bermuda triangle , ￼but on one side is a whole big enough for a full size submarine to fit through, but was to deep to go!!   Now they found a second pyramid????",0,0,03/25/2024 05:30:35 AM,criticizes the fake news,0.712239146232605
It's about time someone found them. I've known about them for almost 10 years now. They date back to the time of Lumeria and caused the fall of Atlantis or human consciousness depending on how you see that event occurrence.,7,4,03/22/2024 11:40:27 PM,criticizes the fake news,0.46047869324684143
"Lol.....There's nothing but NASA rockets their...that's their dumping site! 
Research Flat earth ❤️",0,0,03/23/2024 03:01:18 AM,criticizes the fake news,0.554891049861908
C.A.P,0,0,03/22/2024 10:51:14 PM,neutral,0.657655656337738
100 percent right,0,0,03/24/2024 05:06:43 PM,criticizes the fake news,0.6224349141120911
I’m gonna offer this like Kodak Black said “lemme drive da boat” - so give me a boat an let’s find out!,5,0,03/23/2024 11:48:02 AM,neutral,0.5412801504135132
"Existe portais q quando entra em harmonia ressonante para mundos diferentes é possível essa passagem, foi assim q vieram para criar a guerra de Órion, desse jeito também que os Maias saíram daqui, a ressonância Shulman tem q ter uma determinada frequência, e a velocidade de rotação do magma planetário tem q ter a msm ressonância, aí esses portais vibram como taças de cristal como se estivesse movimentando pela nota musical, elas não rompem, mas se abrem e o trânsito é possível.",1,0,03/25/2024 10:25:08 AM,neutral,0.35691699385643005
Alien,0,0,03/26/2024 07:09:56 AM,criticizes the fake news,0.3986477851867676
Luiz Gustavo,1,1,03/23/2024 01:50:59 PM,neutral,0.7592546343803406
"If true,that would be the greatest.discovery",0,0,03/24/2024 01:53:46 PM,criticizes the fake news,0.6342824697494507
Rafael Carvalho,0,0,03/25/2024 01:48:38 AM,neutral,0.7134237885475159
Whatever,0,0,03/22/2024 09:12:55 PM,neutral,0.9663415551185608
Been my theory since a kid!!!,6,2,03/25/2024 04:47:42 PM,criticizes the fake news,0.45447736978530884
"Manureva
Disparu
Dans
Cette
Zone",0,0,03/22/2024 09:14:42 PM,neutral,0.7047438621520996
Good break it and find out who's hiding in the thing .,0,0,03/22/2024 11:16:41 PM,criticizes the fake news,0.6371132731437683
Ryan Mowdyn,0,0,03/23/2024 12:05:32 AM,neutral,0.6977697610855103
Ça fait longtemps qui les on découvertes mais lol …. Découverte du mur de chine allô,1,0,03/22/2024 04:37:54 PM,neutral,0.4026654362678528
Must be third...,0,0,03/22/2024 08:35:08 PM,believes the fake news,0.3814171552658081
Roberta Rey,0,0,03/24/2024 09:48:57 AM,neutral,0.8016822934150696
We know as God's what was done to our Ocean titan,16,0,03/22/2024 06:46:34 AM,criticizes the fake news,0.5499074459075928
To čtu poprvé.,0,0,03/22/2024 04:00:38 PM,neutral,0.7793675065040588
I remember this from in search of or some other show from the 90s when I would of watched reruns. Super interesting.,1,0,03/22/2024 05:59:50 PM,criticizes the fake news,0.6533893942832947
Victor Oyekan,0,0,03/25/2024 10:32:33 PM,neutral,0.6376605033874512
Lpm,0,0,03/22/2024 09:27:50 PM,neutral,0.8090646266937256
Lies!!!!! Lmfaoo,8,0,03/22/2024 07:39:35 AM,criticizes the fake news,0.6120419502258301
Ok lol🤔🤪,0,0,03/25/2024 09:30:03 AM,neutral,0.6440744400024414
I wondered when they would find them..now they have the power for clean energy.only problem they still don't know the order of alignment..,2,0,03/22/2024 11:27:21 PM,criticizes the fake news,0.46607962250709534
Kayla Bottomm Cotto,1,0,03/25/2024 09:18:47 PM,neutral,0.7690539360046387
Wow,0,0,03/24/2024 12:35:00 AM,criticizes the fake news,0.5729307532310486
Robert Bruce,0,0,03/23/2024 11:31:00 PM,neutral,0.6883359551429749
"I knew it had to be something in that area to many unexplained things just happen there all the time, and they only just thought about going down to see what is down there, that makes me say ummm y the wait?",3,2,03/24/2024 05:03:19 PM,criticizes the fake news,0.485337495803833
"Let's say they are there. We are coming out if an ice age. Water levels have been rising for over 10,000 years. Antarctica was a forest before the ice age.( core samples show plant and tree materials).  We have other sunken coastal cities around the globe at the same depths.

Theirs zero evidence that they are not made by humans.",0,3,03/23/2024 06:32:42 AM,neutral,0.44586896896362305
The Bermuda triangles were also all the rockets land from space,5,0,03/23/2024 01:29:06 PM,criticizes the fake news,0.37038105726242065
Alex O'Brien hmmmmmm,0,0,03/24/2024 01:33:23 PM,neutral,0.3508853018283844
Cristal...🤣🤣🤣,0,0,03/22/2024 02:20:38 PM,neutral,0.4953583776950836
A muito tempo foi descoberto !!,1,1,03/23/2024 07:08:42 PM,criticizes the fake news,0.6669087409973145
Location send me please 😜,0,0,03/23/2024 05:47:53 PM,neutral,0.3679669499397278
The only thing strong enough to do what the Bermuda triangle does is a crystal and people are just figuring this out now? I've had my hutch for years!!,6,7,03/22/2024 10:19:30 PM,criticizes the fake news,0.62421053647995
What... When,0,0,03/26/2024 03:46:19 PM,criticizes the fake news,0.4056720435619354
"Bruh, Rashad Jamal told us about this a couple years ago, now all of a sudden, there’s a discovery😂",16,4,03/22/2024 12:56:55 AM,criticizes the fake news,0.5794206857681274
Are you really sure🤔😂,3,0,03/21/2024 10:35:23 PM,criticizes the fake news,0.7073673605918884
Its there. Bimini Pyramids.,0,0,03/22/2024 05:57:26 PM,neutral,0.808091938495636
Wow - got to go one up on Egypt - 'crystal' no less .....,0,0,03/23/2024 01:24:01 PM,criticizes the fake news,0.4962032437324524
🤣🤣 si si dentro ci abita il principe maurice del cocoricò 🤣🤣🤣🤣,0,0,03/25/2024 04:23:36 PM,criticizes the fake news,0.46381455659866333
"What are the geographic coordinates, please.",1,0,03/23/2024 04:55:31 AM,neutral,0.4256134331226349
"Last night I found a Blue Gnome, he came close and told me he knows where is a portal who leads to another dimension.",2,2,03/23/2024 10:51:49 PM,criticizes the fake news,0.4726659953594208
OMG and if you zoom in you see cows grazing and pig's flying.,3,0,03/22/2024 02:26:22 PM,criticizes the fake news,0.5084235668182373
Prove it.,0,0,03/24/2024 09:27:11 PM,criticizes the fake news,0.7716967463493347
We know that the earth is flat that's why😁😁😂😂😂😂,0,0,03/23/2024 01:14:04 AM,criticizes the fake news,0.6317064166069031
"I discovered the ""Bahamian Rectangle"" and it hides THREE giant crystal pyramids 💪💪",0,0,03/25/2024 05:52:21 AM,criticizes the fake news,0.5662348866462708
Really..or another Hollywood series,2,0,03/22/2024 11:11:59 AM,criticizes the fake news,0.485446572303772
Dayane Faria,0,0,03/23/2024 08:24:47 PM,neutral,0.7235392332077026
3**,0,0,03/21/2024 07:07:06 PM,neutral,0.7789456844329834
Energy,0,0,03/25/2024 08:18:29 PM,neutral,0.5614111423492432
Really?!,0,0,03/23/2024 07:07:49 PM,criticizes the fake news,0.4505848288536072
When's the expedition?,0,0,03/23/2024 04:48:01 PM,neutral,0.5630107522010803
Rashad Jamal talked a lot about this!!!,10,6,03/23/2024 01:35:01 AM,criticizes the fake news,0.5163816213607788
Ema Lou,0,0,03/23/2024 09:51:38 AM,neutral,0.672308623790741
Really,0,0,03/23/2024 04:54:04 PM,neutral,0.5440305471420288
They said 2 but i can see 3. They are fool😂,0,0,03/23/2024 02:32:52 PM,criticizes the fake news,0.5402342081069946
Makes sense,2,0,03/22/2024 06:15:57 PM,neutral,0.8484758734703064
I know it's 20 years before I said 20 years before there in bermuda tryangle have 1 way going to other side in our universe that is invisible and many powers there for security,5,1,03/23/2024 01:57:31 AM,criticizes the fake news,0.43088793754577637
The great flood..,2,1,03/24/2024 06:49:39 PM,neutral,0.4844072461128235
I new there was a reason y plans and ships couldn't go out there just didn't know the cause I can believe it,0,0,03/25/2024 01:03:15 AM,believes the fake news,0.4751846492290497
Una ps2,0,0,03/23/2024 02:01:25 PM,neutral,0.9143661856651306
"If so, it would explain a lot.",0,0,03/25/2024 05:46:00 AM,criticizes the fake news,0.42826202511787415
Lies,0,0,03/22/2024 08:41:45 PM,criticizes the fake news,0.4991108179092407
Show me,0,0,03/23/2024 03:58:34 AM,neutral,0.5506227612495422
Aun no se ven...son de cristal,0,0,03/24/2024 01:08:40 AM,neutral,0.7105966806411743
Source ?🤔,0,0,03/23/2024 04:12:46 AM,neutral,0.38252872228622437
💯 BS,0,0,03/23/2024 02:57:11 AM,criticizes the fake news,0.5781086683273315
https://external.fnap3-1.fna.fbcdn.net/emg1/v/t13/17840144526712607718?url=https%3A%2F%2Fmedia2.giphy.com%2Fmedia%2FWf4OAMTAGWaEo%2Fgiphy.gif%3Fcid%3D999aceacpw6med5hnz63mx8crr0exei5ush8o9lb9mvkwszp%26ep%3Dv1_gifs_search%26rid%3Dgiphy.gif%26ct%3Dg&fb_obo=1&utld=giphy.com&stp=dst-emg0_q75_s245x160_tt6&ccb=13-1&oh=06_Q399WZEpQn4ls1YszIf5kycUxDuyhwTrnRLpF_41DrlGTtM&oe=679C2A16&_nc_sid=c97757,0,0,03/26/2024 09:41:24 AM,neutral,0.4387716054916382
The found the location of the shaman king fight ￼,24,1,03/22/2024 08:24:18 PM,criticizes the fake news,0.47250789403915405
Quand même l'armée dit qu'il ont perdu des avions sans savoir où il sont .....,0,0,03/23/2024 11:52:17 AM,criticizes the fake news,0.6544941067695618
There was an episode one time  I don’t remember the name but it showed some divers and you could see them,0,0,03/25/2024 08:33:00 PM,neutral,0.485338032245636
Funny how all the people taking these pictures seem to be using a Flip phone Camera from 2005,0,0,03/23/2024 02:18:26 AM,criticizes the fake news,0.46530672907829285
Stefan Laureys,0,0,03/24/2024 08:22:11 PM,neutral,0.6963692307472229
