Content,ReactionsCount,SubCommentsCount,CommentAt,stance,confidence
What happened to Erich von Däniken's Chariots of the gods? Years ago I watched a debate between him and a professor from Harvard university. He lost because myths don't count in today's reality,2,0,03/10/2023 10:03:08 AM,criticizes the fake news,0.5981324315071106
Sa fait des années que je croyais qu'il s'agit de têtes seulement,0,0,03/10/2023 12:41:28 PM,neutral,0.5798395276069641
C’est pour nous faire comprendre qu’ils en avaient plein le dos de la bêtise humaine ! 😏🤨😉,1,0,03/10/2023 06:16:04 AM,criticizes the fake news,0.7212887406349182
This is exactly the same in my house when I look in the mirror. My head is old and haggered and the body is covered up not to expose the white floppy bits,1,0,03/10/2023 05:25:19 PM,neutral,0.6370853781700134
I wwuld have to see it with mown eyes before I believe this  Photoshop is excellent,1,1,03/09/2023 10:27:08 PM,criticizes the fake news,0.43149226903915405
Incroyable la partie enterrée,0,0,03/10/2023 10:11:42 AM,criticizes the fake news,0.6798125505447388
A very beautiful TRICK photography. It's fake.,0,0,03/10/2023 10:09:19 AM,criticizes the fake news,0.7098076939582825
Such old crafts will help us to proof that bible is translated correctly or not by traslators.,1,1,03/10/2023 09:31:09 AM,neutral,0.5382891893386841
"Para Mi que la tierra tenía menos tierra años atrás, todas las estatuas o casi todas las estatuas y/u  piedras, tumbas, ruinas, pirámides, ciudades casi enteras bajo tierra,  siempre lo he pensado desde que era un niño, pero Mis maestres Me tentaron por un niño de mucha imaginación...",1,0,03/10/2023 07:21:23 PM,criticizes the fake news,0.4615743160247803
"Incredible.  Would love to see this place and many other unexplained wonders, some day.",0,0,03/10/2023 06:30:45 PM,neutral,0.46770617365837097
"To everyone that’s interested in Easter island, read books written by Dr John Loret. He was a friend of mine who passed away maybe 10 years ago. I think he was one of the worlds experts on Easter island. ￼",0,0,03/13/2023 12:54:59 AM,neutral,0.49524128437042236
Good lord.....!!!,0,0,03/09/2023 10:28:31 PM,criticizes the fake news,0.523462176322937
"Eu sempre pesei isso
Demoraram muito pra escavarem e descobrirem

https://scontent.fnap3-2.fna.fbcdn.net/v/t39.1997-6/330811743_1398609210978148_6488027312609750130_n.webp?stp=dst-webp_tf0-1&_nc_cat=110&ccb=1-7&_nc_sid=72b077&_nc_ohc=4EDkpsqxT8wQ7kNvgE6ZUgu&_nc_zt=26&_nc_ht=scontent.fnap3-2.fna&_nc_gid=A2TeKuugcqZMi4t5Bi6nLqr&oh=00_AYB5Tdw0Ng6halUdqzycHy4QiFgDI7xKAn-ofKhaW9G62w&oe=67A00EAA",0,0,03/10/2023 01:55:12 AM,believes the fake news,0.4873168170452118
"Gente isso não é uma descoberta rescente, a arqueologia descobriu isso a Anos, não seria um trabalho muito inteligente ver as estatuas e não ter escavado em volta.",0,0,03/10/2023 01:34:48 PM,criticizes the fake news,0.5293060541152954
I can’t understand why this type of article keeps circulating. Most of the statues aren’t buried and never have been buried. People have always known they were full bodies. This is incorrect information.,0,0,03/11/2023 12:05:53 AM,criticizes the fake news,0.6473614573478699
Very interesting!!!!,0,1,03/10/2023 06:58:43 PM,criticizes the fake news,0.6799119114875793
I didn't know that!,0,0,03/10/2023 09:25:50 AM,criticizes the fake news,0.49365532398223877
and it was discovered just now... How come it was not known until now.... how strange,0,0,03/10/2023 03:52:00 AM,criticizes the fake news,0.5559599995613098
"Absolutely beautiful !    Gotta love the history of our planet. !
Please don’t let the IDIOTS near it that have destroyed the American history in the form of removal or total destruction.  ——-All without ACCOUNTABILITY.",0,0,03/10/2023 02:46:23 PM,believes the fake news,0.49567288160324097
I just want to know how they were able to make these an so many that size . Amazing,0,0,03/10/2023 04:18:27 PM,criticizes the fake news,0.4459965229034424
"If you see these, go see the Tera Cotta Warriors.  Literally thousands of them, and not one is a duplicate.  All different down to finger nails and shoes.  Circa 210 BC.  Horses, chariots, warriors, cooks archers etc.",1,1,03/10/2023 02:14:33 AM,criticizes the fake news,0.3942687511444092
Was that depth of soil deposited by weather to a height of roughly 15 to 20 feet since they were originally erected? Or did the dig soil extraction follow an old rectangular hole that they dug to part-bury the statues?,0,2,03/10/2023 12:10:51 AM,criticizes the fake news,0.6482551097869873
"Were once above ground, tectonic movement/ volcanic activity buried them???",0,0,03/10/2023 12:29:44 AM,criticizes the fake news,0.5011496543884277
"É, somos muito mais antigos por esta Terra!!!",0,0,03/10/2023 09:33:06 PM,criticizes the fake news,0.42017579078674316
I love the carvings!,0,0,03/10/2023 06:04:49 PM,neutral,0.8034112453460693
All those ladies still smiling and know how cold they just made him and gents are loving how quickly they dug him out and how work hard the women worked🤣🤣,0,0,03/10/2023 03:01:40 PM,criticizes the fake news,0.5903292298316956
A lifelong fascination. Great shot. 🎶❤️🎶,0,0,03/10/2023 08:45:40 PM,neutral,0.5810362100601196
I like how we can how the statues would have looked like in their prime with their surface untarnished by time. Very very cool indeed!,0,0,03/10/2023 08:33:33 AM,neutral,0.7119218707084656
This is astounding -- but not really -- but it is.  HOW did that much earth get piled up?  Were the statues 'buried' partially?,1,1,03/10/2023 02:57:32 AM,neutral,0.757544219493866
"Amazing! Thank you for sharing, son. ❤️",0,0,03/10/2023 01:25:58 AM,criticizes the fake news,0.5684692859649658
"I often wonder if they have always been buried and once used to sit on the surface, and were buried over time ???  ￼",0,0,03/11/2023 08:30:40 AM,neutral,0.5486888885498047
This is where they were carved and abandoned before use.  The finished ones are the set up on podiums in lines along the coast lines...and all have bodies and have been seen with bodies for centuries.  This is NOT news or a find in any way.,17,2,03/08/2023 08:56:22 PM,neutral,0.7811898589134216
In the past that sculpture was covered in soil but the erosion shift the dirt off the sculpture face,0,0,03/11/2023 12:10:53 PM,neutral,0.6823740005493164
Thor Heyerdal.Found that out in the 40s',1,0,03/09/2023 01:14:10 PM,neutral,0.502223789691925
Too bad they didnt bring their pet dinosaurs inside when the asteroids hit earth.,0,0,03/10/2023 04:17:27 AM,criticizes the fake news,0.6738325953483582
"I think the all-time most famous stones were ￼Mick, Keith, Charlie, and Ronnie.",1,0,03/13/2023 06:10:06 AM,neutral,0.4105265140533447
Visited this place more than 20 year ago…This have been known all along… it is sad that they have disrupted them… the earth actually protected the additional carvings on the Moai body…,0,0,03/10/2023 01:17:43 AM,criticizes the fake news,0.7659822702407837
Gobekli Tepe was intentionally buried. The bodies of these Easter Island masterpieces were undoubtedly intentionally buried also. The burial certainly preserved their art work.,0,0,03/10/2023 05:42:01 PM,criticizes the fake news,0.4368579387664795
Great to know - more to learn all the time,0,0,03/10/2023 02:31:34 AM,neutral,0.6824749112129211
Are those bat-mitten rackets tucked into the back of his belt ??  ; - ),1,0,03/10/2023 02:12:27 AM,criticizes the fake news,0.5718925595283508
But it’s a special place.  Why couldn’t that have just left it alone,0,0,03/09/2023 07:25:08 PM,criticizes the fake news,0.420253187417984
Looks like patterns on the back of the statue. I never realised that these statues had so much detail on them.,0,0,03/11/2023 02:04:52 PM,neutral,0.6045905947685242
Je Suis MCO LA TINTING OZONE ALLUMÉ LA LUMIÈRE LUXUEUSEMENT POUR MOI DRISSA MAINTENANT 13-SUIS-MOI 🤩🤩🤩🤩🤩🤩🤩,0,0,03/13/2023 01:49:15 PM,neutral,0.48880666494369507
AMAZING! Talk about judging a book by its cover!😮,3,1,03/09/2023 10:01:16 PM,criticizes the fake news,0.7935635447502136
And epigraphy! What are the carved symbols on its back? Do they have meaning?,2,1,03/08/2023 07:45:23 PM,criticizes the fake news,0.6825406551361084
"Hard to believe it took so long to see the rest of the statues, esp with all the laser technology",0,0,03/10/2023 02:54:57 AM,neutral,0.452573299407959
Wow! I love the Badminton rackets,0,0,03/10/2023 03:13:31 AM,neutral,0.7627987861633301
"Hello, I'm from Chile.  The island is called RAPA NUI now.",0,0,03/15/2023 03:15:44 AM,neutral,0.5891707539558411
I think that all of them all over the island were buried to the same place on thier necks makes this story a bit suspicious if not an outright scam,0,0,03/10/2023 06:25:15 PM,criticizes the fake news,0.8782578706741333
Super pic. Amazing pic. Nice wee thong on him and two tennis rackets tucked in. 😂,1,0,03/09/2023 10:35:51 PM,neutral,0.43019506335258484
"You mean no one else ever dug down to see f there was a body!?!
The hippo teeth are really in odd positions. I guess they are affective on plants!",0,0,03/10/2023 09:14:20 PM,criticizes the fake news,0.6195995211601257
That IS amazing!,0,0,03/09/2023 03:02:10 PM,criticizes the fake news,0.5629645586013794
"What else could there be??maybe by digging a little deeper they could find something else like tombs or if they can get an actual age of the statue's and calculate how much dirt has covered them, because if you remove the dirt you would also need to remove some of the water,then project a line of view from the statue's to see what there looking at,could be a giant chess board ???",0,1,03/10/2023 07:12:48 AM,criticizes the fake news,0.5047776699066162
"It suggests that the people of the area at time were large and intelligent.

https://external.fnap3-1.fna.fbcdn.net/emg1/v/t13/14745190789980440298?url=https%3A%2F%2Fmedia.tenor.co%2FOVXf5baMK3QAAAAC%2Fsupervivencia-al-desnudo-fernanda-perez.gif%3Ft%3DAAX2f2HHhFsKviJFsAnJ1Q%26c%3DVjFfZmFjZWJvb2s%26itemid%3D25758860&fb_obo=1&utld=tenor.co&stp=dst-jpg_flffffff_q75_s792x792_tt6&ccb=13-1&oh=06_Q399h3G-uoAQh0BOxqB8vCnjnDP4xhRMgujBs-i_0guNyMA&oe=679C1ED9&_nc_sid=867500",0,0,03/09/2023 11:49:42 PM,believes the fake news,0.40145015716552734
This guy was a barber he's got a pair of scissors   stuck in his belt,0,0,03/10/2023 10:29:38 AM,neutral,0.5052824020385742
So amazing the creative of mankind god bless 🙏🙏🙏,0,0,03/09/2023 08:34:05 PM,neutral,0.5925634503364563
Love the tennis rackets,0,0,03/09/2023 07:09:45 PM,neutral,0.8311817049980164
Extraordinary discovering can anybody decipher the raining on the back great work thank you,0,0,03/10/2023 10:31:53 PM,criticizes the fake news,0.4726184904575348
Eu sempre achei que tivesse não sei como más sabia.,0,0,03/10/2023 07:35:50 PM,neutral,0.4480380713939667
"Les hieroglyphes gravés sur leur dos praaient enfin devoiler leurs secrets. Alors specialistes et savants de tous bords,qui assuraient que ces statues n'etaient que des tetes...Il en est de ces gens ce qu'ils sont encore aujourd'hui des commentateurs de teles ,des savants es-covid ,des conseillés politiques.",0,0,03/11/2023 10:23:38 AM,believes the fake news,0.5040342807769775
This is groundbreaking news as much as the Sphinx in Egypt being buried under sand. 🙄,2,1,03/09/2023 05:15:45 AM,criticizes the fake news,0.7020422220230103
I believe we already knew that.  Many pics of the bodies just saying.  However awesome what y'all are doing.,0,0,03/10/2023 08:22:47 AM,believes the fake news,0.40572890639305115
Little did we know. I am happy permeation was given to excavate these statues.,0,0,03/10/2023 07:33:28 PM,criticizes the fake news,0.43879932165145874
"Bom não intendo nada de geologia mas observando as laterais da escavação vejo acúmulo dos sedimentos então podemos estimar quanto tempo foi erguido estes monumentos, o que co tradiz o tempo descrito por alguns especialistas!",0,0,03/10/2023 10:37:36 AM,neutral,0.6932767629623413
"This knowledge is FAR from recent, it has been known for at least 70 years, I have photos of this dating back to the1950’s. Have we b come so dumbed down that nothing is taught any more!",0,0,03/10/2023 03:34:32 AM,criticizes the fake news,0.4614420533180237
"Alors, on ne peut dater un minéral par contre avec les strates alluviales il est possible de déterminer à un ou deux siècles près leur mise place et zu passage, effectuer une analyse de champ électromagnétique pour comprendre que ceci a été déplacé par anti gravitation",0,0,03/09/2023 09:22:37 PM,neutral,0.6376407146453857
"Thank you for showing us all these treasures ,would be great if we had more knowledge about these rocks ,,",0,1,03/10/2023 12:44:52 AM,neutral,0.6589794754981995
Wow! If a person mind never wondered who would have ever known. The mind is an an amazing place don’t waste it 😊,0,0,03/10/2023 02:15:29 AM,criticizes the fake news,0.43335339426994324
"Judging by the line between above and beneath the soil, I would guess they were deliberately buried. Mystery !",0,0,03/10/2023 09:45:59 AM,criticizes the fake news,0.4662472605705261
"These figures were actually standing closer to the grade, 1000's of years earlier the sea level increased carrying billions of tons of sand and sediment,  these statues were buried by time, not Man.
farmer jim",7,4,03/09/2023 07:00:25 PM,criticizes the fake news,0.44450634717941284
FRED AND I WENT TO EASTER ISLAND 4-5 YRS AGO. THERE'S ONLY ONE PLANE IN AND OUT EACH DAY!! IT WAS WONDERFUL! THEY HAD SIGNS AROUND TELLING YOU WHERE TO GO IN CASE OF A TSUNAMI. ( LIKE ANY PLACE ON THAT ISLAND WOULD BE SAFE),1,2,03/09/2023 08:13:23 PM,criticizes the fake news,0.44122424721717834
These are amazing,0,0,03/10/2023 03:50:14 AM,criticizes the fake news,0.5384069085121155
holy smokes!!! I would love to see stuff like this in person!!!!!,1,1,03/10/2023 11:51:51 PM,criticizes the fake news,0.7337844371795654
I would imagine that these huge and heavy stone figures have been sinking into the soft ground on Easter island for thousands of years. I'm not sure how old these stone figures really are.,0,0,03/10/2023 02:08:26 AM,neutral,0.46963176131248474
It took long to figure out there was more to just a head. Yeah great job 👏 someone decided hey that’s dirt down some more,0,0,03/10/2023 04:04:23 AM,criticizes the fake news,0.5355947017669678
Wahou ! Encore plus impressionnant que ce qu'on connaissait. Magnifique travail de ceux qui ont creusé pour découvrir que les têtes avaient un corps. Magnifique travail aussi du peuple qui a dressé ces belles statues,2,0,03/09/2023 12:19:08 PM,criticizes the fake news,0.5358152389526367
Would love to see these..look at the carvings on the stones..,0,0,03/09/2023 10:19:45 PM,neutral,0.6854051947593689
Amazing that we’re just finding this out!,0,0,03/10/2023 09:09:29 AM,criticizes the fake news,0.6106981635093689
That’s amazing !!!,0,0,03/10/2023 03:19:55 AM,criticizes the fake news,0.5623120665550232
We have a summer place there...,1,0,03/09/2023 06:41:10 PM,neutral,0.6865782737731934
We visited Rapa Nui and had the pleasure of viewing hundreds of these Maoi. They are amazing and the local history is fantastic to hear about. A much different story than we have been told.,0,0,03/12/2023 04:04:30 PM,criticizes the fake news,0.48350948095321655
"Have memories of this fantastic place, we spent a couple of weeks there. A stop over between Sydney and Chile.",0,0,03/14/2023 08:51:09 AM,neutral,0.6175659894943237
What amazes me is the amount of dirt that has accumulated around them.,0,0,03/12/2023 02:11:44 PM,neutral,0.44458791613578796
Any body thought maybe extretaresstial involvment  as with other items on Earth  No stones on that island    pyramids   mutcha ( cant spell it ) puchu     lines in deserts  temples carved into rockface ? Thousands of years ago mind    without pnumatic drils  lifting equitment etc   ( just my opinion ),0,0,03/10/2023 04:39:21 AM,neutral,0.6572763323783875
￼ Noah and the great flood. That’s h￼ow they were ￼ buried!,0,1,03/10/2023 12:03:51 PM,criticizes the fake news,0.35911789536476135
Still a mystery How this big structures were built and moved around.various examples of similar things in south Americas and other parts of the world...,0,0,03/10/2023 07:45:06 AM,neutral,0.5005992650985718
As a teenager read Thor Heyerdahl books.  I knew they had bodies. Also red top knots.  To make the statues the Islanders chopped down all the trees to move the huge blocks of stone. Plus they killed each other.  Read his book Aku Aku.,0,0,03/09/2023 11:44:11 PM,criticizes the fake news,0.44468480348587036
"And backpacks w breathing apparatus from the looks of it too, as well as those curly wire earpieces…",0,0,03/10/2023 02:43:10 AM,criticizes the fake news,0.6453725099563599
"I have been to Easter Island, a most amazing place.",0,0,03/10/2023 05:32:33 PM,neutral,0.4678563177585602
Layers of soil dug is heaped over centuries. There could be more fossil remainders at the level where whole body of image stands.,0,0,03/10/2023 12:09:31 AM,neutral,0.5449786186218262
"Wow, it just took 336 years to figure out? Looks like someone alone could have dug this hole in a few days.",0,0,03/11/2023 10:11:22 AM,criticizes the fake news,0.5612020492553711
So why hadn’t the build up of soils continued to completely cover them? Seems they were covered to this point all at a single occurrence!,0,0,03/09/2023 05:51:46 PM,criticizes the fake news,0.5984185338020325
So much under our feet and we have no idea..Amazing find..,0,0,03/10/2023 07:30:09 AM,neutral,0.469699889421463
"Is this article a wind up ? Every statues body is on show , apart from the ones buried by the quarry !!!!",0,0,03/10/2023 10:57:19 AM,criticizes the fake news,0.8585891723632812
I always miss the Easter Inland and M.V.Regent Oat. I stayed there about 2 months in 1983.,0,0,03/09/2023 11:32:20 PM,neutral,0.5495491027832031
Incredible! Who knew they carried a couple of tennis rackets in their waistbands? Or is that a giant pair of scissors?,0,0,03/10/2023 08:56:42 PM,criticizes the fake news,0.5697382688522339
I thought this was obvious. Why would they do just a portion of the head when so many others were clearly full figures? I assumed they were buried over the years of island storms and moving sand.,0,0,03/10/2023 12:28:17 PM,criticizes the fake news,0.5328069925308228
Looks like they have their pickleball paddles handy.,1,0,03/09/2023 11:39:10 PM,neutral,0.5326939225196838
It just shows what a couple of thousand years of plant matter and dust deposits can build up the depth that hides the statues,4,0,03/09/2023 11:49:33 AM,neutral,0.7994274497032166
"Were they buried up to their necks, or did the island get covered with dirt somehow? Either way, it is still a mystery.",0,0,03/10/2023 03:05:11 AM,criticizes the fake news,0.4530002772808075
Amazing it took anyone this long to figure this out.,0,0,03/14/2023 04:33:06 PM,criticizes the fake news,0.5671215057373047
I have visited this island in 2011 on my around the world trip. Very interesting island,0,0,03/13/2023 09:18:34 PM,neutral,0.4182192087173462
and nice stone work. Looks like they played badminton or something,1,0,03/09/2023 03:43:02 PM,neutral,0.7141433358192444
Absolutely amazing!,0,0,03/11/2023 07:52:09 AM,criticizes the fake news,0.6332996487617493
"That’s awesome, they are so big it’s amazing to see them like that.",0,0,03/10/2023 07:32:52 AM,neutral,0.749144434928894
Didn't see this story on Good Morning America with Michael Strahan doing a mini documentary about the Island! HUH!,0,0,03/12/2023 01:30:08 AM,criticizes the fake news,0.7283803820610046
Incredible and what an amazing find. Thank you!,0,0,03/10/2023 02:00:01 AM,neutral,0.45992815494537354
What sizes of shoes have they found?,2,0,03/10/2023 09:01:24 AM,criticizes the fake news,0.41886675357818604
Interesting engraving on the back.  Never seen that in any of the books or tv shows.,0,0,03/10/2023 02:31:05 AM,criticizes the fake news,0.5056948065757751
By the looks of the growth on it’s head… the statue appears to be lichen the situation.,2,0,03/09/2023 12:13:03 PM,neutral,0.3674844205379486
When the customer in front at the store insists on paying for groceries with coins.,0,0,03/10/2023 07:02:44 PM,criticizes the fake news,0.3927854299545288
"Je ne comprends toujours pas comment elles sont arrivées là et comment elles ont été enterrées , a moins qu 'il y ait eu un tsunami qui a tout recouvert !😎",0,0,03/10/2023 10:23:29 PM,believes the fake news,0.4495539665222168
"I don't want to sound funny, but maybe there are things that should be left undiscovered, we had corona, lots of other pandemics, what if something completely different awaited us there that we couldn't cope with....",0,1,03/10/2023 11:14:26 AM,neutral,0.7926185131072998
I believe the statues to be much older that we are led to believe as shown by the amount of soil build up that half buried them . Perhaps part of the more ancient Lemuria,0,0,03/12/2023 10:55:23 AM,criticizes the fake news,0.5311182141304016
Just proves there was a great flood. Possible explanation how they were covered when the waters settled.,7,2,03/09/2023 04:58:19 PM,criticizes the fake news,0.44641339778900146
MashaAllah everything is so so beautiful 😍 .Tahniah Niza and family.,0,0,03/10/2023 10:01:05 AM,neutral,0.549675703048706
That rewrites the whole story then.,0,0,03/10/2023 11:27:52 PM,criticizes the fake news,0.7972139120101929
Seen some of these before. Amazing. c.,0,0,03/10/2023 05:27:51 AM,neutral,0.423075795173645
