Content,ReactionsCount,SubCommentsCount,CommentAt,stance,confidence
"Ultra Rare. 
One foot, six toes AND a giant. He was probably albino too.",5,3,10/29/2025 03:49:57 PM,neutral,0.36290204524993896
"I love that the giant took a single step and then hopped into the sea, never to touch land again.",6,0,10/29/2025 03:50:17 PM,neutral,0.537367582321167
1 foot print? Did he hop on the foot and fly away?,3,0,10/29/2025 03:51:05 PM,criticizes the fake news,0.5092944502830505
Toe prints AND tread marks. That's some fancy footwear.,3,0,10/29/2025 03:51:11 PM,neutral,0.3897033631801605
"The most of the weight would be under the big toe (though the ""big toe"" isn't very a big toe at all lmao). That's the least looking footprint I've seen yet",3,0,10/29/2025 03:51:13 PM,neutral,0.36643171310424805
I’ve always wondered why it’s always one single footprint.  Wouldn’t you expect a trail of them?  More than one at the very least?,4,2,10/29/2025 03:54:03 PM,neutral,0.42746517062187195
Doesn't look fake at all!,1,0,10/29/2025 03:54:13 PM,criticizes the fake news,0.5406214594841003
That is funny - respect to the creators of that.,1,0,10/29/2025 03:56:29 PM,criticizes the fake news,0.356090247631073
That's it im officially stupid now! All these posts have made me dumber!,1,0,10/29/2025 03:56:43 PM,criticizes the fake news,0.6196848154067993
Proof of giants or perfect illusion carved by lava and time. Definitely one of those two choices,1,0,10/29/2025 03:57:12 PM,criticizes the fake news,0.7098894119262695
Well the giant obviously has skin with square scales.  Dur.  😁,2,0,10/29/2025 04:02:27 PM,believes the fake news,0.3639223873615265
The giant only needed to take one step on Earth to nope out back into Giantland,3,0,10/29/2025 04:04:17 PM,neutral,0.3682241141796112
Six toes!,0,0,10/29/2025 04:04:50 PM,criticizes the fake news,0.39231643080711365
"ok, but is it made with peach cream and filling?",1,0,10/29/2025 04:05:17 PM,criticizes the fake news,0.4651431441307068
"Sparked a debate for me.
How stupid is the average person who believes this?",0,0,10/29/2025 04:05:52 PM,criticizes the fake news,0.6789057850837708
https://external-fco2-1.xx.fbcdn.net/emg1/v/t13/487042408393866033?url=https%3A%2F%2Fmedia1.tenor.co%2Fm%2F3ySbY2xHpBMAAAAC%2Faliens.gif&fb_obo=1&utld=tenor.co&stp=dst-emg0_q75_s128x128_tt6&_nc_gid=8QRomaGbsFea3pcBx_gJ_w&_nc_oc=Adk4_VDY4Jei1fWv9v-1IzUwzmCgxYN4BpvG_jCLX5Mizq-Aa74HMYHaudlgBvpnMIw&ccb=13-1&oh=06_Q3-4ARmO6PNtNLP4_WzPEEPFk5RIjr290Ag2TLKBF0C1KEl2&oe=690FED4A&_nc_sid=c97757,1,1,10/29/2025 04:07:37 PM,criticizes the fake news,0.36723044514656067
Amazing after an area has inhabited for thousands of years they just found this sitting perfectly on the surface in 2025!,3,3,10/29/2025 04:07:48 PM,neutral,0.5326630473136902
My bet is that it was Zeus,1,0,10/29/2025 04:08:09 PM,believes the fake news,0.398326575756073
One single footprint on its own,1,0,10/29/2025 04:11:23 PM,neutral,0.8126794099807739
Just the one foot though,2,0,10/29/2025 04:11:25 PM,neutral,0.8014500141143799
Open toed boots at that lol,3,0,10/29/2025 04:12:26 PM,criticizes the fake news,0.3474704921245575
"I had a friend who was a regular giant human. He spent a lot of time with another criminal friend. They worked as a team in the campgrounds of the camping areas of California. He was ""Big Foot""!  A very intimidating person who terrorized many, without the costuming. Size 16 feet. Big Foot would enter the campsite. The people would run. He and his friend cleaned out the campsite of what they needed. ""A real sighting"" he is on film as well!",0,1,10/29/2025 04:14:50 PM,criticizes the fake news,0.40586331486701965
Are these scientists in the room with us right now?,1,3,10/29/2025 04:17:23 PM,criticizes the fake news,0.6844894886016846
Fake.,0,2,10/29/2025 04:18:49 PM,criticizes the fake news,0.5631893277168274
"Giant apparently wearing shoes with a definite tread pattern too, amazing they make trainers in that size",4,2,10/29/2025 04:21:05 PM,criticizes the fake news,0.47297346591949463
We're all doooomed 😳,2,0,10/29/2025 04:21:21 PM,criticizes the fake news,0.5401955842971802
But the most important question is: are scientists baffled?,2,1,10/29/2025 04:28:44 PM,criticizes the fake news,0.5858452916145325
"""a perfect illusion"" 😂",2,0,10/29/2025 04:29:28 PM,criticizes the fake news,0.5523635745048523
"Those are, in fact, the only two possibilities. There is no way people created it.",0,0,10/29/2025 04:30:20 PM,criticizes the fake news,0.5536469221115112
Not even good AI.,0,0,10/29/2025 04:30:22 PM,neutral,0.6290001273155212
So you mean to tell me there's been a thirty foot humanoid figure running around and all we've found is ONE footprint?,0,0,10/29/2025 04:31:48 PM,criticizes the fake news,0.8359073400497437
He took one step then flew away,0,0,10/29/2025 04:33:07 PM,neutral,0.7477229833602905
Can you imagine the dump that guy takes?,1,1,10/29/2025 04:35:09 PM,criticizes the fake news,0.641751766204834
Somebody’s grandfather is totally believing this.,0,0,10/29/2025 04:36:51 PM,criticizes the fake news,0.5641317963600159
fake,0,0,10/29/2025 04:37:47 PM,criticizes the fake news,0.5521827936172485
"Alright guys, this evidence is just too solid, time to pack it up and go home!",1,0,10/29/2025 04:37:55 PM,criticizes the fake news,0.8465750813484192
https://scontent-fco2-1.xx.fbcdn.net/v/t15.5256-10/567593315_1697729220887892_8614568047777495975_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=a6c039&_nc_ohc=r8KuRPZRxocQ7kNvwGZvLoq&_nc_oc=Adk97lDKeEqknAr02pynVvQytsLLhoXbXdL7DkA247VcIE6mED5F8ri0IxiZ-HgFwJo&_nc_zt=23&_nc_ht=scontent-fco2-1.xx&_nc_gid=rROdZYvfnrmvEXtdf4cyRQ&oh=00_AfhwPrU2JQqN2GChuNuZemTOmvESrWOBWZ-h19R3-g_Llg&oe=69140A5A,5,0,10/29/2025 04:38:31 PM,neutral,0.38921722769737244
Waffle stomper feet!,0,0,10/29/2025 04:38:42 PM,criticizes the fake news,0.5620307922363281
"6 toes.
Must be from Norfolk.",4,2,10/29/2025 04:41:04 PM,neutral,0.5749794244766235
Carved by AI,1,0,10/29/2025 04:42:52 PM,neutral,0.6313995122909546
🧢,0,0,10/29/2025 04:44:16 PM,neutral,0.6912928223609924
With 6 toes lol,1,0,10/29/2025 04:49:30 PM,neutral,0.36416083574295044
"""Footprint""? So it took one step and disappeared?",0,0,10/29/2025 04:50:01 PM,neutral,0.4533134698867798
"Yeah, we gotcha Polyphemus!",0,0,10/29/2025 04:51:55 PM,believes the fake news,0.5063840746879578
https://external-fco2-1.xx.fbcdn.net/emg1/v/t13/11496461443938199633?url=https%3A%2F%2Fmedia1.tenor.co%2Fm%2FkUDefs69epsAAAAC%2Fsuikoden-suikoden-2.gif&fb_obo=1&utld=tenor.co&stp=dst-jpg_flffffff_q75_s396x396_tt6&_nc_gid=cWDFKIPj9hfUdPzXv79oUg&_nc_oc=Adm2nSFE5d-BVk47amcI9Hu-sjOqx-edEJlpNREGixTQ8Edjsq0UIhpVV0xBG1kI_dY&ccb=13-1&oh=06_Q3-4Act-rFb4OAKvXQ-LdyMIxC6vfCiRC2T8WlXi9PZzg9o8&oe=69100F42&_nc_sid=867500,1,0,10/29/2025 04:54:22 PM,neutral,0.3786378502845764
"Every day's a school day , I never knew giants had 6 toes! 🤣",1,0,10/29/2025 04:54:35 PM,criticizes the fake news,0.5285236835479736
https://scontent-fco2-1.xx.fbcdn.net/v/t39.30808-6/571169860_10162662524462058_820093880033663945_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=106&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=9WlDT0I9TOoQ7kNvwESF4Rk&_nc_oc=AdnJ8vVbLD5IqpCQ_mxH_wNXFc7jHx-G1_YNhT_JOUsdBKbsbApZUaWmjDmZ_ramXr8&_nc_zt=23&_nc_ht=scontent-fco2-1.xx&_nc_gid=cWDFKIPj9hfUdPzXv79oUg&oh=00_AfimfqdZ9cdz5i0eGWDsC-sTnW4iifAHYTq8uVtIaQyrGA&oe=6913DEBD,1,0,10/29/2025 04:57:00 PM,neutral,0.3719220757484436
Can see the grid lines guys,0,0,10/29/2025 04:58:21 PM,neutral,0.4373524785041809
"If AI ever learns how to draw anything, all of this humor will become tragic.",2,0,10/29/2025 05:02:20 PM,criticizes the fake news,0.5908869504928589
"Invisible giant. Since Etna is an active volcano, this footprint has to be very fresh, or it would have been buried, in a few years, max - since this giant did not show up on any webcam or tourists' or guides' photos, nor any security camera of the Etna funicular for example, he she or they MUST be invisible. M. O. T. I wonder what the giant eats? As Etna is surrounded by farms and towns, it must be fed by humans. Perhaps the restaurants give out their left over pasta?",1,1,10/29/2025 05:02:53 PM,believes the fake news,0.36729511618614197
That’s not even a basic understanding of human anatomy….jfc,2,0,10/29/2025 05:08:24 PM,criticizes the fake news,0.7546904683113098
"An unusual case of ""AI could actually have done that better""",0,0,10/29/2025 05:18:15 PM,neutral,0.4093717336654663
Lava?  That looks like sand...,0,0,10/29/2025 05:18:41 PM,neutral,0.39657920598983765
"🎼 It’s a six-toed, barefoot, giant gullible-gobbler.. 🎶",4,0,10/29/2025 05:24:24 PM,believes the fake news,0.6184597611427307
Are people truly so gullib...oh. Never mind.,1,0,10/29/2025 05:28:26 PM,believes the fake news,0.41581618785858154
Ew giants wear those creepy toe shoes,1,0,10/29/2025 05:33:21 PM,criticizes the fake news,0.5291293859481812
Or mnore bad Ai.,0,0,10/29/2025 05:36:56 PM,criticizes the fake news,0.39506280422210693
SCIENTISTS DIVIDED,0,0,10/29/2025 05:41:57 PM,neutral,0.5096610188484192
The proof,0,0,10/29/2025 05:46:09 PM,criticizes the fake news,0.7085525989532471
Sweet sandcastle!,0,0,10/29/2025 05:49:28 PM,neutral,0.8255107998847961
Don’t you know? Giants invented those wading shoes with the toes.,0,0,10/29/2025 05:51:15 PM,criticizes the fake news,0.40587204694747925
"And there is only one of them so, was it also one legged? Because that would be a sight to see",0,0,10/29/2025 05:56:36 PM,criticizes the fake news,0.6907445788383484
Looks like he was wearing Nikes.,1,0,10/29/2025 06:02:24 PM,neutral,0.6773515939712524
Just one? Was it hopping?,0,0,10/29/2025 06:05:14 PM,criticizes the fake news,0.4366547465324402
A giant from Norfolk apparently,0,0,10/29/2025 06:09:13 PM,neutral,0.36466869711875916
Turns out geology actually is important to learn in school...,0,0,10/29/2025 06:10:06 PM,criticizes the fake news,0.6810439229011536
Amazing. Just one foot. One big foot. Great.,0,0,10/29/2025 06:14:10 PM,neutral,0.6231558322906494
Definitely not made using a square tamping tool,0,0,10/29/2025 06:15:42 PM,neutral,0.49748966097831726
“Scientists” are divided.,0,0,10/29/2025 06:17:40 PM,criticizes the fake news,0.47823265194892883
Funny its just the one...,0,0,10/29/2025 06:19:09 PM,neutral,0.4287073016166687
Just one? Did they hop everywhere?,0,0,10/29/2025 06:25:44 PM,criticizes the fake news,0.5411052107810974
"Giant also had six toes, and all the same size.",0,0,10/29/2025 06:26:03 PM,neutral,0.5002262592315674
Scientists are baffled at people’s inability to see AI or their willingness to believe anything.,1,0,10/29/2025 06:27:01 PM,criticizes the fake news,0.5748352408409119
"Ah yes. A skyscraper sized humanoid that dwells in relatively open terrain, that we have never managed to glimpse. 🤔",0,1,10/29/2025 06:41:28 PM,criticizes the fake news,0.42242690920829773
So there were one legged giants back then? With 6 toes?,0,0,10/29/2025 06:44:29 PM,criticizes the fake news,0.4797787368297577
That's just Wilt Chamberlain,0,0,10/29/2025 06:46:07 PM,neutral,0.9212620258331299
Lmao the tire tracks on the footprint,0,0,10/29/2025 06:52:22 PM,neutral,0.3947086036205292
I don’t think scientists are divided over this,0,0,10/29/2025 06:53:42 PM,neutral,0.6369267702102661
My name is Inigo Montoya and I am looking for the six toed giant that killed my father,0,0,10/29/2025 06:54:31 PM,criticizes the fake news,0.5963461399078369
That ancient giant could’ve really benefitted from some modern moisturizer,0,0,10/29/2025 06:57:11 PM,criticizes the fake news,0.6279345750808716
"Awww, giants wore barefoot shoes. I bet they had their hair done in a giant man-bun.",0,0,10/29/2025 06:57:20 PM,neutral,0.394800066947937
It’s 💩,0,0,10/29/2025 06:59:26 PM,criticizes the fake news,0.38483601808547974
"And it’s just one? Expertly preserved? Perfectly? I assume God himself brought his leg down from the heavens, stamped his foot here, and raised it back up into heaven.

Or we have a one-legged, VERY high- and far-jumping giant.",0,0,10/29/2025 07:01:33 PM,believes the fake news,0.4402706027030945
Too many toes. Clearly artificial,0,4,10/29/2025 07:02:21 PM,criticizes the fake news,0.47503462433815
Are those Merrell?  Hey if he hikes like he does im trusting Bigfoot with footwear help.,0,0,10/29/2025 07:03:17 PM,neutral,0.3718700110912323
Look at the treads. They must have had barefoot shoes.,1,0,10/29/2025 07:19:29 PM,neutral,0.4630659818649292
Wow I didn't know the bottom of giants foot had tire prints,0,0,10/29/2025 07:23:12 PM,criticizes the fake news,0.5510746836662292
"The people who made it didn't bring a broom to sweep over the ""treads"" left by the garden tamper?

Not AI.  That artist worked a LOT to make that work.  Very nice work as well; it will stay a while in fine pumice.  

But a nice, stiff broom would have evened out the tamper marks and mimicked skin lines.  Perhaps they weren't finished yet? 

At any rate, impressive work! That took more than an hour or two!",0,0,10/29/2025 07:39:13 PM,criticizes the fake news,0.4388141632080078
"It also left a shoe print, which means we have to assume that Vibram makes shoes for them and haven't been telling us about it.",0,0,10/29/2025 07:46:34 PM,neutral,0.4682304859161377
"6 toes? Does he happen to have 6 fingers on his right hand?

https://external-fco2-1.xx.fbcdn.net/emg1/v/t13/5270200910233196401?url=https%3A%2F%2Fmedia2.giphy.com%2Fmedia%2Fv1.Y2lkPTk5OWFjZWFjZ2x3cXhyZGhubmM0bnRidnI1aWd0emVrcWNtOTMycjQ1c2ttNzN2bSZlcD12MV9naWZzX3NlYXJjaCZjdD1n%2Fl1J9HZ1tyyIbPxFHG%2Fgiphy.gif&fb_obo=1&utld=giphy.com&stp=dst-emg0_q75_s396x214_tt6&_nc_gid=WzFOHpU5qXQSN6qyJXU8fw&_nc_oc=AdnKJvfMXpQirmYu8iB6DUMnw40M2ad35KlLDwR5GvrNiPeG8DhvNocIZXd7WQj93gY&ccb=13-1&oh=06_Q3-4AQcbd3HfNrGWEWalqORSenwkl4kAX6L2GhIpS1Afmrpd&oe=6910042D&_nc_sid=c97757",2,0,10/29/2025 07:55:11 PM,believes the fake news,0.4718722701072693
"One: it has 6 toes
Two: you can see the skid steer tracks",1,0,10/29/2025 07:57:50 PM,believes the fake news,0.4512808620929718
Well that’s the dumbest thing I have seen today.,0,0,10/29/2025 07:59:38 PM,criticizes the fake news,0.5918570160865784
And a ball of its foot on both sides,0,0,10/29/2025 08:06:07 PM,criticizes the fake news,0.5425263047218323
Americans are even more stupid than i thought from the beginning.....,0,0,10/29/2025 08:09:57 PM,believes the fake news,0.4299819767475128
What more proof do you need???,1,0,10/29/2025 08:18:10 PM,criticizes the fake news,0.6127979159355164
"A ""digital"" fraud in two senses.",2,0,10/29/2025 08:35:35 PM,criticizes the fake news,0.7029211521148682
I bet it had the Nike brand on the sole,0,0,10/29/2025 08:57:17 PM,criticizes the fake news,0.3846900761127472
https://scontent-fco2-1.xx.fbcdn.net/v/t39.30808-6/571422057_3750294321942604_5713956548538246815_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=9choZh-HxfEQ7kNvwFu-XdQ&_nc_oc=AdkLt7eSYpha873olTcYfEQfi669DJw733IplpuCDYo9-4x1IbbFk8uP8D3Z9zPHERs&_nc_zt=23&_nc_ht=scontent-fco2-1.xx&_nc_gid=WzFOHpU5qXQSN6qyJXU8fw&oh=00_Afh1-LKMl1QV39AKKOvHKpxQNSGUc_AD-5uZjCTuH4KpSg&oe=6913F223,1,0,10/29/2025 09:11:08 PM,neutral,0.40965786576271057
It's amazing how these giants only ever make one footprint. Maybe the next one is on the moon and then another on mars? 🤷🏻‍♂️,1,1,10/29/2025 09:22:21 PM,neutral,0.4915747046470642
Lava is the one furthest left and Time is taking the photo.,4,0,10/29/2025 09:25:19 PM,neutral,0.5434468388557434
"""my name is Inigo Montoya.  You k!lled my father.  Prepare to d!e.""",0,0,10/29/2025 09:46:45 PM,neutral,0.43402552604675293
Love the six toes. Nice touch.,0,0,10/29/2025 09:52:06 PM,neutral,0.8025367259979248
"A quick image search reveals.....

https://scontent-fco2-1.xx.fbcdn.net/v/t39.30808-6/574114404_10163429124804146_6422095419443422828_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=Je98a5utzIkQ7kNvwEpGWur&_nc_oc=AdkR-OABkWKYOXWRl__wVuumf4MroUYdRRRl1G_rZVMxJaq_hCrAUX_R9jFEOw4W_H0&_nc_zt=23&_nc_ht=scontent-fco2-1.xx&_nc_gid=_vxwsIyHSVtsb9VSXqz2qg&oh=00_AfhInPVcPhsj0lbbR1fsoUXGBC3FMKNJeKmfTJ6XTAFVeA&oe=6913F1DE",2,0,10/29/2025 10:21:27 PM,criticizes the fake news,0.3647995591163635
"I think the earlier version with 7 toes is more realistic.

https://scontent-fco2-1.xx.fbcdn.net/v/t39.30808-6/573537227_10163429129614146_7592172992784486724_n.jpg?stp=dst-jpg_p168x128_tt6&_nc_cat=111&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=YfZhFjaRetMQ7kNvwFHI4pc&_nc_oc=AdkstKzNi7LA_gn-lhASn91UlvlRjqG3JT8zTWbXYWnAuZCAFYVvI02EOZ_-cimQrfg&_nc_zt=23&_nc_ht=scontent-fco2-1.xx&_nc_gid=_vxwsIyHSVtsb9VSXqz2qg&oh=00_Afheo0BcgzzpJYwbSfGPV2bkdYSRwuICNuEAMeObcSa8RQ&oe=6913DBCD",1,0,10/29/2025 10:22:44 PM,believes the fake news,0.45617780089378357
Hopping six toed giants.,0,0,10/29/2025 10:55:06 PM,believes the fake news,0.3726116716861725
Giants walked funny. It's difficult to get a flat impression like that,0,0,10/29/2025 10:58:54 PM,neutral,0.6634150743484497
"Imagine that, lying christians staging a hoax.

Never would guessed.",0,0,10/29/2025 11:15:02 PM,criticizes the fake news,0.698747992515564
And even more extraordinary it appears that the giant has one single foot and is capable of hopping over an entire country,0,0,10/29/2025 11:15:34 PM,criticizes the fake news,0.4552617371082306
My brother in christ...,0,0,10/29/2025 11:48:02 PM,neutral,0.7341085076332092
Good thing they’ve got 6 toes with that height they’d need it to balance 🤦‍♂️,0,1,10/30/2025 12:02:01 AM,criticizes the fake news,0.4615195691585541
"""Hilariously shitty sand sculpture entry sparks zero debate and contestant is disqualified for copyright infringement of Bigfoot""",0,0,10/30/2025 12:02:41 AM,criticizes the fake news,0.49351954460144043
Toes are too small,2,0,10/30/2025 12:26:11 AM,neutral,0.45973873138427734
"That's incredible! I was talking to all my friends about the giants that used to roam the earth, bur I'm now also having the proof!",1,0,10/30/2025 01:06:46 AM,criticizes the fake news,0.7430011630058289
The physics of six toed giants has been debunked.  See claymotion cyclops model,0,0,10/30/2025 01:21:20 AM,criticizes the fake news,0.8468530178070068
To be this stupid and think one self to be so clever,0,0,10/30/2025 01:31:47 AM,criticizes the fake news,0.6272238492965698
It's in fact the print of a giant's six balls and d*ck.,0,0,10/30/2025 02:01:03 AM,criticizes the fake news,0.6289986371994019
"6 toes and what appears to be a tread pattern

https://external-fco2-1.xx.fbcdn.net/emg1/v/t13/9507924719546405445?url=https%3A%2F%2Fmedia0.giphy.com%2Fmedia%2Fv1.Y2lkPTk5OWFjZWFjOGExbHJpMm10cmludGZ1aGs1dnkwbTdhZG00Y3dpcjhibmdwMnMxYSZlcD12MV9naWZzX3NlYXJjaCZjdD1n%2FwzxK9cmYgIPDy%2Fgiphy.gif&fb_obo=1&utld=giphy.com&stp=dst-emg0_q75_s255x245_tt6&_nc_gid=stFGL4ofxQuP5Pn4dC7OxA&_nc_oc=AdlPTkzlVaxcPf2_BrsoiXeo_n6iMZs1YkjJeXCk8FDVb6TOl2BJgALvvZKZHZJ4RAE&ccb=13-1&oh=06_Q3-4AdoeaNGxp4Mm0OxfGBhGXGR37TVGi5mtatAlElRQaP1U&oe=69101747&_nc_sid=c97757",1,0,10/30/2025 02:52:52 AM,believes the fake news,0.4300537407398224
SIX toes.,0,0,10/30/2025 04:28:04 AM,neutral,0.47708868980407715
🙄,0,0,10/30/2025 05:11:44 AM,neutral,0.4399549663066864
"See also:.""Cursed Monkey Paw Found by Midwestern Family in Moroccan Market, Ignites Interplanetary Furor"" 🙄😆

https://scontent-fco2-1.xx.fbcdn.net/v/t39.30808-6/573311286_25751324041135420_4198781619994559331_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=I8TQoJJ4TyUQ7kNvwGyo-ft&_nc_oc=AdnvBEZCOAECk_xvd5nn48epTozXRDmCRO6VP-PGnqiKFtBz3BByqKN5WZqVObe9KGw&_nc_zt=23&_nc_ht=scontent-fco2-1.xx&_nc_gid=QVpAEkyfnepiO4OzJlQWJw&oh=00_AfguNSkDEMW4aOnaiMJwEXrSJ4yHRUH9xfZ_icA1NTRidw&oe=6913E8CD",0,0,10/30/2025 05:39:56 AM,believes the fake news,0.5372723937034607
Not since mitosis have scientists been more divided.,1,0,10/30/2025 06:18:26 AM,criticizes the fake news,0.5893441438674927
"Remember, 1/1,000,000 is still division. 🤷",0,0,10/30/2025 06:26:51 AM,criticizes the fake news,0.47041910886764526
And it has 6 toes 🤣,0,0,10/30/2025 07:59:35 AM,criticizes the fake news,0.5075511336326599
Six-toe Billy,0,0,10/30/2025 09:01:15 AM,neutral,0.6255964636802673
Carved by ai and complete with 6 toes and tire marks. A giant with vibram 6 fingers shoes!,0,0,10/30/2025 09:16:35 AM,neutral,0.41616734862327576
Don't foot shame.,1,0,10/30/2025 10:19:01 AM,neutral,0.9227880239486694
That’s just a peanut wearing a pearl necklace,1,0,10/30/2025 10:27:04 AM,neutral,0.535662055015564
Its clearly sculpted in sand and it has six toes.,1,0,10/30/2025 10:28:54 AM,neutral,0.4857145845890045
Do you expect giants to go barefoot?,0,0,10/30/2025 10:30:02 AM,criticizes the fake news,0.5664992332458496
"Much as I love this group, you've gone too far this time.   I live at the foot of Etna and we all know Typhon is under it, sometimes he likes to come out and you all poke fun.  Too far guys, too far.",4,5,10/30/2025 11:08:17 AM,neutral,0.48747333884239197
I did not know that those “barefoot running shoes” came in sizes that large!,1,4,10/30/2025 01:32:24 PM,criticizes the fake news,0.6569918394088745
It scares me that the people who believe in this also probably vote.,0,2,10/30/2025 03:17:24 PM,criticizes the fake news,0.6434062719345093
All I can say is it was likely a junior school sand art project!,0,0,10/30/2025 05:24:14 PM,neutral,0.8557390570640564
They’re not even trying anymore,1,0,10/30/2025 10:32:05 PM,criticizes the fake news,0.5774014592170715
That was probably joke they did and way too many people took it seriously.  Like the tide pod challenge or trying to see the hat man with benedryl. (Please DO NOT DO THAT!!! You CAN overdose on Benadryl! Take only the recommended dose on the package or given to you by your doctor!),1,1,10/31/2025 01:50:02 AM,believes the fake news,0.5583567023277283
You know what is absolute proof ? The square-cube law and how it relates to the dimensions and physical requirements of such a massive humanoid. Very clearly shows it is not an option.,1,1,10/31/2025 05:08:15 AM,criticizes the fake news,0.5974893569946289
Are people not aware reverse image is a thing?,0,0,10/31/2025 10:15:10 AM,criticizes the fake news,0.6022909879684448
