Content,ReactionsCount,SubCommentsCount,CommentAt,stance,confidence,sarcasm_label,sarcasm_score,explanation
Wala lagi ko kakita pyramid sa Bermuda Triangle katong namana mi...gisalom namo tanan dira dapita do....atik pod ka admin da..😅😆🤣,1,0,03/21/2024 11:03:10 PM,criticizes the fake news,0.4353336989879608,non_irony,0.8461029529571533,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
I hear this is where Atlantis sank,0,0,03/25/2024 03:32:58 AM,criticizes the fake news,0.3928053975105285,non_irony,0.5305677056312561,Ambiguous or uncertain expression — may need manual review.
So what size are they?,1,0,03/23/2024 10:04:10 PM,criticizes the fake news,0.400530993938446,non_irony,0.9204227924346924,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
Is this true I'm not sure but I believe if it is true then someone out there knows about it,7,5,03/23/2024 08:08:54 PM,criticizes the fake news,0.4204802811145782,non_irony,0.9230198860168457,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
Hunter Pardon woe,0,1,03/25/2024 07:13:31 PM,neutral,0.4161435067653656,non_irony,0.6858262419700623,Ambiguous or uncertain expression — may need manual review.
🤣,0,0,03/23/2024 07:39:21 AM,neutral,0.3807787895202636,irony,0.5562785267829895,Ambiguous or uncertain expression — may need manual review.
I saw it in a movie too,0,0,03/25/2024 05:44:29 AM,neutral,0.4342300593852997,non_irony,0.6261204481124878,Ambiguous or uncertain expression — may need manual review.
Most be a secret pyramids 😂 😆 😝,0,0,03/22/2024 03:47:17 PM,criticizes the fake news,0.4885812699794769,non_irony,0.7156776189804077,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
Send Indiana Jones down there he'll figure it out,0,0,03/25/2024 01:33:00 PM,criticizes the fake news,0.4853093922138214,non_irony,0.5676723122596741,Ambiguous or uncertain expression — may need manual review.
Pyradym.. event horizon,0,0,03/23/2024 03:39:22 AM,neutral,0.3644167184829712,non_irony,0.5664076805114746,Ambiguous or uncertain expression — may need manual review.
It had to be something down there,0,0,03/25/2024 08:27:08 PM,criticizes the fake news,0.5021135210990906,non_irony,0.840552568435669,Ambiguous or uncertain expression — may need manual review.
"Beyond the pillers of Hercules there was Atlantis, according to Plato and the Azure Islands, westwards to Bermuda and in the triangle there are many underwater ruins. Coincidentally in the Atlantic ocean where there are tectonic plates which move and cause earthquakes, as well as glaciers melting in the past. Hopefully we will find out the truth someday 👍",23,3,03/24/2024 01:37:34 AM,criticizes the fake news,0.5880337357521057,non_irony,0.6183447241783142,Ambiguous or uncertain expression — may need manual review.
Our current technology isn't enough to find out to reveal it's secret...,0,0,03/26/2024 10:04:22 AM,criticizes the fake news,0.4622674882411957,non_irony,0.8538305163383484,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
ये नही हो सकता,0,0,03/22/2024 04:25:27 PM,neutral,0.4956896305084228,non_irony,0.9157522916793823,Ambiguous tone — sarcastic or humorous uncertainty.
Humans are nosy.Obviously it's underwater for a reason,0,0,03/23/2024 03:33:40 AM,neutral,0.470074325799942,non_irony,0.6852701306343079,Likely critical or skeptical language.
Wow,0,0,03/23/2024 05:09:22 PM,criticizes the fake news,0.5729307532310486,irony,0.8200824856758118,Ambiguous or uncertain expression — may need manual review.
X una manciata di like 😎che fantasia 😂✌,0,0,03/23/2024 01:35:13 PM,believes the fake news,0.5006130933761597,non_irony,0.6800834536552429,Sarcastic tone reinforced by emoji.
"Right, and they are gonna give submersable touurs",2,1,03/23/2024 05:18:44 AM,neutral,0.5110452175140381,irony,0.7503783702850342,Ambiguous or uncertain expression — may need manual review.
It's about time someone found them. I've known about them for almost 10 years now. They date back to the time of Lumeria and caused the fall of Atlantis or human consciousness depending on how you see that event occurrence.,7,4,03/22/2024 11:40:27 PM,criticizes the fake news,0.4604786932468414,non_irony,0.859332799911499,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
"Lol.....There's nothing but NASA rockets their...that's their dumping site! 
Research Flat earth ❤️",0,0,03/23/2024 03:01:18 AM,criticizes the fake news,0.554891049861908,irony,0.9560840725898743,Likely critical or skeptical language.
I’m gonna offer this like Kodak Black said “lemme drive da boat” - so give me a boat an let’s find out!,5,0,03/23/2024 11:48:02 AM,neutral,0.5412801504135132,non_irony,0.9718931317329407,Ambiguous or uncertain expression — may need manual review.
"Existe portais q quando entra em harmonia ressonante para mundos diferentes é possível essa passagem, foi assim q vieram para criar a guerra de Órion, desse jeito também que os Maias saíram daqui, a ressonância Shulman tem q ter uma determinada frequência, e a velocidade de rotação do magma planetário tem q ter a msm ressonância, aí esses portais vibram como taças de cristal como se estivesse movimentando pela nota musical, elas não rompem, mas se abrem e o trânsito é possível.",1,0,03/25/2024 10:25:08 AM,neutral,0.35691699385643,non_irony,0.9173040390014648,Ambiguous tone — sarcastic or humorous uncertainty.
Alien,0,0,03/26/2024 07:09:56 AM,criticizes the fake news,0.3986477851867676,irony,0.5313751101493835,Ambiguous or uncertain expression — may need manual review.
Been my theory since a kid!!!,6,2,03/25/2024 04:47:42 PM,criticizes the fake news,0.4544773697853088,irony,0.5506224632263184,Ambiguous or uncertain expression — may need manual review.
Ça fait longtemps qui les on découvertes mais lol …. Découverte du mur de chine allô,1,0,03/22/2024 04:37:54 PM,neutral,0.4026654362678528,non_irony,0.8887937664985657,Ambiguous tone — sarcastic or humorous uncertainty.
Must be third...,0,0,03/22/2024 08:35:08 PM,believes the fake news,0.3814171552658081,non_irony,0.8548709750175476,Possible ironic endorsement — sarcasm misinterpreted as belief.
We know as God's what was done to our Ocean titan,16,0,03/22/2024 06:46:34 AM,criticizes the fake news,0.5499074459075928,non_irony,0.6758166551589966,Likely critical or skeptical language.
I wondered when they would find them..now they have the power for clean energy.only problem they still don't know the order of alignment..,2,0,03/22/2024 11:27:21 PM,criticizes the fake news,0.4660796225070953,non_irony,0.6159344911575317,Likely critical or skeptical language.
Wow,0,0,03/24/2024 12:35:00 AM,criticizes the fake news,0.5729307532310486,irony,0.8200824856758118,Ambiguous or uncertain expression — may need manual review.
"I knew it had to be something in that area to many unexplained things just happen there all the time, and they only just thought about going down to see what is down there, that makes me say ummm y the wait?",3,2,03/24/2024 05:03:19 PM,criticizes the fake news,0.485337495803833,non_irony,0.949979841709137,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
"Let's say they are there. We are coming out if an ice age. Water levels have been rising for over 10,000 years. Antarctica was a forest before the ice age.( core samples show plant and tree materials).  We have other sunken coastal cities around the globe at the same depths.

Theirs zero evidence that they are not made by humans.",0,3,03/23/2024 06:32:42 AM,neutral,0.445868968963623,non_irony,0.5198603868484497,Likely critical or skeptical language.
The Bermuda triangles were also all the rockets land from space,5,0,03/23/2024 01:29:06 PM,criticizes the fake news,0.3703810572624206,irony,0.7482309937477112,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
Alex O'Brien hmmmmmm,0,0,03/24/2024 01:33:23 PM,neutral,0.3508853018283844,non_irony,0.6276504993438721,Ambiguous or uncertain expression — may need manual review.
Cristal...🤣🤣🤣,0,0,03/22/2024 02:20:38 PM,neutral,0.4953583776950836,non_irony,0.701704740524292,Ambiguous tone — sarcastic or humorous uncertainty.
Location send me please 😜,0,0,03/23/2024 05:47:53 PM,neutral,0.3679669499397278,non_irony,0.8822485208511353,Ambiguous tone — sarcastic or humorous uncertainty.
What... When,0,0,03/26/2024 03:46:19 PM,criticizes the fake news,0.4056720435619354,non_irony,0.8283580541610718,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
"Bruh, Rashad Jamal told us about this a couple years ago, now all of a sudden, there’s a discovery😂",16,4,03/22/2024 12:56:55 AM,criticizes the fake news,0.5794206857681274,non_irony,0.6953994631767273,Sarcastic tone reinforced by emoji.
Wow - got to go one up on Egypt - 'crystal' no less .....,0,0,03/23/2024 01:24:01 PM,criticizes the fake news,0.4962032437324524,irony,0.5826089978218079,Likely critical or skeptical language.
🤣🤣 si si dentro ci abita il principe maurice del cocoricò 🤣🤣🤣🤣,0,0,03/25/2024 04:23:36 PM,criticizes the fake news,0.4638145565986633,non_irony,0.8195961117744446,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
"What are the geographic coordinates, please.",1,0,03/23/2024 04:55:31 AM,neutral,0.4256134331226349,non_irony,0.929551899433136,Ambiguous tone — sarcastic or humorous uncertainty.
"Last night I found a Blue Gnome, he came close and told me he knows where is a portal who leads to another dimension.",2,2,03/23/2024 10:51:49 PM,criticizes the fake news,0.4726659953594208,non_irony,0.8171700239181519,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
OMG and if you zoom in you see cows grazing and pig's flying.,3,0,03/22/2024 02:26:22 PM,criticizes the fake news,0.5084235668182373,irony,0.7967640161514282,Ambiguous or uncertain expression — may need manual review.
"I discovered the ""Bahamian Rectangle"" and it hides THREE giant crystal pyramids 💪💪",0,0,03/25/2024 05:52:21 AM,criticizes the fake news,0.5662348866462708,non_irony,0.7230852842330933,Ambiguous or uncertain expression — may need manual review.
Really..or another Hollywood series,2,0,03/22/2024 11:11:59 AM,criticizes the fake news,0.485446572303772,non_irony,0.8161157965660095,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
Energy,0,0,03/25/2024 08:18:29 PM,neutral,0.5614111423492432,irony,0.691210925579071,Ambiguous or uncertain expression — may need manual review.
Really?!,0,0,03/23/2024 07:07:49 PM,criticizes the fake news,0.4505848288536072,non_irony,0.6810925602912903,Sarcastic questioning — likely expressing doubt or disbelief.
When's the expedition?,0,0,03/23/2024 04:48:01 PM,neutral,0.5630107522010803,non_irony,0.9175440669059753,Sarcastic questioning — likely expressing doubt or disbelief.
Rashad Jamal talked a lot about this!!!,10,6,03/23/2024 01:35:01 AM,criticizes the fake news,0.5163816213607788,irony,0.601218044757843,Ambiguous or uncertain expression — may need manual review.
Really,0,0,03/23/2024 04:54:04 PM,neutral,0.5440305471420288,non_irony,0.5050836801528931,Ambiguous or uncertain expression — may need manual review.
They said 2 but i can see 3. They are fool😂,0,0,03/23/2024 02:32:52 PM,criticizes the fake news,0.5402342081069946,non_irony,0.8570173978805542,Sarcastic tone reinforced by emoji.
I know it's 20 years before I said 20 years before there in bermuda tryangle have 1 way going to other side in our universe that is invisible and many powers there for security,5,1,03/23/2024 01:57:31 AM,criticizes the fake news,0.4308879375457763,non_irony,0.806797444820404,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
The great flood..,2,1,03/24/2024 06:49:39 PM,neutral,0.4844072461128235,irony,0.6454179883003235,Ambiguous or uncertain expression — may need manual review.
I new there was a reason y plans and ships couldn't go out there just didn't know the cause I can believe it,0,0,03/25/2024 01:03:15 AM,believes the fake news,0.4751846492290497,non_irony,0.7055901885032654,Possible ironic endorsement — sarcasm misinterpreted as belief.
"If so, it would explain a lot.",0,0,03/25/2024 05:46:00 AM,criticizes the fake news,0.4282620251178741,non_irony,0.6904861927032471,Ambiguous or uncertain expression — may need manual review.
Lies,0,0,03/22/2024 08:41:45 PM,criticizes the fake news,0.4991108179092407,irony,0.7508739233016968,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
Show me,0,0,03/23/2024 03:58:34 AM,neutral,0.5506227612495422,non_irony,0.575300395488739,Ambiguous or uncertain expression — may need manual review.
Source ?🤔,0,0,03/23/2024 04:12:46 AM,neutral,0.3825287222862243,non_irony,0.9373786449432373,Ambiguous tone — sarcastic or humorous uncertainty.
💯 BS,0,0,03/23/2024 02:57:11 AM,criticizes the fake news,0.5781086683273315,non_irony,0.6213428378105164,Ambiguous or uncertain expression — may need manual review.
https://external.fnap3-1.fna.fbcdn.net/emg1/v/t13/17840144526712607718?url=https%3A%2F%2Fmedia2.giphy.com%2Fmedia%2FWf4OAMTAGWaEo%2Fgiphy.gif%3Fcid%3D999aceacpw6med5hnz63mx8crr0exei5ush8o9lb9mvkwszp%26ep%3Dv1_gifs_search%26rid%3Dgiphy.gif%26ct%3Dg&fb_obo=1&utld=giphy.com&stp=dst-emg0_q75_s245x160_tt6&ccb=13-1&oh=06_Q399WZEpQn4ls1YszIf5kycUxDuyhwTrnRLpF_41DrlGTtM&oe=679C2A16&_nc_sid=c97757,0,0,03/26/2024 09:41:24 AM,neutral,0.4387716054916382,non_irony,0.9467899203300476,Ambiguous tone — sarcastic or humorous uncertainty.
The found the location of the shaman king fight ￼,24,1,03/22/2024 08:24:18 PM,criticizes the fake news,0.472507894039154,non_irony,0.7941426038742065,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
There was an episode one time  I don’t remember the name but it showed some divers and you could see them,0,0,03/25/2024 08:33:00 PM,neutral,0.485338032245636,non_irony,0.7152391076087952,Ambiguous tone — sarcastic or humorous uncertainty.
Funny how all the people taking these pictures seem to be using a Flip phone Camera from 2005,0,0,03/23/2024 02:18:26 AM,criticizes the fake news,0.4653067290782928,irony,0.5873674750328064,Ambiguous or uncertain expression — may need manual review.
