Content,ReactionsCount,SubCommentsCount,CommentAt,stance,confidence,sarcasm_label,sarcasm_score,explanation
Live it alone 😔 Father forgive them🙏🏽,5,1,03/24/2024 05:19:06 PM,neutral,0.3645186126232147,non_irony,0.9271509647369385,Ambiguous tone — sarcastic or humorous uncertainty.
Is this true I'm not sure but I believe if it is true then someone out there knows about it,7,5,03/23/2024 08:08:54 PM,criticizes the fake news,0.4204802811145782,non_irony,0.9230198860168457,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
So what size are they?,1,0,03/23/2024 10:04:10 PM,criticizes the fake news,0.400530993938446,non_irony,0.9204227924346924,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
When's the expedition?,0,0,03/23/2024 04:48:01 PM,neutral,0.5630107522010803,non_irony,0.9175440669059753,Sarcastic questioning — likely expressing doubt or disbelief.
"Existe portais q quando entra em harmonia ressonante para mundos diferentes é possível essa passagem, foi assim q vieram para criar a guerra de Órion, desse jeito também que os Maias saíram daqui, a ressonância Shulman tem q ter uma determinada frequência, e a velocidade de rotação do magma planetário tem q ter a msm ressonância, aí esses portais vibram como taças de cristal como se estivesse movimentando pela nota musical, elas não rompem, mas se abrem e o trânsito é possível.",1,0,03/25/2024 10:25:08 AM,neutral,0.35691699385643,non_irony,0.9173040390014648,Ambiguous tone — sarcastic or humorous uncertainty.
What are the cords??,2,0,03/22/2024 11:19:14 PM,criticizes the fake news,0.5686274170875549,non_irony,0.91707843542099,Sarcastic questioning — likely expressing doubt or disbelief.
Amazing,0,0,03/26/2024 01:11:52 AM,criticizes the fake news,0.4581984281539917,irony,0.9165489673614502,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
ये नही हो सकता,0,0,03/22/2024 04:25:27 PM,neutral,0.4956896305084228,non_irony,0.9157522916793823,Ambiguous tone — sarcastic or humorous uncertainty.
Prachtig. Geweldig nieuws 🙏🏻🙏🏻🙏🏻,0,0,03/24/2024 03:55:38 PM,neutral,0.5205119848251343,non_irony,0.8998216390609741,Ambiguous or uncertain expression — may need manual review.
"Isso me fez lembrar quando fui visitar meu avô. Ele colocou a mão dele no meu ombro e disse muito emocionado: meu neto, nesse mundo, algum dia, você pode ter certeza de que as pessoas, mesmo com muitas coisas pra fazer, elas ainda vão perder tempo lendo o seu comentário...e vice-versa kkkkkkkkk",0,0,03/26/2024 03:50:44 PM,believes the fake news,0.4372960031032562,non_irony,0.8976572751998901,Possible ironic endorsement — sarcasm misinterpreted as belief.
I find this extremely fascinating.  Very interesting 👌,9,1,03/24/2024 02:32:12 PM,neutral,0.4611213207244873,irony,0.8964759707450867,Ambiguous tone — sarcastic or humorous uncertainty.
Ça fait longtemps qui les on découvertes mais lol …. Découverte du mur de chine allô,1,0,03/22/2024 04:37:54 PM,neutral,0.4026654362678528,non_irony,0.8887937664985657,Ambiguous tone — sarcastic or humorous uncertainty.
"Yep. ………good job. They wernt able to get the sperm where it was sposed to go. 
Back in 2020.  Otherwise we all wouldn’t n
Be here.    Activation didn’t happen.   Thank god 

Those that know know !! Wink wink",1,0,03/22/2024 05:31:12 PM,believes the fake news,0.3598455786705017,irony,0.8867226243019104,Possible ironic endorsement — sarcasm misinterpreted as belief.
Location send me please 😜,0,0,03/23/2024 05:47:53 PM,neutral,0.3679669499397278,non_irony,0.8822485208511353,Ambiguous tone — sarcastic or humorous uncertainty.
"Andrew Davies Radge Pot Singh Craig Williams Robert Matge Steven Burgoyne not sure how legit this is, but for sure it seems more legit than a certain new group member 🤣 miss you guys!",2,34,03/23/2024 02:30:21 AM,criticizes the fake news,0.4183527827262878,non_irony,0.8728974461555481,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
So now they can see under the water near the Bermuda Triangle 👀🙄,2,1,03/26/2024 12:21:03 AM,criticizes the fake news,0.4796948134899139,irony,0.8717547059059143,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
It's about time someone found them. I've known about them for almost 10 years now. They date back to the time of Lumeria and caused the fall of Atlantis or human consciousness depending on how you see that event occurrence.,7,4,03/22/2024 11:40:27 PM,criticizes the fake news,0.4604786932468414,non_irony,0.859332799911499,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
They said 2 but i can see 3. They are fool😂,0,0,03/23/2024 02:32:52 PM,criticizes the fake news,0.5402342081069946,non_irony,0.8570173978805542,Sarcastic tone reinforced by emoji.
Must be third...,0,0,03/22/2024 08:35:08 PM,believes the fake news,0.3814171552658081,non_irony,0.8548709750175476,Possible ironic endorsement — sarcasm misinterpreted as belief.
Our current technology isn't enough to find out to reveal it's secret...,0,0,03/26/2024 10:04:22 AM,criticizes the fake news,0.4622674882411957,non_irony,0.8538305163383484,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
Wala lagi ko kakita pyramid sa Bermuda Triangle katong namana mi...gisalom namo tanan dira dapita do....atik pod ka admin da..😅😆🤣,1,0,03/21/2024 11:03:10 PM,criticizes the fake news,0.4353336989879608,non_irony,0.8461029529571533,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
Seeee 😏😏,0,0,03/24/2024 12:58:04 AM,neutral,0.3790382444858551,non_irony,0.8405786156654358,Ambiguous tone — sarcastic or humorous uncertainty.
It had to be something down there,0,0,03/25/2024 08:27:08 PM,criticizes the fake news,0.5021135210990906,non_irony,0.840552568435669,Ambiguous or uncertain expression — may need manual review.
What... When,0,0,03/26/2024 03:46:19 PM,criticizes the fake news,0.4056720435619354,non_irony,0.8283580541610718,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
Simple mind conditioning for the conspiracy plan in the future,36,17,03/22/2024 04:16:06 AM,criticizes the fake news,0.5177613496780396,irony,0.8249357342720032,Ambiguous or uncertain expression — may need manual review.
Talina Davisenn 🧐,1,0,03/23/2024 08:24:38 PM,neutral,0.5139595866203308,non_irony,0.8222367167472839,Ambiguous or uncertain expression — may need manual review.
Wow,0,0,03/24/2024 12:35:00 AM,criticizes the fake news,0.5729307532310486,irony,0.8200824856758118,Ambiguous or uncertain expression — may need manual review.
Wow,0,0,03/23/2024 05:09:22 PM,criticizes the fake news,0.5729307532310486,irony,0.8200824856758118,Ambiguous or uncertain expression — may need manual review.
🤣🤣 si si dentro ci abita il principe maurice del cocoricò 🤣🤣🤣🤣,0,0,03/25/2024 04:23:36 PM,criticizes the fake news,0.4638145565986633,non_irony,0.8195961117744446,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
"Last night I found a Blue Gnome, he came close and told me he knows where is a portal who leads to another dimension.",2,2,03/23/2024 10:51:49 PM,criticizes the fake news,0.4726659953594208,non_irony,0.8171700239181519,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
Really..or another Hollywood series,2,0,03/22/2024 11:11:59 AM,criticizes the fake news,0.485446572303772,non_irony,0.8161157965660095,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
Love it!!!,5,1,03/24/2024 02:52:34 AM,criticizes the fake news,0.4573507606983185,irony,0.80915367603302,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
Iv been there 😆,1,0,03/22/2024 05:29:27 PM,criticizes the fake news,0.4570620357990265,non_irony,0.8088129758834839,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
I know it's 20 years before I said 20 years before there in bermuda tryangle have 1 way going to other side in our universe that is invisible and many powers there for security,5,1,03/23/2024 01:57:31 AM,criticizes the fake news,0.4308879375457763,non_irony,0.806797444820404,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
OMG and if you zoom in you see cows grazing and pig's flying.,3,0,03/22/2024 02:26:22 PM,criticizes the fake news,0.5084235668182373,irony,0.7967640161514282,Ambiguous or uncertain expression — may need manual review.
The found the location of the shaman king fight ￼,24,1,03/22/2024 08:24:18 PM,criticizes the fake news,0.472507894039154,non_irony,0.7941426038742065,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
Inman Campbell dive trip? 🤣😎,1,0,03/23/2024 04:39:09 AM,believes the fake news,0.443208634853363,non_irony,0.7586179971694946,Possible ironic endorsement — sarcasm misinterpreted as belief.
Lies,0,0,03/22/2024 08:41:45 PM,criticizes the fake news,0.4991108179092407,irony,0.7508739233016968,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
"Right, and they are gonna give submersable touurs",2,1,03/23/2024 05:18:44 AM,neutral,0.5110452175140381,irony,0.7503783702850342,Ambiguous or uncertain expression — may need manual review.
Fugazy￼,0,0,03/22/2024 05:09:38 PM,believes the fake news,0.4528427124023437,non_irony,0.7484872937202454,Possible ironic endorsement — sarcasm misinterpreted as belief.
The Bermuda triangles were also all the rockets land from space,5,0,03/23/2024 01:29:06 PM,criticizes the fake news,0.3703810572624206,irony,0.7482309937477112,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
Seriously????,3,1,03/21/2024 06:21:09 PM,believes the fake news,0.3941885530948639,non_irony,0.744495689868927,Possible ironic endorsement — sarcasm misinterpreted as belief.
Lol right,0,0,03/22/2024 08:22:14 PM,neutral,0.5169970393180847,irony,0.7290012836456299,Ambiguous or uncertain expression — may need manual review.
"I discovered the ""Bahamian Rectangle"" and it hides THREE giant crystal pyramids 💪💪",0,0,03/25/2024 05:52:21 AM,criticizes the fake news,0.5662348866462708,non_irony,0.7230852842330933,Ambiguous or uncertain expression — may need manual review.
Woow.,0,0,03/22/2024 04:55:08 PM,criticizes the fake news,0.4678595066070556,irony,0.7228079438209534,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
Incroyable,0,0,03/26/2024 11:08:13 AM,criticizes the fake news,0.5188059210777283,non_irony,0.7197275757789612,Ambiguous or uncertain expression — may need manual review.
Most be a secret pyramids 😂 😆 😝,0,0,03/22/2024 03:47:17 PM,criticizes the fake news,0.4885812699794769,non_irony,0.7156776189804077,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
There was an episode one time  I don’t remember the name but it showed some divers and you could see them,0,0,03/25/2024 08:33:00 PM,neutral,0.485338032245636,non_irony,0.7152391076087952,Ambiguous tone — sarcastic or humorous uncertainty.
I new there was a reason y plans and ships couldn't go out there just didn't know the cause I can believe it,0,0,03/25/2024 01:03:15 AM,believes the fake news,0.4751846492290497,non_irony,0.7055901885032654,Possible ironic endorsement — sarcasm misinterpreted as belief.
Cristal...🤣🤣🤣,0,0,03/22/2024 02:20:38 PM,neutral,0.4953583776950836,non_irony,0.701704740524292,Ambiguous tone — sarcastic or humorous uncertainty.
